uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s,task_id,cargo_pattern,charge_time_s,start_hint_s,uav_id,battery_id,start_time_s
A,2,S009>S002,2,17.0,0.039,2.948053836316883,2219.799820896939,0.3448769252629149,True,9702.642756880525,P001153-1,C011:1|C042:1,0.0,0.0,U01,BAT_A01,0.0
B,1,S010,3,25.0,0.067,1.8210449428989823,1554.5713591276815,0.5447387642752544,True,2515.1776537694923,P002874-1,C045:1|C046:1|C047:1,0.0,1869.0,U06,BAT_B03,1869.0
B,1,S012,3,25.0,0.067,2.7552342804549035,1923.80003809751,0.3111914298862741,True,2328.169980951245,P002888-1,C051:1|C052:1|C053:1,0.0,0.0,U05,BAT_B01,0.0
B,1,S013,3,25.0,0.067,1.824566933772147,1510.4000484846588,0.5438582665569632,True,2537.266642424337,P002895-1,C054:1|C055:1|C056:1,0.0,1924.0,U05,BAT_B04,1924.0
B,1,S014,3,25.0,0.067,2.137304308171069,1868.5974513534843,0.4656739229572327,True,2358.1446076565912,P002902-1,C057:1|C058:1|C059:1,0.0,0.0,U06,BAT_B02,0.0
B,2,S003>S005,2,17.0,0.039,3.174086313739639,2574.3796914047834,0.2064784215650902,True,5941.9059292684415,P005277-1,C015:1|C022:1,0.0,3462.0,U05,BAT_B02,3462.0
C,1,S001,6,76.0,0.17,2.92626894731049,1495.4261775174657,0.6342163815861888,False,inf,P008323-1,C004:1|C006:5,0.0,6613.0,U07,BAT_C03,6613.0
C,1,S001,9,78.0,0.224,3.004693884669704,1693.4261775174657,0.624413264416287,True,2219.1019112412678,P008380-1,C001:1|C002:1|C003:3|C004:1|C005:1|C006:2,0.0,0.0,U07,BAT_C01,0.0
C,1,S002,7,67.0,0.184,6.300747965355022,2177.00675724525,0.2124065043306222,True,2045.0866213773752,P008441-1,C007:1|C008:2|C009:1|C010:1|C011:2,0.0,0.0,U08,BAT_C02,0.0
C,1,S003,4,48.0,0.116,5.46686409866857,2303.8095208576483,0.3166419876664287,False,inf,P008447-1,C014:1|C016:3,0.0,9119.0,U07,BAT_C01,9119.0
C,1,S004,6,59.0,0.156,6.1769107423796425,2305.184064967841,0.2278861572025446,True,5614.43796751608,P008547-1,C017:1|C018:1|C019:1|C020:1|C021:2,0.0,4307.0,U07,BAT_C01,4307.0
C,2,S006>S003,9,78.0,0.224,6.153865599994624,2999.0490147600776,0.2307668000006719,True,2300.923350284637,P023135-1,C012:1|C013:2|C027:1|C028:1|C029:1|C030:1|C031:2,0.0,2178.0,U08,BAT_C04,2178.0
C,2,S005>S009,7,78.0,0.1989999999999999,6.217384735761888,2420.806160002946,0.222826908029764,True,8868.761360363402,P038817-1,C023:1|C024:1|C025:1|C026:2|C043:1|C044:1,0.0,7875.0,U08,BAT_C04,7875.0
C,2,S007>S015,8,70.0,0.196,5.387886039967234,2612.478710697707,0.3265142450040957,True,2162.299366748965,P050623-1,C032:1|C033:1|C034:1|C035:1|C036:1|C060:1|C061:1|C062:1,0.0,1694.0,U07,BAT_C03,1694.0
C,2,S011>S008,8,70.0,0.196,6.377502256793861,2696.427513918611,0.2028122179007674,True,5207.611684040056,P051203-1,C037:1|C038:1|C039:1|C040:1|C041:1|C048:1|C049:1|C050:1,0.0,5178.0,U08,BAT_C02,5178.0
