transport_Cmax_s,relay_Cmax_s,joint_Cmax_s,transport_sorties,relay_jobs,transport_energy_kWh,relay_energy_kWh,total_energy_kWh,relay_uav_capacity,relay_energy_capacity,status,tier,relay_sessions,relay_session_energy_kWh,objective_schema
12389,12627,12627,17,13,64.08636972236133,5.040999,69.12736872236133,2,6,OPTIMAL,all,9,5.040999,relay_session_v2
