relay_session_id,relay_uav_id,candidate_id,dispatch_time_s,arrival_time_s,service_end_time_s,service_duration_s,return_time_s,uav_release_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_session_energy_kWh,end_soc,charge_duration_s,energy_release_time_s,energy_component_id
R01-RS001,R01,RP055677,2412.0,2860.370514723585,4066.155,1205.7844852764151,4363.0,4663.0,0.088749319139614,0.0590795106076711,0.36843414827890464,0.516263,0.8386678125,709.73184375,5072.73184375,E04
R01-RS002,R01,RP065617,5860.0,6201.787167028183,7319.686,1117.8988329718168,7512.0,7812.0,0.054991512427449,0.0224758972172752,0.34158019896361075,0.419048,0.8690475,670.2382500000001,8182.23825,E05
R01-RS003,R01,RP074072,8937.0,9249.590621206318,9888.222,638.6313787936815,10047.0,10347.0,0.0451149965624816,0.0180015360051634,0.1951373657425138,0.258254,0.919295625,508.43756250000047,10555.437562500001,E01
R01-RS004,R01,RP075602,7812.0,8042.625107261465,8571.056,528.4308927385355,8637.0,8937.0,0.0178280946596896,0.0015561880171479,0.1614649950034414,0.180849,0.9434846875,356.04646874999986,8993.04646875,E06
R01-RS005,R01,RP079359,414.0,955.6320796272191,1734.52,778.8879203727809,2112.0,2412.0,0.1028211618437449,0.0867956464763037,0.23799353122501637,0.427611,0.8663715625,673.71696875,2785.71696875,E02
R02-RS001,R02,RP016472,1714.0,2421.7805488462477,9555.695,7133.914451153752,10121.0,10421.0,0.1726000371315112,0.1332661933965294,2.179807193408091,2.485673,0.22322718750000015,1509.8046562499999,11630.80465625,E03
R02-RS002,R02,RP092147,335.0,721.8113834763388,1172.835,451.0236165236612,1414.0,1714.0,0.0697811816667082,0.0332674737363651,0.13781277171556314,0.240861,0.9247309375,474.19509375,1888.19509375,E01
