transport_Cmax_s,relay_Cmax_s,joint_Cmax_s,transport_sorties,relay_jobs,relay_sessions,transport_energy_kWh,relay_energy_kWh,relay_session_energy_kWh,relay_gap_job_energy_kWh,total_energy_kWh,relay_uav_capacity,relay_energy_capacity,status,tier,objective_schema
11358,10964,11358,17,13,7,64.08636972236133,4.305077,4.305077,6.012558380262845,68.39144672236132,2,6,OPTIMAL,all,relay_session_v2
