sortie_id,pattern_id,gap_id,candidate_id,relay_uav_id,relay_session_id,energy_component_id,dispatch_time_s,arrival_time_s,service_start_s,service_end_s,return_time_s,uav_release_time_s,energy_release_time_s,relay_energy_kWh,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_session_energy_kWh,end_soc,coverage_start_offset_s,coverage_end_offset_s,relay_uav_occupancy_s,energy_component_occupancy_s,dispatch_offset_s,relay_session_end_soc,relay_session_energy_release_time_s
P016895-1,P016895,PG005650,RP079359,R01,R01-RS004,E02,414,955.6320796272191,985.699,1734.52,2112,2412,2785,0.427589891653382,0.1028211618437449,0.0867956464763037,0.2379730833333333,0.427611,0.8663781588583181,985.699,1734.52,1997.1054112279085,2370.8138047120947,414.0669203727808,0.8663715625,2785.71696875
P050623-1,P050623,PG006584,RP054085,R01,R01-RS001,E04,2412,2864.348434784941,2894.709,4070.155,4371,4671,5081,0.5188539326510906,0.0900004994363696,0.0605227109924985,0.3683307222222223,0.518964,0.8378581460465342,953.709,2129.155,2257.7715479552994,2668.5559580948047,471.3605652150586,0.83782375,5081.829125
P002753-1,P002753,PG002131,RP065617,R01,R01-RS002,E05,4671,5012.787167028183,5043.701,5841.529,6034,6334,6669,0.3304148540891687,0.054991512427449,0.0224758972172752,0.2529474444444444,0.55777,0.8967453580971347,734.701,1532.529,1661.8782795926618,1996.1093140663863,362.9138329718169,0.825696875,7503.5940625
P008500-1,P008500,PG004643,RP065617,R01,R01-RS002,E05,5125,5466.787167028183,5497.642,6584.686,6777,7077,7448,0.4187864096447243,0.054991512427449,0.0224758972172752,0.341319,0.55777,0.8691292469860237,943.642,2030.686,1951.0942795926617,2321.226258510831,571.8548329718169,0.825696875,7503.5940625
P002863-1,P002863,PG002223,RP075618,R01,R01-RS003,E01,10010,10243.122428866991,10273.176,10771.056,10841,11141,11198,0.1809630050459669,0.0187937053758059,0.0008726330034942,0.1612966666666666,0.18098,0.9434490609231352,675.176,1173.056,1130.9217604541157,1187.1926766383633,412.0535711330089,0.94344375,11197.304375
P002874-1,P002874,PG002234,RP082327,R02,R02-RS003,E01,367,721.8355022428693,752.646,1172.835,1385,1685,1814,0.2181281119023439,0.0598285524124071,0.0207418094899367,0.13755775,0.218376,0.9318349650305175,752.646,1172.835,1316.4948779395147,1445.934598247254,367.8104977571307,0.9317575,1814.9277499999998
P008233-1,P008233,PG004556,RP016472,R02,R02-RS001,E03,1700,2407.7805488462477,2438.2,3477.759,4043,4343,4800,0.6326759249724851,0.1726000371315112,0.1332661933965294,0.3268096944444444,2.265368,0.8022887734460984,745.2,1784.759,2641.986571589793,3099.0111661098654,7.419451153752448,0.29207250000000007,10806.30575
P001179-1,P001179,PG000886,RP016472,R02,R02-RS001,E03,1701,2408.7805488462477,2439.176,3561.692,4127,4427,4894,0.6580238971947073,0.1726000371315112,0.1332661933965294,0.3521576666666667,2.265368,0.794367532126654,765.176,1887.692,2724.943571589793,3192.265779825143,27.395451153752447,0.29207250000000007,10806.30575
P008204-1,P008204,PG004539,RP016472,R02,R02-RS001,E03,1790,2497.7805488462477,2528.494,3567.129,4132,4432,4889,0.6323935916391518,0.1726000371315112,0.1332661933965294,0.3265273611111111,2.265368,0.8023770026127651,740.494,1779.129,2641.062571589793,3097.9724681931984,2.7134511537524304,0.29207250000000007,10806.30575
P051203-1,P051203,PG006643,RP016472,R02,R02-RS001,E03,3446,4153.780548846247,4183.832036992569,5095.192,5660,5960,6401,0.5935039970025336,0.1726000371315112,0.1332661933965294,0.287637766474493,2.265368,0.8145300009367082,1361.8320369925684,2273.192,2513.7875345972247,2954.898533379504,624.0514881463208,0.29207250000000007,10806.30575
P008547-1,P008547,PG004680,RP016472,R02,R02-RS001,E03,5709,6416.780548846247,6447.216,7352.5380000000005,7918,8218,8658,0.591659063861374,0.1726000371315112,0.1332661933965294,0.2857928333333333,2.265368,0.8151065425433206,928.216,1833.538,2507.749571589793,2948.111066283476,190.4354511537524,0.29207250000000007,10806.30575
P008402-1,P008402,PG004579,RP016472,R02,R02-RS001,E03,7130,7837.780548846247,7868.502,8820.695,9386,9686,10132,0.6059807583058184,0.1726000371315112,0.1332661933965294,0.3001145277777777,2.265368,0.8106310130294317,812.502,1764.695,2554.620571589793,3000.800254651532,74.72145115375235,0.29207250000000007,10806.30575
P008594-1,P008594,PG004720,RP069147,R02,R02-RS002,E06,9686,9990.319588433504,10020.484,10628.222,10768,11068,11283,0.2612023315457661,0.0413858634679376,0.0249520791889396,0.1948643888888888,0.261253,0.918374271391948,869.484,1477.222,1381.7800874810223,1596.0221777117497,535.1644115664957,0.9183584375,11282.34184375
