relay_session_id,relay_uav_id,candidate_id,dispatch_time_s,arrival_time_s,service_end_time_s,service_duration_s,return_time_s,uav_release_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_session_energy_kWh,end_soc,charge_duration_s,energy_release_time_s,energy_component_id
R01-RS001,R01,RP016472,1700.0,2407.7805488462477,7352.5380000000005,4944.757451153753,7918.0,8218.0,0.1726000371315112,0.1332661933965294,1.510898110074758,1.816764,0.43226125000000004,1238.060375,9156.060375000001,E03
R01-RS002,R01,RP074044,8613.0,8919.390718663431,9557.222,637.8312813365683,9712.0,10012.0,0.0434514006032604,0.0132241398666194,0.19489289151950698,0.251568,0.921385,495.2745000000001,10207.2745,E01
R01-RS003,R01,RP082327,367.0,721.8355022428693,1172.835,450.9994977571307,1385.0,1685.0,0.0598285524124071,0.0207418094899367,0.13780540209245662,0.218376,0.9317575,429.92774999999995,1814.9277499999998,E01
R02-RS001,R02,RP016472,7205.0,7912.780548846247,8895.695,982.9144511537525,9461.0,9761.0,0.1726000371315112,0.1332661933965294,0.3003349711858688,0.606201,0.8105621875,746.26915625,10207.26915625,E06
R02-RS002,R02,RP055709,2372.0,2809.8513508930864,4016.155,1206.3036491069138,4303.0,4603.0,0.0854658190639572,0.0550415701207,0.368592781671557,0.509101,0.8409059375,706.8222812500001,5009.82228125,E04
R02-RS003,R02,RP065617,5071.0,5412.787167028183,6712.529,1299.7418329718175,6905.0,7205.0,0.054991512427449,0.0224758972172752,0.3971433378524999,0.474611,0.8516840625,692.8107187500001,7597.81071875,E05
R02-RS004,R02,RP073934,9761.0,9992.758227552516,10521.056,528.297772447484,10586.0,10886.0,0.017872660581816,0.0047192169868212,0.16142431935895346,0.184016,0.942495,362.2815000000002,10948.281500000001,E02
R02-RS005,R02,RP076066,465.0,955.3534244838022,1734.52,779.1665755161978,2072.0,2372.0,0.1020435105243659,0.0735233750916206,0.23807867585217157,0.413646,0.870735625,668.0436875,2740.0436875,E02
