relay_session_id,relay_uav_id,candidate_id,dispatch_time_s,arrival_time_s,service_end_time_s,service_duration_s,return_time_s,uav_release_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_session_energy_kWh,end_soc,charge_duration_s,energy_release_time_s,energy_component_id
R01-RS001,R01,RP016472,1700.0,2407.7805488462477,7352.5380000000005,4944.757451153753,7918.0,8218.0,0.1726000371315112,0.1332661933965294,1.510898110074758,1.816764,0.43226125000000004,1238.060375,9156.060375000001,E03
R01-RS002,R01,RP074044,9343.0,9649.390718663431,10287.222,637.8312813365683,10442.0,10742.0,0.0434514006032604,0.0132241398666194,0.19489289151950698,0.251568,0.921385,495.2745000000001,10937.2745,E02
R01-RS003,R01,RP075602,8218.0,8448.625107261465,8977.056,528.4308927385355,9043.0,9343.0,0.0178280946596896,0.0015561880171479,0.1614649950034414,0.180849,0.9434846875,356.04646874999986,9399.04646875,E01
R01-RS004,R01,RP082327,367.0,721.8355022428693,1172.835,450.9994977571307,1385.0,1685.0,0.0598285524124071,0.0207418094899367,0.13780540209245662,0.218376,0.9317575,429.92774999999995,1814.9277499999998,E01
R02-RS001,R02,RP019707,7061.0,7784.004917107419,8766.695,982.6900828925809,9352.0,9652.0,0.1780260236019193,0.1331642159554568,0.30026641421717754,0.611456,0.80892,748.4040000000001,10100.404,E06
R02-RS002,R02,RP055709,2372.0,2809.8513508930864,4016.155,1206.3036491069138,4303.0,4603.0,0.0854658190639572,0.0550415701207,0.368592781671557,0.509101,0.8409059375,706.8222812500001,5009.82228125,E04
R02-RS003,R02,RP065617,4603.0,4944.787167028183,6530.686,1585.8988329718168,6723.0,7023.0,0.054991512427449,0.0224758972172752,0.4845801989636107,0.562048,0.82436,728.3320000000001,7451.332,E05
R02-RS004,R02,RP076066,465.0,955.3534244838022,1734.52,779.1665755161978,2072.0,2372.0,0.1020435105243659,0.0735233750916206,0.23807867585217157,0.413646,0.870735625,668.0436875,2740.0436875,E02
