gap_id,candidate_id,first_covered_sample,last_covered_sample,covered_samples,total_required_samples,coverage_ratio,full_cover,covered_sample_ranges,min_access_margin_db,relay_g01_margin_db,lon,lat,agl_height
G000952,RP003816,9,116,108,117,0.9230769230769231,0,9-116,0.07862918917138018,0.005622109621000959,109.24125,23.064027777777778,20.0
G000954,RP003816,9,116,108,117,0.9230769230769231,0,9-116,0.07862918917138018,0.005622109621000959,109.24125,23.064027777777778,20.0
G000938,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000940,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000942,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000944,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000946,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000948,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000950,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000952,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000954,RP003926,14,116,103,117,0.8803418803418803,0,14-116,0.01332782536373145,0.2628457115309146,109.23680555555556,23.062916666666666,20.0
G000938,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000940,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000942,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000944,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000946,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000948,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000950,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000952,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000954,RP010016,0,1,2,117,0.017094017094017096,0,0-1,0.07574340895172327,9.803187258859253,109.24125,23.02402777777778,20.0
G000938,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000940,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000942,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000944,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000946,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000948,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000950,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000952,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000954,RP009804,0,2,3,117,0.02564102564102564,0,0-2,0.07424639337865813,9.35241747376493,109.24125,23.02513888888889,20.0
G000938,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000940,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000942,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000944,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000946,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000948,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000950,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000952,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000954,RP009596,0,3,4,117,0.03418803418803419,0,0-3,0.06101174061170411,8.922790656099195,109.24125,23.02625,20.0
G000938,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000940,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000942,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000944,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000946,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000948,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000950,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000952,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000954,RP009388,0,4,5,117,0.042735042735042736,0,0-4,0.037984854755947595,8.515248234759937,109.24125,23.027361111111112,20.0
G000955,RP003149,0,77,78,78,1.0,1,0-77,0.008477805046879894,9.139843459863442,109.23013888888889,23.070694444444445,220.0
G000963,RP003149,0,77,78,78,1.0,1,0-77,0.008477805046879894,9.139843459863442,109.23013888888889,23.070694444444445,220.0
G000965,RP003149,0,77,78,78,1.0,1,0-77,0.008477805046879894,9.139843459863442,109.23013888888889,23.070694444444445,220.0
G000969,RP003149,0,77,78,78,1.0,1,0-77,0.008477805046879894,9.139843459863442,109.23013888888889,23.070694444444445,220.0
G000971,RP003149,0,77,78,78,1.0,1,0-77,0.008477805046879894,9.139843459863442,109.23013888888889,23.070694444444445,220.0
G000955,RP004164,0,77,78,78,1.0,1,0-77,0.11464978402139536,0.49376851347209083,109.24236111111111,23.060694444444444,20.0
G000963,RP004164,0,77,78,78,1.0,1,0-77,0.11464978402139536,0.49376851347209083,109.24236111111111,23.060694444444444,20.0
G000965,RP004164,0,77,78,78,1.0,1,0-77,0.11464978402139536,0.49376851347209083,109.24236111111111,23.060694444444444,20.0
G000969,RP004164,0,77,78,78,1.0,1,0-77,0.11464978402139536,0.49376851347209083,109.24236111111111,23.060694444444444,20.0
G000971,RP004164,0,77,78,78,1.0,1,0-77,0.11464978402139536,0.49376851347209083,109.24236111111111,23.060694444444444,20.0
G000955,RP004163,0,77,78,78,1.0,1,0-77,0.049292546022414285,0.5018916592089084,109.24125,23.060694444444444,300.0
G000963,RP004163,0,77,78,78,1.0,1,0-77,0.049292546022414285,0.5018916592089084,109.24125,23.060694444444444,300.0
G000965,RP004163,0,77,78,78,1.0,1,0-77,0.049292546022414285,0.5018916592089084,109.24125,23.060694444444444,300.0
G000969,RP004163,0,77,78,78,1.0,1,0-77,0.049292546022414285,0.5018916592089084,109.24125,23.060694444444444,300.0
G000971,RP004163,0,77,78,78,1.0,1,0-77,0.049292546022414285,0.5018916592089084,109.24125,23.060694444444444,300.0
G000955,RP004162,0,77,78,78,1.0,1,0-77,0.2091514060421389,0.5249685944162934,109.24125,23.060694444444444,20.0
G000963,RP004162,0,77,78,78,1.0,1,0-77,0.2091514060421389,0.5249685944162934,109.24125,23.060694444444444,20.0
G000965,RP004162,0,77,78,78,1.0,1,0-77,0.2091514060421389,0.5249685944162934,109.24125,23.060694444444444,20.0
G000969,RP004162,0,77,78,78,1.0,1,0-77,0.2091514060421389,0.5249685944162934,109.24125,23.060694444444444,20.0
G000971,RP004162,0,77,78,78,1.0,1,0-77,0.2091514060421389,0.5249685944162934,109.24125,23.060694444444444,20.0
G000955,RP004161,0,77,78,78,1.0,1,0-77,0.08506888122055045,0.5263804482444527,109.2401388888889,23.060694444444444,300.0
G000963,RP004161,0,77,78,78,1.0,1,0-77,0.08506888122055045,0.5263804482444527,109.2401388888889,23.060694444444444,300.0
G000965,RP004161,0,77,78,78,1.0,1,0-77,0.08506888122055045,0.5263804482444527,109.2401388888889,23.060694444444444,300.0
G000969,RP004161,0,77,78,78,1.0,1,0-77,0.08506888122055045,0.5263804482444527,109.2401388888889,23.060694444444444,300.0
G000971,RP004161,0,77,78,78,1.0,1,0-77,0.08506888122055045,0.5263804482444527,109.2401388888889,23.060694444444444,300.0
G000955,RP004160,0,77,78,78,1.0,1,0-77,0.2678569936861237,0.5518974247906385,109.2401388888889,23.060694444444444,20.0
G000963,RP004160,0,77,78,78,1.0,1,0-77,0.2678569936861237,0.5518974247906385,109.2401388888889,23.060694444444444,20.0
G000965,RP004160,0,77,78,78,1.0,1,0-77,0.2678569936861237,0.5518974247906385,109.2401388888889,23.060694444444444,20.0
G000969,RP004160,0,77,78,78,1.0,1,0-77,0.2678569936861237,0.5518974247906385,109.2401388888889,23.060694444444444,20.0
G000971,RP004160,0,77,78,78,1.0,1,0-77,0.2678569936861237,0.5518974247906385,109.2401388888889,23.060694444444444,20.0
G000955,RP003817,0,77,78,78,1.0,1,0-77,1.114041007202971,9.997379406208495,109.24125,23.064027777777778,180.0
G000963,RP003817,0,77,78,78,1.0,1,0-77,1.114041007202971,9.997379406208495,109.24125,23.064027777777778,180.0
G000965,RP003817,0,77,78,78,1.0,1,0-77,1.114041007202971,9.997379406208495,109.24125,23.064027777777778,180.0
G000969,RP003817,0,77,78,78,1.0,1,0-77,1.114041007202971,9.997379406208495,109.24125,23.064027777777778,180.0
G000971,RP003817,0,77,78,78,1.0,1,0-77,1.114041007202971,9.997379406208495,109.24125,23.064027777777778,180.0
G000955,RP003818,0,77,78,78,1.0,1,0-77,1.0596746597549043,9.987505242920491,109.24125,23.064027777777778,300.0
G000963,RP003818,0,77,78,78,1.0,1,0-77,1.0596746597549043,9.987505242920491,109.24125,23.064027777777778,300.0
G000965,RP003818,0,77,78,78,1.0,1,0-77,1.0596746597549043,9.987505242920491,109.24125,23.064027777777778,300.0
G000969,RP003818,0,77,78,78,1.0,1,0-77,1.0596746597549043,9.987505242920491,109.24125,23.064027777777778,300.0
G000971,RP003818,0,77,78,78,1.0,1,0-77,1.0596746597549043,9.987505242920491,109.24125,23.064027777777778,300.0
G000955,RP003819,0,77,78,78,1.0,1,0-77,0.6937625973201875,9.96796975977648,109.24236111111111,23.064027777777778,220.0
G000963,RP003819,0,77,78,78,1.0,1,0-77,0.6937625973201875,9.96796975977648,109.24236111111111,23.064027777777778,220.0
G000965,RP003819,0,77,78,78,1.0,1,0-77,0.6937625973201875,9.96796975977648,109.24236111111111,23.064027777777778,220.0
G000969,RP003819,0,77,78,78,1.0,1,0-77,0.6937625973201875,9.96796975977648,109.24236111111111,23.064027777777778,220.0
G000971,RP003819,0,77,78,78,1.0,1,0-77,0.6937625973201875,9.96796975977648,109.24236111111111,23.064027777777778,220.0
G000955,RP003820,0,77,78,78,1.0,1,0-77,0.6609341934632198,9.96144200820072,109.24236111111111,23.064027777777778,300.0
G000963,RP003820,0,77,78,78,1.0,1,0-77,0.6609341934632198,9.96144200820072,109.24236111111111,23.064027777777778,300.0
G000965,RP003820,0,77,78,78,1.0,1,0-77,0.6609341934632198,9.96144200820072,109.24236111111111,23.064027777777778,300.0
G000969,RP003820,0,77,78,78,1.0,1,0-77,0.6609341934632198,9.96144200820072,109.24236111111111,23.064027777777778,300.0
G000971,RP003820,0,77,78,78,1.0,1,0-77,0.6609341934632198,9.96144200820072,109.24236111111111,23.064027777777778,300.0
G000955,RP003677,0,77,78,78,1.0,1,0-77,1.5888946692997479,9.951539188856145,109.23013888888889,23.06513888888889,180.0
G000963,RP003677,0,77,78,78,1.0,1,0-77,1.5888946692997479,9.951539188856145,109.23013888888889,23.06513888888889,180.0
G000965,RP003677,0,77,78,78,1.0,1,0-77,1.5888946692997479,9.951539188856145,109.23013888888889,23.06513888888889,180.0
G000969,RP003677,0,77,78,78,1.0,1,0-77,1.5888946692997479,9.951539188856145,109.23013888888889,23.06513888888889,180.0
G000971,RP003677,0,77,78,78,1.0,1,0-77,1.5888946692997479,9.951539188856145,109.23013888888889,23.06513888888889,180.0
G000955,RP003790,0,77,78,78,1.0,1,0-77,0.2264868295363982,0.11456632388396315,109.22680555555556,23.064027777777778,20.0
G000963,RP003790,0,77,78,78,1.0,1,0-77,0.2264868295363982,0.11456632388396315,109.22680555555556,23.064027777777778,20.0
G000965,RP003790,0,77,78,78,1.0,1,0-77,0.2264868295363982,0.11456632388396315,109.22680555555556,23.064027777777778,20.0
G000969,RP003790,0,77,78,78,1.0,1,0-77,0.2264868295363982,0.11456632388396315,109.22680555555556,23.064027777777778,20.0
G000971,RP003790,0,77,78,78,1.0,1,0-77,0.2264868295363982,0.11456632388396315,109.22680555555556,23.064027777777778,20.0
G000955,RP003792,0,77,78,78,1.0,1,0-77,0.5234294123300742,0.12414325127178927,109.22791666666667,23.064027777777778,20.0
G000963,RP003792,0,77,78,78,1.0,1,0-77,0.5234294123300742,0.12414325127178927,109.22791666666667,23.064027777777778,20.0
G000965,RP003792,0,77,78,78,1.0,1,0-77,0.5234294123300742,0.12414325127178927,109.22791666666667,23.064027777777778,20.0
G000969,RP003792,0,77,78,78,1.0,1,0-77,0.5234294123300742,0.12414325127178927,109.22791666666667,23.064027777777778,20.0
G000971,RP003792,0,77,78,78,1.0,1,0-77,0.5234294123300742,0.12414325127178927,109.22791666666667,23.064027777777778,20.0
G000955,RP003794,0,77,78,78,1.0,1,0-77,0.8226087642604938,0.12993749031124935,109.22902777777777,23.064027777777778,20.0
G000963,RP003794,0,77,78,78,1.0,1,0-77,0.8226087642604938,0.12993749031124935,109.22902777777777,23.064027777777778,20.0
G000965,RP003794,0,77,78,78,1.0,1,0-77,0.8226087642604938,0.12993749031124935,109.22902777777777,23.064027777777778,20.0
G000969,RP003794,0,77,78,78,1.0,1,0-77,0.8226087642604938,0.12993749031124935,109.22902777777777,23.064027777777778,20.0
G000971,RP003794,0,77,78,78,1.0,1,0-77,0.8226087642604938,0.12993749031124935,109.22902777777777,23.064027777777778,20.0
G000955,RP003796,0,77,78,78,1.0,1,0-77,1.1041143823170358,0.13282039428797532,109.23013888888889,23.064027777777778,20.0
G000963,RP003796,0,77,78,78,1.0,1,0-77,1.1041143823170358,0.13282039428797532,109.23013888888889,23.064027777777778,20.0
G000965,RP003796,0,77,78,78,1.0,1,0-77,1.1041143823170358,0.13282039428797532,109.23013888888889,23.064027777777778,20.0
G000969,RP003796,0,77,78,78,1.0,1,0-77,1.1041143823170358,0.13282039428797532,109.23013888888889,23.064027777777778,20.0
G000971,RP003796,0,77,78,78,1.0,1,0-77,1.1041143823170358,0.13282039428797532,109.23013888888889,23.064027777777778,20.0
G000955,RP003798,0,77,78,78,1.0,1,0-77,1.3524795049455491,0.13371111717054873,109.23125,23.064027777777778,20.0
G000963,RP003798,0,77,78,78,1.0,1,0-77,1.3524795049455491,0.13371111717054873,109.23125,23.064027777777778,20.0
G000965,RP003798,0,77,78,78,1.0,1,0-77,1.3524795049455491,0.13371111717054873,109.23125,23.064027777777778,20.0
G000969,RP003798,0,77,78,78,1.0,1,0-77,1.3524795049455491,0.13371111717054873,109.23125,23.064027777777778,20.0
G000971,RP003798,0,77,78,78,1.0,1,0-77,1.3524795049455491,0.13371111717054873,109.23125,23.064027777777778,20.0
G000955,RP004148,0,77,78,78,1.0,1,0-77,0.06375230872980353,0.6605533624801723,109.23347222222222,23.060694444444444,20.0
G000963,RP004148,0,77,78,78,1.0,1,0-77,0.06375230872980353,0.6605533624801723,109.23347222222222,23.060694444444444,20.0
G000965,RP004148,0,77,78,78,1.0,1,0-77,0.06375230872980353,0.6605533624801723,109.23347222222222,23.060694444444444,20.0
G000969,RP004148,0,77,78,78,1.0,1,0-77,0.06375230872980353,0.6605533624801723,109.23347222222222,23.060694444444444,20.0
G000971,RP004148,0,77,78,78,1.0,1,0-77,0.06375230872980353,0.6605533624801723,109.23347222222222,23.060694444444444,20.0
G000955,RP004150,0,77,78,78,1.0,1,0-77,0.1722561971721035,0.6505212525464685,109.23458333333333,23.060694444444444,20.0
G000963,RP004150,0,77,78,78,1.0,1,0-77,0.1722561971721035,0.6505212525464685,109.23458333333333,23.060694444444444,20.0
G000965,RP004150,0,77,78,78,1.0,1,0-77,0.1722561971721035,0.6505212525464685,109.23458333333333,23.060694444444444,20.0
G000969,RP004150,0,77,78,78,1.0,1,0-77,0.1722561971721035,0.6505212525464685,109.23458333333333,23.060694444444444,20.0
G000971,RP004150,0,77,78,78,1.0,1,0-77,0.1722561971721035,0.6505212525464685,109.23458333333333,23.060694444444444,20.0
G000955,RP004151,0,77,78,78,1.0,1,0-77,0.02461903035171531,0.6280224254923326,109.23458333333333,23.060694444444444,300.0
G000963,RP004151,0,77,78,78,1.0,1,0-77,0.02461903035171531,0.6280224254923326,109.23458333333333,23.060694444444444,300.0
G000965,RP004151,0,77,78,78,1.0,1,0-77,0.02461903035171531,0.6280224254923326,109.23458333333333,23.060694444444444,300.0
G000969,RP004151,0,77,78,78,1.0,1,0-77,0.02461903035171531,0.6280224254923326,109.23458333333333,23.060694444444444,300.0
G000971,RP004151,0,77,78,78,1.0,1,0-77,0.02461903035171531,0.6280224254923326,109.23458333333333,23.060694444444444,300.0
G000955,RP004152,0,77,78,78,1.0,1,0-77,0.2512865285403194,0.6371868473326998,109.23569444444445,23.060694444444444,20.0
G000963,RP004152,0,77,78,78,1.0,1,0-77,0.2512865285403194,0.6371868473326998,109.23569444444445,23.060694444444444,20.0
G000965,RP004152,0,77,78,78,1.0,1,0-77,0.2512865285403194,0.6371868473326998,109.23569444444445,23.060694444444444,20.0
G000969,RP004152,0,77,78,78,1.0,1,0-77,0.2512865285403194,0.6371868473326998,109.23569444444445,23.060694444444444,20.0
G000971,RP004152,0,77,78,78,1.0,1,0-77,0.2512865285403194,0.6371868473326998,109.23569444444445,23.060694444444444,20.0
G000955,RP004153,0,77,78,78,1.0,1,0-77,0.09338620249062046,0.6139008966517849,109.23569444444445,23.060694444444444,300.0
G000963,RP004153,0,77,78,78,1.0,1,0-77,0.09338620249062046,0.6139008966517849,109.23569444444445,23.060694444444444,300.0
G000965,RP004153,0,77,78,78,1.0,1,0-77,0.09338620249062046,0.6139008966517849,109.23569444444445,23.060694444444444,300.0
G000969,RP004153,0,77,78,78,1.0,1,0-77,0.09338620249062046,0.6139008966517849,109.23569444444445,23.060694444444444,300.0
G000971,RP004153,0,77,78,78,1.0,1,0-77,0.09338620249062046,0.6139008966517849,109.23569444444445,23.060694444444444,300.0
G000956,RP004636,0,4,5,5,1.0,1,0-4,1.193239408540208,1.0630635139404063,109.21569444444445,23.056250000000002,300.0
G000964,RP004636,0,4,5,5,1.0,1,0-4,1.193239408540208,1.0630635139404063,109.21569444444445,23.056250000000002,300.0
G000966,RP004636,0,4,5,5,1.0,1,0-4,1.193239408540208,1.0630635139404063,109.21569444444445,23.056250000000002,300.0
G000970,RP004636,0,4,5,5,1.0,1,0-4,1.193239408540208,1.0630635139404063,109.21569444444445,23.056250000000002,300.0
G000972,RP004636,0,4,5,5,1.0,1,0-4,1.193239408540208,1.0630635139404063,109.21569444444445,23.056250000000002,300.0
G000956,RP008948,0,4,5,5,1.0,1,0-4,0.004267191164103679,8.329895773875776,109.22569444444444,23.029583333333335,20.0
G000964,RP008948,0,4,5,5,1.0,1,0-4,0.004267191164103679,8.329895773875776,109.22569444444444,23.029583333333335,20.0
G000966,RP008948,0,4,5,5,1.0,1,0-4,0.004267191164103679,8.329895773875776,109.22569444444444,23.029583333333335,20.0
G000970,RP008948,0,4,5,5,1.0,1,0-4,0.004267191164103679,8.329895773875776,109.22569444444444,23.029583333333335,20.0
G000972,RP008948,0,4,5,5,1.0,1,0-4,0.004267191164103679,8.329895773875776,109.22569444444444,23.029583333333335,20.0
G000956,RP006769,0,4,5,5,1.0,1,0-4,0.3616640139278644,3.1627043063093367,109.20902777777778,23.041805555555555,300.0
G000964,RP006769,0,4,5,5,1.0,1,0-4,0.3616640139278644,3.1627043063093367,109.20902777777778,23.041805555555555,300.0
G000966,RP006769,0,4,5,5,1.0,1,0-4,0.3616640139278644,3.1627043063093367,109.20902777777778,23.041805555555555,300.0
G000970,RP006769,0,4,5,5,1.0,1,0-4,0.3616640139278644,3.1627043063093367,109.20902777777778,23.041805555555555,300.0
G000972,RP006769,0,4,5,5,1.0,1,0-4,0.3616640139278644,3.1627043063093367,109.20902777777778,23.041805555555555,300.0
G000956,RP006601,0,4,5,5,1.0,1,0-4,8.517179953963733,3.9666316859485704,109.22125,23.042916666666667,300.0
G000964,RP006601,0,4,5,5,1.0,1,0-4,8.517179953963733,3.9666316859485704,109.22125,23.042916666666667,300.0
G000966,RP006601,0,4,5,5,1.0,1,0-4,8.517179953963733,3.9666316859485704,109.22125,23.042916666666667,300.0
G000970,RP006601,0,4,5,5,1.0,1,0-4,8.517179953963733,3.9666316859485704,109.22125,23.042916666666667,300.0
G000972,RP006601,0,4,5,5,1.0,1,0-4,8.517179953963733,3.9666316859485704,109.22125,23.042916666666667,300.0
G000956,RP006599,0,4,5,5,1.0,1,0-4,7.533439640952494,3.8968244125306626,109.22013888888888,23.042916666666667,300.0
G000964,RP006599,0,4,5,5,1.0,1,0-4,7.533439640952494,3.8968244125306626,109.22013888888888,23.042916666666667,300.0
G000966,RP006599,0,4,5,5,1.0,1,0-4,7.533439640952494,3.8968244125306626,109.22013888888888,23.042916666666667,300.0
G000970,RP006599,0,4,5,5,1.0,1,0-4,7.533439640952494,3.8968244125306626,109.22013888888888,23.042916666666667,300.0
G000972,RP006599,0,4,5,5,1.0,1,0-4,7.533439640952494,3.8968244125306626,109.22013888888888,23.042916666666667,300.0
G000956,RP006597,0,4,5,5,1.0,1,0-4,6.526833763286902,3.8144015225451966,109.21902777777778,23.042916666666667,300.0
G000964,RP006597,0,4,5,5,1.0,1,0-4,6.526833763286902,3.8144015225451966,109.21902777777778,23.042916666666667,300.0
G000966,RP006597,0,4,5,5,1.0,1,0-4,6.526833763286902,3.8144015225451966,109.21902777777778,23.042916666666667,300.0
G000970,RP006597,0,4,5,5,1.0,1,0-4,6.526833763286902,3.8144015225451966,109.21902777777778,23.042916666666667,300.0
G000972,RP006597,0,4,5,5,1.0,1,0-4,6.526833763286902,3.8144015225451966,109.21902777777778,23.042916666666667,300.0
G000956,RP006432,0,4,5,5,1.0,1,0-4,6.760090554363089,3.994294587193565,109.23347222222222,23.044027777777778,20.0
G000964,RP006432,0,4,5,5,1.0,1,0-4,6.760090554363089,3.994294587193565,109.23347222222222,23.044027777777778,20.0
G000966,RP006432,0,4,5,5,1.0,1,0-4,6.760090554363089,3.994294587193565,109.23347222222222,23.044027777777778,20.0
G000970,RP006432,0,4,5,5,1.0,1,0-4,6.760090554363089,3.994294587193565,109.23347222222222,23.044027777777778,20.0
G000972,RP006432,0,4,5,5,1.0,1,0-4,6.760090554363089,3.994294587193565,109.23347222222222,23.044027777777778,20.0
G000956,RP006434,0,4,5,5,1.0,1,0-4,5.8204165923823865,3.9711653104802025,109.23458333333333,23.044027777777778,20.0
G000964,RP006434,0,4,5,5,1.0,1,0-4,5.8204165923823865,3.9711653104802025,109.23458333333333,23.044027777777778,20.0
G000966,RP006434,0,4,5,5,1.0,1,0-4,5.8204165923823865,3.9711653104802025,109.23458333333333,23.044027777777778,20.0
G000970,RP006434,0,4,5,5,1.0,1,0-4,5.8204165923823865,3.9711653104802025,109.23458333333333,23.044027777777778,20.0
G000972,RP006434,0,4,5,5,1.0,1,0-4,5.8204165923823865,3.9711653104802025,109.23458333333333,23.044027777777778,20.0
G000956,RP006433,0,4,5,5,1.0,1,0-4,6.821765014327099,3.964515598825514,109.23347222222222,23.044027777777778,300.0
G000964,RP006433,0,4,5,5,1.0,1,0-4,6.821765014327099,3.964515598825514,109.23347222222222,23.044027777777778,300.0
G000966,RP006433,0,4,5,5,1.0,1,0-4,6.821765014327099,3.964515598825514,109.23347222222222,23.044027777777778,300.0
G000970,RP006433,0,4,5,5,1.0,1,0-4,6.821765014327099,3.964515598825514,109.23347222222222,23.044027777777778,300.0
G000972,RP006433,0,4,5,5,1.0,1,0-4,6.821765014327099,3.964515598825514,109.23347222222222,23.044027777777778,300.0
G000956,RP004637,0,4,5,5,1.0,1,0-4,1.57133490367643,1.1336294036541688,109.21680555555555,23.056250000000002,20.0
G000964,RP004637,0,4,5,5,1.0,1,0-4,1.57133490367643,1.1336294036541688,109.21680555555555,23.056250000000002,20.0
G000966,RP004637,0,4,5,5,1.0,1,0-4,1.57133490367643,1.1336294036541688,109.21680555555555,23.056250000000002,20.0
G000970,RP004637,0,4,5,5,1.0,1,0-4,1.57133490367643,1.1336294036541688,109.21680555555555,23.056250000000002,20.0
G000972,RP004637,0,4,5,5,1.0,1,0-4,1.57133490367643,1.1336294036541688,109.21680555555555,23.056250000000002,20.0
G000956,RP004639,0,4,5,5,1.0,1,0-4,1.8470474663151606,1.1810535089526581,109.21791666666667,23.056250000000002,20.0
G000964,RP004639,0,4,5,5,1.0,1,0-4,1.8470474663151606,1.1810535089526581,109.21791666666667,23.056250000000002,20.0
G000966,RP004639,0,4,5,5,1.0,1,0-4,1.8470474663151606,1.1810535089526581,109.21791666666667,23.056250000000002,20.0
G000970,RP004639,0,4,5,5,1.0,1,0-4,1.8470474663151606,1.1810535089526581,109.21791666666667,23.056250000000002,20.0
G000972,RP004639,0,4,5,5,1.0,1,0-4,1.8470474663151606,1.1810535089526581,109.21791666666667,23.056250000000002,20.0
G000956,RP004645,0,4,5,5,1.0,1,0-4,2.5036316183308855,1.2966602238947047,109.22125,23.056250000000002,20.0
G000964,RP004645,0,4,5,5,1.0,1,0-4,2.5036316183308855,1.2966602238947047,109.22125,23.056250000000002,20.0
G000966,RP004645,0,4,5,5,1.0,1,0-4,2.5036316183308855,1.2966602238947047,109.22125,23.056250000000002,20.0
G000970,RP004645,0,4,5,5,1.0,1,0-4,2.5036316183308855,1.2966602238947047,109.22125,23.056250000000002,20.0
G000972,RP004645,0,4,5,5,1.0,1,0-4,2.5036316183308855,1.2966602238947047,109.22125,23.056250000000002,20.0
G000956,RP004647,0,4,5,5,1.0,1,0-4,2.6395206978012595,1.3282770412075138,109.22236111111111,23.056250000000002,20.0
G000964,RP004647,0,4,5,5,1.0,1,0-4,2.6395206978012595,1.3282770412075138,109.22236111111111,23.056250000000002,20.0
G000966,RP004647,0,4,5,5,1.0,1,0-4,2.6395206978012595,1.3282770412075138,109.22236111111111,23.056250000000002,20.0
