gap_id,candidate_id,first_covered_sample,last_covered_sample,covered_samples,total_required_samples,coverage_ratio,full_cover,covered_sample_ranges,min_access_margin_db,relay_g01_margin_db,lon,lat,agl_height
G002981,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G002989,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003013,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003014,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003016,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003021,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003049,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003051,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003054,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G003055,RP004835,0,80,81,81,1.0,1,0-80,0.02603104209602236,1.1025213589393985,109.24902777777778,23.05513888888889,300.0
G002954,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G002957,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G002979,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G002983,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003006,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003011,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003015,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003017,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003033,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003036,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003042,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003044,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003045,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003047,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003048,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003050,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003052,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G003053,RP004548,0,84,85,85,1.0,1,0-84,0.12579997349286032,0.9154364460920306,109.24569444444444,23.057361111111113,20.0
G002954,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G002957,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G002979,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G002983,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003006,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003011,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003015,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003017,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003033,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003036,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003042,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003044,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003045,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003047,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003048,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003050,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003052,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G003053,RP005142,0,84,85,85,1.0,1,0-84,0.08411580567054955,0.8660337256469859,109.25791666666667,23.05291666666667,300.0
G002954,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G002957,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G002979,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G002983,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003006,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003011,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003015,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003017,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003033,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003036,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003042,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003044,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003045,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003047,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003048,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003050,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003052,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G003053,RP005141,0,84,85,85,1.0,1,0-84,0.20042964315238976,0.8852919905210541,109.25791666666667,23.05291666666667,20.0
G002954,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G002957,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G002979,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G002983,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003006,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003011,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003015,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003017,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003033,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003036,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003042,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003044,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003045,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003047,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003048,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003050,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003052,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G003053,RP005140,0,84,85,85,1.0,1,0-84,0.04865850377022696,0.9493644658360978,109.25680555555556,23.05291666666667,300.0
G002954,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G002957,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G002979,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G002983,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003006,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003011,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003015,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003017,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003033,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003036,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003042,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003044,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003045,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003047,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003048,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003050,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003052,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G003053,RP005139,0,84,85,85,1.0,1,0-84,0.1683278763767504,0.969461384886543,109.25680555555556,23.05291666666667,20.0
G002954,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G002957,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G002979,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G002983,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003006,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003011,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003015,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003017,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003033,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003036,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003042,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003044,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003045,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003047,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003048,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003050,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003052,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G003053,RP005137,0,84,85,85,1.0,1,0-84,0.10713610472430446,1.0521439505465082,109.25569444444444,23.05291666666667,20.0
G002954,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G002957,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G002979,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G002983,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003006,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003011,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003015,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003017,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003033,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003036,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003042,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003044,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003045,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003047,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003048,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003050,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003052,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G003053,RP004981,0,84,85,85,1.0,1,0-84,0.08219579374582509,1.1779663826468436,109.25125,23.05402777777778,20.0
G002954,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G002957,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G002979,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G002983,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003006,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003011,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003015,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003017,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003033,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003036,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003042,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003044,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003045,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003047,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003048,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003050,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003052,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G003053,RP004982,0,84,85,85,1.0,1,0-84,0.030847102799967274,1.1634904625877311,109.25125,23.05402777777778,300.0
G002954,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G002957,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G002979,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G002983,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003006,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003011,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003015,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003017,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003033,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003036,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003042,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003044,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003045,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003047,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003048,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003050,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003052,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G003053,RP005135,0,84,85,85,1.0,1,0-84,0.013058247117328392,1.133355913793892,109.25458333333333,23.05291666666667,20.0
G002954,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G002957,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G002979,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G002983,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003006,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003011,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003015,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003017,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003033,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003036,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003042,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003044,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003045,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003047,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003048,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003050,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003052,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G003053,RP004834,0,84,85,85,1.0,1,0-84,0.14358502969353992,1.12315535278465,109.24902777777778,23.05513888888889,20.0
G002954,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G002957,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G002979,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G002983,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003006,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003011,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003015,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003017,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003033,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003036,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003042,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003044,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003045,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003047,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003048,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003050,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003052,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G003053,RP004983,0,84,85,85,1.0,1,0-84,0.26192847570413846,1.1079131479747275,109.25236111111111,23.05402777777778,20.0
G002954,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G002957,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G002979,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G002983,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G003006,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G003011,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G003015,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
G003017,RP004550,0,84,85,85,1.0,1,0-84,0.1667722401375613,0.8676148024393058,109.24680555555555,23.057361111111113,20.0
