task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000098,U01,A,BAT_A01,0.0,1612.0233919046514,1612.0233919046514,2.0252312019390644,1612.0233919046514,2697.090183575937,1085.0667916712853,1,2,S013
R071593,U01,A,BAT_A04,1613.0,2805.470877312685,1192.470877312685,1.22307515767693,2805.470877312685,3658.803700641576,853.332823328891,1,1,S001
R001127,U02,A,BAT_A02,0.0,2432.198601251149,2432.198601251149,3.0627988461754603,2432.198601251149,3817.0071568129483,1384.8085555617995,2,3,S001>S012
R071595,U02,A,BAT_A01,2698.0,3890.470877312685,1192.470877312685,1.22307515767693,3890.470877312685,4743.803700641576,853.332823328891,1,1,S001
R002594,U03,A,BAT_A03,2.0,2400.4501997119714,2398.4501997119714,2.979474372054585,2400.4501997119714,3761.1872405277404,1360.737040815769,2,3,S013>S012
R071594,U04,A,BAT_A05,1692.0,2884.470877312685,1192.470877312685,1.22307515767693,2884.470877312685,3737.803700641576,853.332823328891,1,1,S001
R000234,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010
R000203,U05,B,BAT_B03,1555.0,3131.1902081524604,1576.1902081524602,1.878779072601222,3131.1902081524604,4611.994472946323,1480.8042647938628,1,2,S007
R000199,U05,B,BAT_B01,3132.0,4708.19020815246,1576.1902081524602,1.5529827173571036,4708.19020815246,6047.816052340539,1339.6258441880782,1,2,S007
R000269,U05,B,BAT_B03,4709.0,6538.57299249031,1829.5729924903096,2.3109026130195294,6538.57299249031,8206.630791465439,1668.0577989751296,1,3,S015
R000241,U05,B,BAT_B04,6539.0,7728.630285736439,1189.630285736439,1.077171254529726,7728.630285736439,8862.07116269932,1133.4408769628812,1,3,S011
R004168,U06,B,BAT_B02,54.0,2293.683316742361,2239.683316742361,2.528235963411383,2293.683316742361,4055.9189008872936,1762.2355841449325,2,3,S007>S003
R000262,U06,B,BAT_B04,2294.0,4162.597451353484,1868.5974513534843,2.137304308171069,4162.597451353484,5755.429318227614,1592.83186687413,1,3,S014
R003841,U06,B,BAT_B02,4163.0,6194.652763374452,2031.652763374452,2.506530618927054,6194.652763374452,7947.482698242842,1752.8299348683902,2,3,S009>S002
R000223,U06,B,BAT_B01,6195.0,7695.778736614857,1500.7787366148573,2.00615948145015,7695.778736614857,9231.781178576588,1536.0024419617316,1,2,S009
R000326,U07,C,BAT_C01,0.0,1429.4261775174657,1429.4261775174657,2.728480567856419,1429.4261775174657,3001.722997978579,1572.2968204611134,1,5,S001
R000606,U07,C,BAT_C03,1430.0,3310.044640635813,1880.0446406358128,4.2387743677705485,3310.044640635813,5291.3793652403365,1981.3347246045237,1,6,S005
R000683,U07,C,BAT_C01,3311.0,5514.7583959173335,2203.758395917333,5.857489201651335,5514.7583959173335,7934.4950546979035,2419.73665878057,1,5,S008
R000575,U07,C,BAT_C03,5515.0,7820.184064967842,2305.184064967841,6.1769107423796425,7820.184064967842,10326.430724362328,2506.2466593944864,1,6,S004
R000637,U08,C,BAT_C02,0.0,1560.8632994307263,1560.8632994307263,2.5939758810401803,1560.8632994307263,3096.731767212442,1535.8684677817155,1,6,S006
R000490,U08,C,BAT_C04,1561.0,3672.00675724525,2111.00675724525,6.181413550070367,3672.00675724525,6179.472927055975,2507.4661698107243,1,6,S002
R000543,U08,C,BAT_C02,3673.0,6108.809520857649,2435.8095208576483,6.203815391673846,6108.809520857649,8622.342856102649,2513.5333352449998,1,6,S003
R000280,U08,C,BAT_C04,6180.0,7609.4261775174655,1429.4261775174657,2.1499433145188216,7609.4261775174655,9025.035825199646,1415.609647682181,1,5,S001
