task_id,box_id,delivery_time_s,deadline_s,delay_s
R051122,B016,8182.657872345915,3600.0,4582.657872345915
R051122,B017,8182.657872345915,3600.0,4582.657872345915
R000606,B038,17235.10004976215,10800.0,6435.10004976215
R000606,B039,17235.10004976215,10800.0,6435.10004976215
R000515,B025,15141.900025974815,7200.0,7941.900025974815
R053016,B045,10114.389776447093,3600.0,6514.389776447093
R000556,B033,13115.45833771596,7200.0,5915.45833771596
R070771,B051,6013.691802029068,3600.0,2413.6918020290677
R070771,B050,6013.691802029068,3600.0,2413.6918020290677
