from,to,distance_old,h_max_old,cruise_height_old,climb_height_old,descent_height_old,distance_new,h_max_new,cruise_height_new,climb_height_new,descent_height_new,delta_h_max,delta_cruise_height
S005,S008,3047.7742448848744,248.2891845703125,298.2891845703125,103.2891845703125,27.389184570312523,3047.7742448848744,316.78717041015625,366.78717041015625,171.78717041015625,95.88717041015629,68.49798583984375,68.49798583984375
S005,S009,2645.6165640723684,189.4370880126953,239.4370880126953,44.43708801269531,9.437088012695312,2645.6165640723684,313.5632019042969,363.5632019042969,168.56320190429688,133.56320190429688,124.12611389160156,124.12611389160156
S005,S010,6365.828619761172,321.5816650390625,371.5816650390625,176.5816650390625,19.98166503906248,6365.828619761172,416.15325927734375,466.15325927734375,271.1532592773437,114.55325927734371,94.57159423828125,94.57159423828125
S005,S011,2812.7579349761068,274.3507080078125,324.3507080078125,129.3507080078125,112.2507080078125,2812.7579349761068,297.5489196777344,347.5489196777344,152.54891967773438,135.44891967773438,23.198211669921875,23.198211669921875
S005,S012,5613.472595564874,253.3150787353516,303.3150787353516,108.31507873535156,23.51507873535155,5613.472595564874,313.5632019042969,363.5632019042969,168.56320190429688,83.76320190429686,60.248123168945284,60.248123168945256
S005,S013,5214.407218590375,321.70806884765625,371.70806884765625,176.70806884765625,20.00806884765626,5214.407218590375,324.4444580078125,374.4444580078125,179.4444580078125,22.74445800781251,2.73638916015625,2.73638916015625
S005,S014,8005.222170551042,499.14068603515625,549.1406860351562,354.14068603515625,198.14068603515625,8005.222170551042,552.8875122070312,602.8875122070312,407.8875122070313,251.88751220703125,53.746826171875,53.746826171875
S005,S015,3749.627303053092,436.229248046875,486.229248046875,291.229248046875,11.729248046875,3749.627303053092,568.6133422851562,618.6133422851562,423.61334228515625,144.11334228515625,132.38409423828125,132.38409423828125
S006,O01,3181.0289144316203,275.1272277832031,325.1272277832031,10.327227783203114,197.42722778320316,3181.0289144316203,316.09783935546875,366.0978393554688,51.29783935546874,238.3978393554688,40.970611572265625,40.97061157226568
S006,S001,5296.389689052462,361.0657653808594,411.0657653808594,96.26576538085936,227.06576538085935,5296.389689052462,343.9356384277344,393.9356384277344,79.13563842773436,209.9356384277344,-17.130126953125,-17.130126953125
S006,S002,9199.75149792535,343.9862670898437,393.98626708984375,79.18626708984374,174.48626708984375,9199.75149792535,344.2987060546875,394.2987060546875,79.49870605468749,174.7987060546875,0.31243896484380684,0.31243896484375
S006,S003,4808.568012109442,632.5165405273438,682.5165405273438,367.7165405273437,344.0165405273437,4808.568012109442,612.3626708984375,662.3626708984375,347.5626708984375,323.8626708984375,-20.15386962890625,-20.15386962890625
S006,S004,8731.247626205603,343.9356384277344,393.9356384277344,79.13563842773436,165.63563842773436,8731.247626205603,375.2806396484375,425.2806396484375,110.48063964843747,196.9806396484375,31.345001220703125,31.345001220703125
S006,S005,6124.005239420578,343.9356384277344,393.9356384277344,79.13563842773436,198.9356384277344,6124.005239420578,366.7322998046875,416.7322998046875,101.93229980468747,221.7322998046875,22.796661376953125,22.796661376953125
S006,S007,2516.489885999068,506.5129089355469,556.5129089355469,241.7129089355469,208.01290893554688,2516.489885999068,540.361328125,590.361328125,275.561328125,241.861328125,33.848419189453125,33.848419189453125
