task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R001718,U01,A,BAT_A01,0.0,2438.1095066825583,2438.1095066825583,3.181090063923795,2438.1095066825583,3857.091080704988,1418.9815740224299,2,2,S005>S008
R071593,U02,A,BAT_A02,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R071594,U03,A,BAT_A03,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R071595,U04,A,BAT_A04,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R000234,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010
R000248,U05,B,BAT_B04,1555.0,3478.80003809751,1923.80003809751,2.7552342804549035,3478.80003809751,5339.401559627968,1860.6015215304583,1,3,S012
R000158,U05,B,BAT_B02,3479.0,5559.24147479645,2080.2414747964503,2.553333936621157,5559.24147479645,7332.352847332285,1773.1113725358346,1,3,S003
R000215,U05,B,BAT_B04,5560.0,7465.888618492203,1905.888618492203,3.1580400807067988,7465.888618492203,9501.039320131815,2035.1507016396126,1,2,S008
R000241,U05,B,BAT_B02,7466.0,8655.630285736439,1189.630285736439,1.077171254529726,8655.630285736439,9789.07116269932,1133.4408769628812,1,3,S011
R000255,U06,B,BAT_B02,0.0,1510.4000484846588,1510.4000484846588,1.824566933772147,1510.4000484846588,2967.7123864525893,1457.3123379679305,1,3,S013
R000262,U06,B,BAT_B03,1511.0,3379.5974513534843,1868.5974513534843,2.137304308171069,3379.5974513534843,4972.429318227614,1592.83186687413,1,3,S014
R000217,U06,B,BAT_B01,3380.0,5285.888618492203,1905.888618492203,2.4985230980260456,5285.888618492203,7035.248627636823,1749.3600091446197,1,2,S008
R000269,U06,B,BAT_B03,5286.0,7115.57299249031,1829.5729924903096,2.3109026130195294,7115.57299249031,8783.630791465439,1668.0577989751296,1,3,S015
R000227,U06,B,BAT_B01,7116.0,8676.778736614857,1560.7787366148573,2.1024528395672246,8676.778736614857,10254.50830042732,1577.729563812464,1,3,S009
R000489,U07,C,BAT_C01,0.0,2045.0067572452497,2045.0067572452497,5.871629979599366,2045.0067572452497,4468.5732100534115,2423.5664528081616,1,5,S002
R000660,U07,C,BAT_C04,2046.0,3953.481266502069,1907.4812665020693,3.410443405708377,3953.481266502069,5710.476355548088,1756.9950890460188,1,5,S007
R000575,U07,C,BAT_C01,4469.0,6774.184064967842,2305.184064967841,6.1769107423796425,6774.184064967842,9280.430724362328,2506.2466593944864,1,6,S004
R000590,U07,C,BAT_C04,6775.0,8589.044640635813,1814.0446406358128,4.143667777960806,8589.044640635813,10544.621330500198,1955.576689864385,1,5,S005
R000637,U08,C,BAT_C02,0.0,1560.8632994307263,1560.8632994307263,2.5939758810401803,1560.8632994307263,3096.731767212442,1535.8684677817155,1,6,S006
R000438,U08,C,BAT_C03,1561.0,3122.4261775174655,1561.4261775174657,2.92626894731049,3122.4261775174655,4748.290684080723,1625.8645065632577,1,7,S001
R000516,U08,C,BAT_C02,3244.0,5613.809520857649,2369.8095208576483,6.041538336128271,5613.809520857649,8083.392820225722,2469.5832993680733,1,5,S003
R007361,U08,C,BAT_C03,5614.0,8117.6359209875445,2503.6359209875445,5.296792457412899,8117.6359209875445,10385.517211536871,2267.881290549327,2,8,S001>S002
