task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000025,U01,A,BAT_A01,0.0,2262.276992828245,2262.276992828245,2.963542785453088,2262.276992828245,3618.4115752924704,1356.1345824642253,1,2,S003
R071595,U01,A,BAT_A03,2774.0,3966.470877312685,1192.470877312685,1.22307515767693,3966.470877312685,4819.803700641576,853.332823328891,1,1,S001
R071593,U01,A,BAT_A01,5850.0,7042.470877312685,1192.470877312685,1.22307515767693,7042.470877312685,7895.803700641576,853.332823328891,1,1,S001
R000086,U02,A,BAT_A02,0.0,1223.5352135344808,1223.5352135344808,1.194888093078244,1223.5352135344808,2068.725107090418,845.1898935559371,1,2,S011
R071594,U02,A,BAT_A05,1224.0,2416.470877312685,1192.470877312685,1.22307515767693,2416.470877312685,3269.803700641576,853.332823328891,1,1,S001
R000097,U03,A,BAT_A03,0.0,1552.0233919046514,1552.0233919046514,1.9242610635843664,1552.0233919046514,2607.9210324956903,1055.8976405910391,1,1,S013
R001706,U03,A,BAT_A06,1633.0,4071.1095066825583,2438.1095066825583,3.234563900698709,4071.1095066825583,5505.539077995519,1434.4295713129604,2,2,S005>S008
R000100,U04,A,BAT_A04,0.0,1612.0233919046514,1612.0233919046514,1.895441441300517,1612.0233919046514,2659.595363835912,1047.5719719312606,1,2,S013
R000074,U04,A,BAT_A02,2069.0,3760.5344862389493,1691.5344862389493,2.3382502154288844,3760.5344862389493,4936.028992918405,1175.4945066794553,1,2,S009
R000248,U05,B,BAT_B01,0.0,1923.80003809751,1923.80003809751,2.7552342804549035,1923.80003809751,3784.4015596279683,1860.6015215304583,1,3,S012
R000234,U05,B,BAT_B03,1924.0,3478.5713591276817,1554.5713591276815,1.8210449428989823,3478.5713591276817,4934.357501050574,1455.7861419228925,1,3,S010
R000269,U05,B,BAT_B01,3793.0,5622.57299249031,1829.5729924903096,2.3109026130195294,5622.57299249031,7290.630791465439,1668.0577989751296,1,3,S015
R000215,U05,B,BAT_B03,5655.0,7560.888618492203,1905.888618492203,3.1580400807067988,7560.888618492203,9596.039320131815,2035.1507016396126,1,2,S008
R005826,U06,B,BAT_B02,0.0,2210.012915326489,2210.012915326489,2.56199425428222,2210.012915326489,3986.877092182118,1776.8641768556288,2,3,S011>S008
R000262,U06,B,BAT_B04,2211.0,4079.5974513534843,1868.5974513534843,2.137304308171069,4079.5974513534843,5672.429318227614,1592.83186687413,1,3,S014
R003841,U06,B,BAT_B02,4080.0,6111.652763374452,2031.652763374452,2.506530618927054,6111.652763374452,7864.482698242842,1752.8299348683902,2,3,S009>S002
R000115,U06,B,BAT_B04,6112.0,7262.357307481659,1150.3573074816584,0.9927462429280284,7262.357307481659,8359.214012750472,1096.8567052688122,1,2,S001
R000438,U07,C,BAT_C01,0.0,1561.4261775174657,1561.4261775174657,2.92626894731049,1561.4261775174657,3187.2906840807236,1625.8645065632577,1,7,S001
R000490,U07,C,BAT_C04,1623.0,3734.00675724525,2111.00675724525,6.181413550070367,3734.00675724525,6241.472927055975,2507.4661698107243,1,6,S002
R000543,U07,C,BAT_C02,3735.0,6170.809520857649,2435.8095208576483,6.203815391673846,6170.809520857649,8684.342856102649,2513.5333352449998,1,6,S003
R000278,U07,C,BAT_C04,6242.0,7539.4261775174655,1297.4261775174657,2.051884964949765,7539.4261775174655,8928.478355524694,1389.0521780072281,1,3,S001
R000637,U08,C,BAT_C02,0.0,1560.8632994307263,1560.8632994307263,2.5939758810401803,1560.8632994307263,3096.731767212442,1535.8684677817155,1,6,S006
R000660,U08,C,BAT_C03,1561.0,3468.481266502069,1907.4812665020693,3.410443405708377,3468.481266502069,5225.476355548088,1756.9950890460188,1,5,S007
R000575,U08,C,BAT_C01,3469.0,5774.184064967842,2305.184064967841,6.1769107423796425,5774.184064967842,8280.430724362328,2506.2466593944864,1,6,S004
R000604,U08,C,BAT_C03,5775.0,7589.044640635813,1814.0446406358128,4.004412978691258,7589.044640635813,9506.906489031362,1917.8618483955493,1,5,S005
