gap_id,pattern_id,coverage_start_s,coverage_end_s,before_state_id,after_state_id,required_samples,relay_alternatives,full_cover_alternatives,union_covered_samples,union_cover_pass
PG005494,P016279,734.24,1492.54,BS000210,BS000233,77,15,15,77,1
PG005496,P016281,734.24,1492.54,BS000210,BS000233,77,15,15,77,1
PG005498,P016285,734.24,1492.54,BS000210,BS000233,77,15,15,77,1
PG005455,P016170,1143.538,1949.939,BS000232,BS000211,82,15,15,82,1
PG005459,P016174,1143.538,1949.939,BS000232,BS000211,82,15,15,82,1
PG005507,P016334,1407.538,2213.939,BS000232,BS000211,82,15,15,82,1
PG005510,P016343,1473.538,2279.939,BS000232,BS000211,82,15,15,82,1
PG005513,P016364,1407.538,2213.939,BS000232,BS000211,82,15,15,82,1
PG005514,P016367,1407.538,2213.939,BS000232,BS000211,82,15,15,82,1
PG005517,P016374,1473.538,2279.939,BS000232,BS000211,82,15,15,82,1
PG005518,P016376,1473.538,2279.939,BS000232,BS000211,82,15,15,82,1
PG005520,P016381,1539.538,2345.939,BS000232,BS000211,82,15,15,82,1
PG005456,P016171,764.24,1558.54,BS000210,BS000233,81,15,15,81,1
PG005460,P016175,764.24,1558.54,BS000210,BS000233,81,15,15,81,1
PG005505,P016330,1371.538,2213.939,BS000232,BS000211,85,15,15,85,1
PG005508,P016339,1437.538,2279.939,BS000232,BS000211,85,15,15,85,1
PG005512,P016358,1371.538,2213.939,BS000232,BS000211,85,15,15,85,1
PG005515,P016371,1437.538,2279.939,BS000232,BS000211,85,15,15,85,1
PG005519,P016378,1503.538,2345.939,BS000232,BS000211,85,15,15,85,1
PG005506,P016331,884.24,1714.54,BS000210,BS000233,84,15,15,84,1
PG005528,P016394,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005530,P016396,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005534,P016400,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005538,P016412,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005540,P016414,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005542,P016418,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005546,P016440,1400.642,1801.916,BS000234,BS000213,41,4,4,41,1
PG005550,P016470,1466.642,1867.916,BS000234,BS000213,41,4,4,41,1
PG005552,P016486,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005554,P016488,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005556,P016492,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005558,P016502,1466.642,1867.916,BS000234,BS000213,41,4,4,41,1
PG005560,P016512,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005562,P016514,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005563,P016516,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005565,P016518,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005566,P016520,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005568,P016522,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005570,P016526,1070.642,1471.916,BS000234,BS000213,41,4,4,41,1
PG005572,P016536,1466.642,1867.916,BS000234,BS000213,41,4,4,41,1
PG005574,P016548,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005576,P016550,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005577,P016552,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005579,P016554,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005580,P016556,1466.642,1867.916,BS000234,BS000213,41,4,4,41,1
PG005584,P016600,1400.642,1801.916,BS000234,BS000213,41,4,4,41,1
PG005598,P016668,1598.642,1999.916,BS000234,BS000213,41,4,4,41,1
PG005600,P016670,1598.642,1999.916,BS000234,BS000213,41,4,4,41,1
PG005602,P016672,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005604,P016676,1532.642,1933.916,BS000234,BS000213,41,4,4,41,1
PG005606,P016680,1598.642,1999.916,BS000234,BS000213,41,4,4,41,1
PG005608,P016682,1598.642,1999.916,BS000234,BS000213,41,4,4,41,1
PG005529,P016395,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005531,P016397,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005535,P016401,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005539,P016413,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005541,P016415,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005543,P016419,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005544,P016427,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005545,P016433,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005547,P016441,878.593,1282.245,BS000212,BS000235,42,5,5,42,1
PG005548,P016457,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005549,P016463,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005551,P016471,908.593,1312.245,BS000212,BS000235,42,5,5,42,1
PG005553,P016487,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005555,P016489,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005557,P016493,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005559,P016503,908.593,1312.245,BS000212,BS000235,42,5,5,42,1
PG005561,P016513,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005564,P016517,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005567,P016521,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005569,P016523,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005571,P016527,728.593,1132.245,BS000212,BS000235,42,5,5,42,1
PG005573,P016537,908.593,1312.245,BS000212,BS000235,42,5,5,42,1
PG005575,P016549,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005578,P016553,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005581,P016557,908.593,1312.245,BS000212,BS000235,42,5,5,42,1
PG005585,P016601,878.593,1282.245,BS000212,BS000235,42,5,5,42,1
PG005599,P016669,968.593,1372.245,BS000212,BS000235,42,5,5,42,1
PG005601,P016671,968.593,1372.245,BS000212,BS000235,42,5,5,42,1
PG005603,P016673,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005605,P016677,938.593,1342.245,BS000212,BS000235,42,5,5,42,1
PG005607,P016681,968.593,1372.245,BS000212,BS000235,42,5,5,42,1
PG005609,P016683,968.593,1372.245,BS000212,BS000235,42,5,5,42,1
PG005532,P016398,1100.642,1537.916,BS000234,BS000213,45,4,4,45,1
PG005536,P016402,1100.642,1537.916,BS000234,BS000213,45,4,4,45,1
PG005586,P016606,1430.642,1867.916,BS000234,BS000213,45,4,4,45,1
PG005589,P016634,1364.642,1801.916,BS000234,BS000213,45,4,4,45,1
PG005592,P016644,1430.642,1867.916,BS000234,BS000213,45,4,4,45,1
PG005593,P016648,1430.642,1867.916,BS000234,BS000213,45,4,4,45,1
PG005594,P016650,1430.642,1867.916,BS000234,BS000213,45,4,4,45,1
PG005597,P016658,1496.642,1933.916,BS000234,BS000213,45,4,4,45,1
PG005533,P016399,758.593,1198.245,BS000212,BS000235,46,5,5,46,1
PG005537,P016403,758.593,1198.245,BS000212,BS000235,46,5,5,46,1
PG005587,P016607,908.593,1348.245,BS000212,BS000235,46,5,5,46,1
PG005582,P016598,1394.642,1867.916,BS000234,BS000213,48,4,4,48,1
PG005588,P016624,1328.642,1801.916,BS000234,BS000213,48,4,4,48,1
PG005590,P016638,1394.642,1867.916,BS000234,BS000213,48,4,4,48,1
PG005595,P016652,1460.642,1933.916,BS000234,BS000213,48,4,4,48,1
PG005583,P016599,908.593,1384.245,BS000212,BS000235,49,5,5,49,1
PG005591,P016639,908.593,1384.245,BS000212,BS000235,49,5,5,49,1
PG005596,P016653,938.593,1414.245,BS000212,BS000235,49,5,5,49,1
PG005610,P016684,1259.318,1932.795,BS000236,BS000215,68,4,4,68,1
PG005612,P016686,1259.318,1932.795,BS000236,BS000215,68,4,4,68,1
PG005616,P016690,1259.318,1932.795,BS000236,BS000215,68,4,4,68,1
PG005620,P016698,1523.318,2196.795,BS000236,BS000215,68,4,4,68,1
PG005623,P016728,1589.318,2262.795,BS000236,BS000215,68,4,4,68,1
PG005626,P016757,1655.318,2328.795,BS000236,BS000215,68,4,4,68,1
PG005627,P016787,1655.318,2328.795,BS000236,BS000215,68,4,4,68,1
PG005628,P016789,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005629,P016790,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005630,P016791,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005631,P016792,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005632,P016793,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005633,P016794,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005634,P016795,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005635,P016811,1655.318,2328.795,BS000236,BS000215,68,4,4,68,1
PG005636,P016817,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005637,P016818,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005638,P016819,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005639,P016820,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005640,P016821,1655.318,2328.795,BS000236,BS000215,68,4,4,68,1
PG005644,P016862,1589.318,2262.795,BS000236,BS000215,68,4,4,68,1
PG005646,P016867,1655.318,2328.795,BS000236,BS000215,68,4,4,68,1
PG005651,P016896,1589.318,2262.795,BS000236,BS000215,68,4,4,68,1
PG005656,P016911,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005657,P016913,1787.318,2460.795,BS000236,BS000215,68,4,4,68,1
PG005658,P016914,1787.318,2460.795,BS000236,BS000215,68,4,4,68,1
PG005659,P016915,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005660,P016917,1721.318,2394.795,BS000236,BS000215,68,4,4,68,1
PG005661,P016919,1787.318,2460.795,BS000236,BS000215,68,4,4,68,1
PG005662,P016920,1787.318,2460.795,BS000236,BS000215,68,4,4,68,1
PG005611,P016685,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005613,P016687,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005617,P016691,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005621,P016715,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005622,P016721,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005624,P016744,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005625,P016750,805.699,1482.52,BS000214,BS000237,69,4,4,69,1
PG005614,P016688,1289.318,1998.795,BS000236,BS000215,72,4,4,72,1
PG005618,P016692,1289.318,1998.795,BS000236,BS000215,72,4,4,72,1
PG005642,P016854,1553.318,2262.795,BS000236,BS000215,72,4,4,72,1
PG005645,P016865,1619.318,2328.795,BS000236,BS000215,72,4,4,72,1
PG005648,P016890,1553.318,2262.795,BS000236,BS000215,72,4,4,72,1
PG005652,P016899,1619.318,2328.795,BS000236,BS000215,72,4,4,72,1
PG005653,P016902,1619.318,2328.795,BS000236,BS000215,72,4,4,72,1
PG005655,P016908,1685.318,2394.795,BS000236,BS000215,72,4,4,72,1
PG005615,P016689,835.699,1548.52,BS000214,BS000237,73,4,4,73,1
PG005619,P016693,835.699,1548.52,BS000214,BS000237,73,4,4,73,1
PG005641,P016848,1517.318,2262.795,BS000236,BS000215,75,4,4,75,1
PG005643,P016861,1583.318,2328.795,BS000236,BS000215,75,4,4,75,1
PG005647,P016880,1517.318,2262.795,BS000236,BS000215,75,4,4,75,1
PG005649,P016894,1583.318,2328.795,BS000236,BS000215,75,4,4,75,1
PG005654,P016905,1649.318,2394.795,BS000236,BS000215,75,4,4,75,1
PG005650,P016895,985.699,1734.52,BS000214,BS000237,76,4,4,76,1
PG005663,P016921,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005665,P016923,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005669,P016927,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005673,P016935,1562.224,2134.839,BS000238,BS000217,58,15,15,58,1
PG005674,P016937,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005675,P016939,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005676,P016943,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005677,P016951,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005679,P016953,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005680,P016957,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005682,P016965,1628.224,2200.839,BS000238,BS000217,58,15,15,58,1
PG005683,P016966,1364.224,1936.839,BS000238,BS000217,58,15,15,58,1
PG005684,P016968,1364.224,1936.839,BS000238,BS000217,58,15,15,58,1
PG005685,P016972,1364.224,1936.839,BS000238,BS000217,58,15,15,58,1
PG005686,P016980,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005688,P016982,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005689,P016986,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005691,P016994,1694.224,2266.839,BS000238,BS000217,58,15,15,58,1
PG005692,P016995,1430.224,2002.839,BS000238,BS000217,58,15,15,58,1
PG005693,P016997,1430.224,2002.839,BS000238,BS000217,58,15,15,58,1
PG005694,P017001,1430.224,2002.839,BS000238,BS000217,58,15,15,58,1
PG005695,P017009,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005696,P017011,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005697,P017015,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005698,P017024,1694.224,2266.839,BS000238,BS000217,58,15,15,58,1
PG005699,P017026,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005700,P017027,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005701,P017028,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005702,P017029,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005703,P017030,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005704,P017031,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005705,P017032,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005706,P017033,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005707,P017035,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005708,P017039,1298.224,1870.839,BS000238,BS000217,58,15,15,58,1
PG005709,P017048,1694.224,2266.839,BS000238,BS000217,58,15,15,58,1
PG005710,P017054,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005711,P017055,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005712,P017056,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005713,P017057,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005714,P017058,1694.224,2266.839,BS000238,BS000217,58,15,15,58,1
PG005716,P017097,1628.224,2200.839,BS000238,BS000217,58,15,15,58,1
PG005718,P017102,1694.224,2266.839,BS000238,BS000217,58,15,15,58,1
PG005725,P017144,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005726,P017146,1826.224,2398.839,BS000238,BS000217,58,15,15,58,1
PG005727,P017147,1826.224,2398.839,BS000238,BS000217,58,15,15,58,1
PG005728,P017148,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005729,P017150,1760.224,2332.839,BS000238,BS000217,58,15,15,58,1
PG005730,P017152,1826.224,2398.839,BS000238,BS000217,58,15,15,58,1
PG005731,P017153,1826.224,2398.839,BS000238,BS000217,58,15,15,58,1
PG005664,P016922,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005666,P016924,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005670,P016928,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005678,P016952,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005681,P016958,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005687,P016981,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005690,P016987,797.64,1372.689,BS000216,BS000239,58,15,15,58,1
PG005667,P016925,1328.224,1936.839,BS000238,BS000217,62,15,15,62,1
PG005671,P016929,1328.224,1936.839,BS000238,BS000217,62,15,15,62,1
PG005717,P017100,1658.224,2266.839,BS000238,BS000217,62,15,15,62,1
PG005721,P017133,1658.224,2266.839,BS000238,BS000217,62,15,15,62,1
PG005722,P017136,1658.224,2266.839,BS000238,BS000217,62,15,15,62,1
PG005724,P017141,1724.224,2332.839,BS000238,BS000217,62,15,15,62,1
PG005668,P016926,827.64,1438.689,BS000216,BS000239,62,15,15,62,1
PG005672,P016930,827.64,1438.689,BS000216,BS000239,62,15,15,62,1
PG005715,P017096,1622.224,2266.839,BS000238,BS000217,65,15,15,65,1
PG005719,P017129,1622.224,2266.839,BS000238,BS000217,65,15,15,65,1
PG005723,P017138,1688.224,2332.839,BS000238,BS000217,65,15,15,65,1
PG005720,P017130,977.64,1624.689,BS000216,BS000239,65,15,15,65,1
PG005732,P017159,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005733,P017183,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005738,P017274,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005739,P017307,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005740,P017348,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005741,P017378,808.216,2026.307,BS000201,BS000002,124,15,15,124,1
PG005734,P017213,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005735,P017217,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005736,P017221,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005737,P017229,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005742,P017548,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005743,P017552,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005744,P017558,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005745,P017568,692.502,1900.972,BS000198,BS000202,123,15,15,123,1
PG005746,P017946,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005748,P017981,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005750,P018126,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005752,P018165,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005754,P018223,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005756,P018262,749.484,1144.657,BS000203,BS000354,40,8,8,40,1
PG005747,P017946,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005749,P017981,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005751,P018126,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005753,P018165,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005755,P018223,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005757,P018262,1169.377,1976.417,BS000240,BS000002,82,15,15,82,1
PG005758,P019444,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005760,P019446,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005764,P019450,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005767,P019454,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005768,P019459,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005770,P019463,722.502,1458.833,BS000198,BS000243,74,15,15,74,1
PG005773,P019471,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005775,P019473,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005778,P019476,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005783,P019488,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005784,P019492,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005785,P019499,692.502,1428.833,BS000198,BS000243,74,15,15,74,1
PG005786,P019503,722.502,1458.833,BS000198,BS000243,74,15,15,74,1
PG005787,P019507,722.502,1458.833,BS000198,BS000243,74,15,15,74,1
PG005759,P019445,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005761,P019447,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005762,P019448,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005763,P019449,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005765,P019451,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005766,P019452,1446.876,2199.374,BS000242,BS000002,76,15,15,76,1
PG005769,P019460,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005771,P019469,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005772,P019470,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005774,P019472,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005776,P019474,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005777,P019475,1446.876,2199.374,BS000242,BS000002,76,15,15,76,1
PG005779,P019477,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005780,P019484,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005781,P019485,1446.876,2199.374,BS000242,BS000002,76,15,15,76,1
PG005782,P019486,1380.876,2133.374,BS000242,BS000002,76,15,15,76,1
PG005788,P019517,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005790,P019523,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005792,P019551,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005793,P019566,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005795,P019572,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005796,P019593,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005798,P019599,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005800,P019746,686.212,1756.219,BS000207,BS000002,110,15,15,110,1
PG005789,P019522,692.502,1758.255,BS000198,BS000014,109,15,15,109,1
PG005791,P019550,692.502,1758.255,BS000198,BS000014,109,15,15,109,1
PG005794,P019571,692.502,1758.255,BS000198,BS000014,109,15,15,109,1
PG005797,P019598,692.502,1758.255,BS000198,BS000014,109,15,15,109,1
PG005799,P019745,692.502,1758.255,BS000198,BS000014,109,15,15,109,1
PG005801,P019931,866.212,2152.219,BS000207,BS000002,131,15,15,131,1
PG005803,P020064,866.212,2152.219,BS000207,BS000002,131,15,15,131,1
PG005805,P020087,866.212,2152.219,BS000207,BS000002,131,15,15,131,1
PG005802,P020063,872.502,2154.255,BS000198,BS000014,130,15,15,130,1
PG005804,P020086,872.502,2154.255,BS000198,BS000014,130,15,15,130,1
PG005806,P020098,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005810,P020104,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005814,P020124,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005818,P020130,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005822,P020138,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005826,P020144,743.175,1215.857,BS000208,BS000247,48,12,12,48,1
PG005807,P020098,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005811,P020104,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005815,P020124,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005819,P020130,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005823,P020138,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005827,P020144,1265.857,1335.857,BS000248,BS000249,6,6,6,6,1
PG005808,P020098,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005812,P020104,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005816,P020124,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005820,P020130,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005824,P020138,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005828,P020144,1385.857,1415.857,BS000250,BS000251,2,2,2,2,1
PG005809,P020098,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005813,P020104,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005817,P020124,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005821,P020130,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005825,P020138,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005829,P020144,1415.857,2139.683,BS000251,BS000002,73,15,15,73,1
PG005830,P020267,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005832,P020271,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005834,P020273,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005836,P020275,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005838,P020277,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005840,P020281,1112.38,1142.38,BS000069,BS000256,2,1,1,2,1
PG005842,P020286,1112.38,1142.38,BS000069,BS000256,2,1,1,2,1
PG005844,P020309,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005846,P020313,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005848,P020315,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005850,P020317,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005852,P020319,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005854,P020322,1142.38,1172.38,BS000069,BS000256,2,1,1,2,1
PG005856,P020332,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005858,P020336,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005860,P020338,1052.38,1082.38,BS000069,BS000256,2,1,1,2,1
PG005862,P020340,1118.38,1148.38,BS000069,BS000256,2,1,1,2,1
PG005864,P020350,1082.38,1112.38,BS000069,BS000256,2,1,1,2,1
PG005866,P020356,1082.38,1112.38,BS000069,BS000256,2,1,1,2,1
PG005868,P020391,1112.38,1142.38,BS000069,BS000256,2,1,1,2,1
PG005870,P020397,1112.38,1142.38,BS000069,BS000256,2,1,1,2,1
PG005831,P020267,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005833,P020271,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005835,P020273,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005837,P020275,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005839,P020277,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005845,P020309,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005847,P020313,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005849,P020315,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005851,P020317,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005853,P020319,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005857,P020332,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005859,P020336,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005861,P020338,1102.38,1881.31,BS000257,BS000002,79,15,15,79,1
PG005863,P020340,1168.38,1947.31,BS000257,BS000002,79,15,15,79,1
PG005841,P020281,1162.38,2013.31,BS000257,BS000002,86,15,15,86,1
PG005843,P020286,1162.38,2013.31,BS000257,BS000002,86,15,15,86,1
PG005869,P020391,1162.38,2013.31,BS000257,BS000002,86,15,15,86,1
