gap_id,pattern_id,coverage_start_s,coverage_end_s,before_state_id,after_state_id,required_samples,relay_alternatives,full_cover_alternatives,union_covered_samples,union_cover_pass
PG001925,P002359,735.176,1315.913,BS000013,BS000168,58,8,8,58,1
PG001928,P002371,735.176,1315.913,BS000013,BS000168,58,8,8,58,1
PG001926,P002364,1068.477,1644.397,BS000169,BS000014,59,8,8,59,1
PG001927,P002368,1068.477,1644.397,BS000169,BS000014,59,8,8,59,1
PG001929,P002379,765.176,1375.913,BS000013,BS000168,61,8,8,61,1
PG001931,P002381,765.176,1375.913,BS000013,BS000168,61,8,8,61,1
PG001930,P002380,1098.477,1704.397,BS000169,BS000014,62,8,8,62,1
PG001932,P002382,1098.477,1704.397,BS000169,BS000014,62,8,8,62,1
PG001933,P002383,735.176,1935.268,BS000013,BS000018,122,15,15,122,1
PG001935,P002387,735.176,1935.268,BS000013,BS000018,122,15,15,122,1
PG001937,P002389,735.176,1935.268,BS000013,BS000018,122,15,15,122,1
PG001939,P002393,735.176,1935.268,BS000013,BS000018,122,15,15,122,1
PG001941,P002395,735.176,1935.268,BS000013,BS000018,122,15,15,122,1
PG001934,P002384,775.2,1982.944,BS000017,BS000014,123,15,15,123,1
PG001936,P002388,775.2,1982.944,BS000017,BS000014,123,15,15,123,1
PG001938,P002390,775.2,1982.944,BS000017,BS000014,123,15,15,123,1
PG001940,P002394,775.2,1982.944,BS000017,BS000014,123,15,15,123,1
PG001942,P002396,775.2,1982.944,BS000017,BS000014,123,15,15,123,1
PG001943,P002399,765.176,1995.268,BS000013,BS000018,125,15,15,125,1
PG001944,P002400,805.2,2042.944,BS000017,BS000014,126,15,15,126,1
PG001945,P002407,735.176,1697.08,BS000013,BS000020,97,9,9,97,1
PG001948,P002419,735.176,1697.08,BS000013,BS000020,97,9,9,97,1
PG001946,P002408,770.494,1736.63,BS000019,BS000014,98,9,9,98,1
PG001947,P002412,770.494,1736.63,BS000019,BS000014,98,9,9,98,1
PG001949,P002420,770.494,1736.63,BS000019,BS000014,98,9,9,98,1
PG001950,P002432,735.176,1234.948,BS000013,BS000170,50,8,8,50,1
PG001958,P002438,735.176,1234.948,BS000013,BS000170,50,8,8,50,1
PG001951,P002432,1474.948,2203.718,BS000171,BS000022,74,4,4,74,1
PG001959,P002438,1474.948,2203.718,BS000171,BS000022,74,4,4,74,1
PG001952,P002433,834.749,1559.295,BS000021,BS000172,73,4,4,73,1
PG001954,P002435,834.749,1559.295,BS000021,BS000172,73,4,4,73,1
PG001956,P002437,834.749,1559.295,BS000021,BS000172,73,4,4,73,1
PG001960,P002439,834.749,1559.295,BS000021,BS000172,73,4,4,73,1
PG001962,P002441,834.749,1559.295,BS000021,BS000172,73,4,4,73,1
PG001953,P002433,1799.295,2317.225,BS000173,BS000014,52,8,8,52,1
PG001955,P002435,1799.295,2317.225,BS000173,BS000014,52,8,8,52,1
PG001957,P002437,1799.295,2317.225,BS000173,BS000014,52,8,8,52,1
PG001961,P002439,1799.295,2317.225,BS000173,BS000014,52,8,8,52,1
PG001963,P002441,1799.295,2317.225,BS000173,BS000014,52,8,8,52,1
PG001965,P002442,1859.295,2377.225,BS000173,BS000014,52,8,8,52,1
PG001964,P002442,864.749,1619.295,BS000021,BS000172,76,4,4,76,1
PG001966,P002452,735.176,1224.8,BS000013,BS000174,49,8,8,49,1
PG001967,P002452,1584.8,2179.758,BS000175,BS000024,60,13,13,60,1
PG001968,P002458,782.646,1192.944,BS000015,BS000176,41,12,12,41,1
PG001969,P002459,1338.935,1739.946,BS000177,BS000016,40,12,12,40,1
PG001970,P002461,1338.935,1739.946,BS000177,BS000016,40,12,12,40,1
PG001971,P002463,1338.935,1739.946,BS000177,BS000016,40,12,12,40,1
PG001972,P002467,1338.935,1739.946,BS000177,BS000016,40,12,12,40,1
PG001973,P002482,782.646,2037.375,BS000015,BS000018,128,15,15,128,1
PG001974,P002486,782.646,2037.375,BS000015,BS000018,128,15,15,128,1
PG001976,P002488,782.646,2037.375,BS000015,BS000018,128,15,15,128,1
PG001975,P002487,775.2,2026.775,BS000017,BS000016,127,15,15,127,1
PG001977,P002506,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001979,P002508,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001981,P002510,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001983,P002512,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001985,P002514,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001987,P002516,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001989,P002518,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001991,P002520,782.646,1577.341,BS000015,BS000020,82,9,9,82,1
PG001978,P002507,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001980,P002509,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001982,P002511,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001984,P002513,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001986,P002515,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001988,P002517,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001990,P002519,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001992,P002521,770.494,1558.615,BS000019,BS000016,81,9,9,81,1
PG001993,P002522,812.646,1637.341,BS000015,BS000020,85,9,9,85,1
PG001995,P002524,812.646,1637.341,BS000015,BS000020,85,9,9,85,1
PG001994,P002523,800.494,1618.615,BS000019,BS000016,84,9,9,84,1
PG001996,P002525,800.494,1618.615,BS000019,BS000016,84,9,9,84,1
PG001997,P002526,812.646,1637.341,BS000015,BS000020,85,9,9,85,1
PG001999,P002528,812.646,1637.341,BS000015,BS000020,85,9,9,85,1
PG001998,P002527,800.494,1618.615,BS000019,BS000016,84,9,9,84,1
PG002000,P002529,800.494,1618.615,BS000019,BS000016,84,9,9,84,1
PG002001,P002530,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002003,P002532,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002005,P002534,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002007,P002536,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002009,P002538,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002011,P002540,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002013,P002542,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002015,P002544,782.646,1747.923,BS000015,BS000022,99,3,3,99,1
PG002002,P002531,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002004,P002533,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002006,P002535,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002008,P002537,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002010,P002539,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002012,P002541,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002014,P002543,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002016,P002545,834.749,1803.153,BS000021,BS000016,99,3,3,99,1
PG002017,P002546,812.646,1807.923,BS000015,BS000022,102,3,3,102,1
PG002019,P002548,812.646,1807.923,BS000015,BS000022,102,3,3,102,1
PG002018,P002547,864.749,1863.153,BS000021,BS000016,102,3,3,102,1
PG002020,P002549,864.749,1863.153,BS000021,BS000016,102,3,3,102,1
PG002021,P002550,812.646,1807.923,BS000015,BS000022,102,3,3,102,1
PG002023,P002552,812.646,1807.923,BS000015,BS000022,102,3,3,102,1
PG002022,P002551,864.749,1863.153,BS000021,BS000016,102,3,3,102,1
PG002024,P002553,864.749,1863.153,BS000021,BS000016,102,3,3,102,1
PG002025,P002554,1163.404,1233.404,BS000178,BS000179,6,2,2,6,1
PG002028,P002557,1163.404,1233.404,BS000178,BS000179,6,2,2,6,1
PG002037,P002565,1163.404,1233.404,BS000178,BS000179,6,2,2,6,1
PG002026,P002554,1243.404,1273.404,BS000180,BS000181,2,2,2,2,1
PG002029,P002557,1243.404,1273.404,BS000180,BS000181,2,2,2,2,1
PG002038,P002565,1243.404,1273.404,BS000180,BS000181,2,2,2,2,1
PG002027,P002554,1313.404,2078.948,BS000182,BS000018,77,15,15,77,1
PG002030,P002557,1313.404,2078.948,BS000182,BS000018,77,15,15,77,1
PG002039,P002565,1313.404,2078.948,BS000182,BS000018,77,15,15,77,1
PG002031,P002558,775.2,1552.021,BS000017,BS000183,78,15,15,78,1
PG002034,P002564,775.2,1552.021,BS000017,BS000183,78,15,15,78,1
PG002032,P002558,1592.021,1622.021,BS000184,BS000185,2,2,2,2,1
PG002035,P002564,1592.021,1622.021,BS000184,BS000185,2,2,2,2,1
PG002033,P002558,1622.021,1692.021,BS000185,BS000186,6,2,2,6,1
PG002036,P002564,1622.021,1692.021,BS000185,BS000186,6,2,2,6,1
PG002040,P002576,1259.375,1641.256,BS000187,BS000020,39,5,5,39,1
PG002041,P002580,1259.375,1641.256,BS000187,BS000020,39,5,5,39,1
PG002044,P002586,1259.375,1641.256,BS000187,BS000020,39,5,5,39,1
PG002045,P002588,1259.375,1641.256,BS000187,BS000020,39,5,5,39,1
PG002042,P002581,770.494,1142.432,BS000019,BS000188,37,5,5,37,1
PG002043,P002581,1142.432,1162.432,BS000188,BS000189,1,2,2,1,1
PG002046,P002600,1449.443,2090.379,BS000190,BS000022,65,4,4,65,1
PG002048,P002604,1449.443,2090.379,BS000190,BS000022,65,4,4,65,1
PG002051,P002612,1449.443,2090.379,BS000190,BS000022,65,4,4,65,1
PG002047,P002601,834.749,1471.226,BS000021,BS000191,64,4,4,64,1
PG002049,P002605,834.749,1471.226,BS000021,BS000191,64,4,4,64,1
PG002050,P002611,834.749,1471.226,BS000021,BS000191,64,4,4,64,1
PG002052,P002613,834.749,1471.226,BS000021,BS000191,64,4,4,64,1
PG002053,P002624,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002055,P002626,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002057,P002628,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002059,P002630,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002061,P002632,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002063,P002634,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002065,P002636,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002067,P002638,1089.498,1716.104,BS000192,BS000024,63,15,15,63,1
PG002073,P002644,1149.498,1776.104,BS000192,BS000024,63,15,15,63,1
PG002075,P002646,1149.498,1776.104,BS000192,BS000024,63,15,15,63,1
PG002054,P002625,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002056,P002627,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002058,P002629,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002060,P002631,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002062,P002633,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002064,P002635,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002066,P002637,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002068,P002639,828.033,1456.622,BS000023,BS000193,63,15,15,63,1
PG002074,P002645,858.033,1486.622,BS000023,BS000193,63,15,15,63,1
PG002076,P002647,858.033,1486.622,BS000023,BS000193,63,15,15,63,1
PG002069,P002640,1119.498,1776.104,BS000192,BS000024,66,15,15,66,1
PG002071,P002642,1119.498,1776.104,BS000192,BS000024,66,15,15,66,1
PG002070,P002641,858.033,1516.622,BS000023,BS000193,66,15,15,66,1
PG002072,P002643,858.033,1516.622,BS000023,BS000193,66,15,15,66,1
PG002077,P002648,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002079,P002650,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002081,P002652,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002083,P002654,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002085,P002656,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002087,P002658,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002089,P002660,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002091,P002662,775.2,1905.799,BS000017,BS000020,115,15,15,115,1
PG002078,P002649,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002080,P002651,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002082,P002653,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002084,P002655,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002086,P002657,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002088,P002659,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002090,P002661,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002092,P002663,770.494,1897.673,BS000019,BS000018,114,15,15,114,1
PG002093,P002664,805.2,1965.799,BS000017,BS000020,118,15,15,118,1
PG002095,P002666,805.2,1965.799,BS000017,BS000020,118,15,15,118,1
PG002094,P002665,800.494,1957.673,BS000019,BS000018,117,15,15,117,1
PG002096,P002667,800.494,1957.673,BS000019,BS000018,117,15,15,117,1
PG002097,P002668,805.2,1965.799,BS000017,BS000020,118,15,15,118,1
PG002099,P002670,805.2,1965.799,BS000017,BS000020,118,15,15,118,1
PG002098,P002669,800.494,1957.673,BS000019,BS000018,117,15,15,117,1
PG002100,P002671,800.494,1957.673,BS000019,BS000018,117,15,15,117,1
PG002101,P002680,834.749,1552.791,BS000021,BS000194,73,5,5,73,1
PG002102,P002680,1574.23,1912.682,BS000195,BS000020,34,5,5,34,1
PG002106,P002692,1634.23,1972.682,BS000195,BS000020,34,5,5,34,1
PG002110,P002694,1634.23,1972.682,BS000195,BS000020,34,5,5,34,1
PG002103,P002691,800.494,1143.545,BS000019,BS000196,34,5,5,34,1
PG002107,P002693,800.494,1143.545,BS000019,BS000196,34,5,5,34,1
PG002104,P002691,1154.065,1898.725,BS000197,BS000022,76,5,5,76,1
PG002108,P002693,1154.065,1898.725,BS000197,BS000022,76,5,5,76,1
PG002105,P002692,864.749,1612.791,BS000021,BS000194,76,5,5,76,1
PG002109,P002694,864.749,1612.791,BS000021,BS000194,76,5,5,76,1
PG002111,P002733,650.418,1371.702,BS000198,BS000002,72,15,15,72,1
PG002113,P002735,650.418,1371.702,BS000198,BS000002,72,15,15,72,1
PG002115,P002737,650.418,1371.702,BS000198,BS000002,72,15,15,72,1
PG002118,P002740,650.418,1371.702,BS000198,BS000002,72,15,15,72,1
PG002123,P002745,650.418,1371.702,BS000198,BS000002,72,15,15,72,1
PG002112,P002734,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002114,P002736,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002116,P002738,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002117,P002739,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002119,P002741,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002120,P002742,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002121,P002743,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002122,P002744,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002124,P002746,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002125,P002747,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002126,P002748,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002127,P002749,680.418,1431.702,BS000198,BS000002,75,15,15,75,1
PG002128,P002750,710.418,1491.702,BS000198,BS000002,78,15,15,78,1
PG002129,P002751,710.418,1491.702,BS000198,BS000002,78,15,15,78,1
PG002130,P002752,710.418,1491.702,BS000198,BS000002,78,15,15,78,1
PG002131,P002753,734.701,1532.529,BS000199,BS000200,80,10,10,80,1
PG002133,P002755,734.701,1532.529,BS000199,BS000200,80,10,10,80,1
PG002135,P002757,734.701,1532.529,BS000199,BS000200,80,10,10,80,1
PG002138,P002760,734.701,1532.529,BS000199,BS000200,80,10,10,80,1
PG002143,P002765,734.701,1532.529,BS000199,BS000200,80,10,10,80,1
PG002132,P002754,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002134,P002756,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002136,P002758,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002137,P002759,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002139,P002761,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002140,P002762,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002141,P002763,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002142,P002764,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002144,P002766,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002145,P002767,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002146,P002768,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002147,P002769,764.701,1592.529,BS000199,BS000200,83,10,10,83,1
PG002148,P002770,794.701,1652.529,BS000199,BS000200,86,10,10,86,1
PG002149,P002771,794.701,1652.529,BS000199,BS000200,86,10,10,86,1
PG002150,P002772,794.701,1652.529,BS000199,BS000200,86,10,10,86,1
PG002151,P002773,760.18,1421.179,BS000201,BS000202,66,14,14,66,1
PG002153,P002775,760.18,1421.179,BS000201,BS000202,66,14,14,66,1
PG002155,P002777,760.18,1421.179,BS000201,BS000202,66,14,14,66,1
PG002158,P002780,760.18,1421.179,BS000201,BS000202,66,14,14,66,1
PG002162,P002784,760.18,1421.179,BS000201,BS000202,66,14,14,66,1
PG002152,P002774,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002154,P002776,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002156,P002778,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002157,P002779,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002159,P002781,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002160,P002782,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002161,P002783,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002163,P002785,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002164,P002786,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002165,P002787,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002166,P002788,790.18,1481.179,BS000201,BS000202,69,14,14,69,1
PG002167,P002789,820.18,1541.179,BS000201,BS000202,72,14,14,72,1
PG002168,P002790,820.18,1541.179,BS000201,BS000202,72,14,14,72,1
PG002169,P002791,706.237,1076.072,BS000203,BS000204,38,8,8,38,1
PG002171,P002793,706.237,1076.072,BS000203,BS000204,38,8,8,38,1
PG002173,P002795,706.237,1076.072,BS000203,BS000204,38,8,8,38,1
PG002176,P002798,706.237,1076.072,BS000203,BS000204,38,8,8,38,1
PG002180,P002802,706.237,1076.072,BS000203,BS000204,38,8,8,38,1
PG002170,P002792,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002172,P002794,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002174,P002796,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002175,P002797,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002177,P002799,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002178,P002800,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002179,P002801,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002181,P002803,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002182,P002804,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002183,P002805,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002184,P002806,736.237,1136.072,BS000203,BS000204,41,8,8,41,1
PG002185,P002807,766.237,1196.072,BS000203,BS000204,44,8,8,44,1
PG002186,P002808,766.237,1196.072,BS000203,BS000204,44,8,8,44,1
PG002187,P002827,718.091,1100.226,BS000205,BS000010,39,8,8,39,1
PG002188,P002828,718.091,1100.226,BS000205,BS000010,39,8,8,39,1
PG002190,P002830,718.091,1100.226,BS000205,BS000010,39,8,8,39,1
PG002193,P002833,718.091,1100.226,BS000205,BS000010,39,8,8,39,1
PG002197,P002837,718.091,1100.226,BS000205,BS000010,39,8,8,39,1
PG002189,P002829,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002191,P002831,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002192,P002832,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002194,P002834,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002195,P002835,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002196,P002836,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002198,P002838,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002199,P002839,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002200,P002840,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002201,P002841,748.091,1160.226,BS000205,BS000010,42,8,8,42,1
PG002202,P002842,778.091,1220.226,BS000205,BS000010,45,8,8,45,1
PG002203,P002843,778.091,1220.226,BS000205,BS000010,45,8,8,45,1
PG002204,P002844,691.736,1447.174,BS000206,BS000012,77,15,15,77,1
PG002205,P002845,691.736,1447.174,BS000206,BS000012,77,15,15,77,1
PG002207,P002847,691.736,1447.174,BS000206,BS000012,77,15,15,77,1
PG002210,P002850,691.736,1447.174,BS000206,BS000012,77,15,15,77,1
PG002214,P002854,691.736,1447.174,BS000206,BS000012,77,15,15,77,1
PG002206,P002846,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002208,P002848,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002209,P002849,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002211,P002851,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002212,P002852,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002213,P002853,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002215,P002855,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002216,P002856,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002217,P002857,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002218,P002858,721.736,1507.174,BS000206,BS000012,80,15,15,80,1
PG002219,P002859,751.736,1567.174,BS000206,BS000012,83,15,15,83,1
PG002220,P002860,751.736,1567.174,BS000206,BS000012,83,15,15,83,1
PG002221,P002861,645.176,1113.056,BS000207,BS000014,48,8,8,48,1
PG002222,P002862,645.176,1113.056,BS000207,BS000014,48,8,8,48,1
PG002224,P002864,645.176,1113.056,BS000207,BS000014,48,8,8,48,1
PG002223,P002863,675.176,1173.056,BS000207,BS000014,51,8,8,51,1
PG002225,P002865,675.176,1173.056,BS000207,BS000014,51,8,8,51,1
PG002226,P002866,675.176,1173.056,BS000207,BS000014,51,8,8,51,1
PG002227,P002867,705.176,1233.056,BS000207,BS000014,54,8,8,54,1
PG002228,P002868,692.646,1052.835,BS000208,BS000209,36,12,12,36,1
PG002229,P002869,692.646,1052.835,BS000208,BS000209,36,12,12,36,1
PG002231,P002871,692.646,1052.835,BS000208,BS000209,36,12,12,36,1
PG002230,P002870,722.646,1112.835,BS000208,BS000209,39,12,12,39,1
PG002232,P002872,722.646,1112.835,BS000208,BS000209,39,12,12,39,1
PG002233,P002873,722.646,1112.835,BS000208,BS000209,39,12,12,39,1
PG002234,P002874,752.646,1172.835,BS000208,BS000209,42,12,12,42,1
PG002235,P002882,685.2,1436.33,BS000210,BS000211,76,15,15,76,1
PG002236,P002883,685.2,1436.33,BS000210,BS000211,76,15,15,76,1
PG002238,P002885,685.2,1436.33,BS000210,BS000211,76,15,15,76,1
PG002237,P002884,715.2,1496.33,BS000210,BS000211,79,15,15,79,1
PG002239,P002886,715.2,1496.33,BS000210,BS000211,79,15,15,79,1
PG002240,P002887,715.2,1496.33,BS000210,BS000211,79,15,15,79,1
PG002241,P002888,745.2,1556.33,BS000210,BS000211,82,15,15,82,1
PG002242,P002889,680.494,1028.561,BS000212,BS000213,35,5,5,35,1
PG002243,P002890,680.494,1028.561,BS000212,BS000213,35,5,5,35,1
PG002245,P002892,680.494,1028.561,BS000212,BS000213,35,5,5,35,1
PG002244,P002891,710.494,1088.561,BS000212,BS000213,38,5,5,38,1
PG002246,P002893,710.494,1088.561,BS000212,BS000213,38,5,5,38,1
PG002247,P002894,710.494,1088.561,BS000212,BS000213,38,5,5,38,1
PG002248,P002895,740.494,1148.561,BS000212,BS000213,41,5,5,41,1
PG002249,P002896,744.749,1302.171,BS000214,BS000215,57,3,3,57,1
PG002250,P002897,744.749,1302.171,BS000214,BS000215,57,3,3,57,1
PG002252,P002899,744.749,1302.171,BS000214,BS000215,57,3,3,57,1
PG002251,P002898,774.749,1362.171,BS000214,BS000215,60,3,3,60,1
PG002253,P002900,774.749,1362.171,BS000214,BS000215,60,3,3,60,1
PG002254,P002901,774.749,1362.171,BS000214,BS000215,60,3,3,60,1
PG002255,P002902,804.749,1422.171,BS000214,BS000215,63,3,3,63,1
PG002256,P002903,738.033,1270.66,BS000216,BS000217,54,15,15,54,1
PG002257,P002904,738.033,1270.66,BS000216,BS000217,54,15,15,54,1
PG002259,P002906,738.033,1270.66,BS000216,BS000217,54,15,15,54,1
PG002258,P002905,768.033,1330.66,BS000216,BS000217,57,15,15,57,1
PG002260,P002907,768.033,1330.66,BS000216,BS000217,57,15,15,57,1
PG002261,P002908,768.033,1330.66,BS000216,BS000217,57,15,15,57,1
PG002262,P002909,798.033,1390.66,BS000216,BS000217,60,15,15,60,1
PG002263,P002910,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002265,P002912,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002267,P002914,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002272,P002922,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002274,P002924,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002276,P002926,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002278,P002928,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002281,P002934,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002283,P002936,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002285,P002938,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002287,P002940,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002288,P002942,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002299,P002960,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002301,P002962,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002303,P002964,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002305,P002966,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002307,P002968,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002309,P002970,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002310,P002972,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002317,P002980,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
PG002324,P002990,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002326,P002994,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002328,P003000,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002330,P003002,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002332,P003004,980.05,1707.44,BS000218,BS000002,73,15,15,73,1
PG002334,P003008,920.05,1647.44,BS000218,BS000002,73,15,15,73,1
