task_id,tau,x,y,z,phase,node
R000002,240.0,109.2308517,23.0085095,127.7,setup,O01
R000002,250.0,109.2308517,23.0085095,127.7,setup,O01
R000002,260.0,109.2308517,23.0085095,127.7,setup,O01
R000002,270.0,109.2308517,23.0085095,127.7,setup,O01
R000002,280.0,109.2308517,23.0085095,127.7,setup,O01
R000002,290.0,109.2308517,23.0085095,127.7,setup,O01
R000002,300.0,109.2308517,23.0085095,127.7,setup,O01
R000002,310.0,109.2308517,23.0085095,127.7,setup,O01
R000002,320.0,109.2308517,23.0085095,127.7,setup,O01
R000002,330.0,109.2308517,23.0085095,127.7,climb,O01
R000002,340.0,109.2308517,23.0085095,157.7,climb,O01
R000002,350.0,109.2308517,23.0085095,187.7,climb,O01
R000002,360.0,109.2308517,23.0085095,217.70000000000002,climb,O01
R000002,370.0,109.2308517,23.0085095,247.7,climb,O01
R000002,380.0,109.2308517,23.0085095,277.7,climb,O01
R000002,381.3276306152344,109.2308517,23.0085095,281.6828918457031,cruise,
R000002,391.3276306152344,109.2313366580725,23.009492060889468,281.6828918457031,cruise,
R000002,401.3276306152344,109.23182161614497,23.010474621778936,281.6828918457031,cruise,
R000002,411.3276306152344,109.23230657421746,23.011457182668405,281.6828918457031,cruise,
R000002,421.3276306152344,109.23279153228995,23.012439743557874,281.6828918457031,cruise,
R000002,431.3276306152344,109.23327649036244,23.013422304447342,281.6828918457031,cruise,
R000002,441.3276306152344,109.23376144843492,23.01440486533681,281.6828918457031,cruise,
R000002,451.3276306152344,109.23424640650741,23.01538742622628,281.6828918457031,cruise,
R000002,461.3276306152344,109.2347313645799,23.01636998711575,281.6828918457031,cruise,
R000002,471.3276306152344,109.23521632265238,23.017352548005217,281.6828918457031,cruise,
R000002,481.3276306152344,109.23570128072487,23.018335108894686,281.6828918457031,cruise,
R000002,491.3276306152344,109.23618623879736,23.019317669784154,281.6828918457031,cruise,
R000002,501.3276306152344,109.23667119686984,23.020300230673623,281.6828918457031,cruise,
R000002,511.3276306152344,109.23715615494233,23.02128279156309,281.6828918457031,cruise,
