candidate_id,dem_row,dem_col,lon,lat,ground_height,agl_height,absolute_height,relay_g01_margin_db,horizontal_distance_to_O01_m
RP057633,734,722,109.23347222222222,23.020694444444445,177.09182739257812,200.0,377.0918273925781,13.022517789413044,1381.195250801772
RP057643,734,726,109.23458333333332,23.020694444444445,170.98362731933594,100.0,270.98362731933594,12.942385341936784,1407.705444821582
RP057657,734,730,109.23569444444443,23.020694444444445,171.430908203125,80.0,251.430908203125,12.739801684989231,1442.7175427385275
RP057662,734,730,109.23569444444443,23.020694444444445,171.430908203125,180.0,351.430908203125,12.67644296940226,1442.7175427385275
RP057684,734,738,109.23791666666666,23.020694444444445,148.141357421875,20.0,168.141357421875,12.218499295320385,1535.7823596526796
RP058616,738,554,109.18680555555557,23.019583333333333,627.5038452148438,60.0,687.5038452148438,2.496209527768912,4673.22308031648
RP058617,738,554,109.18680555555557,23.019583333333333,627.5038452148438,80.0,707.5038452148438,2.4918955312131743,4673.22308031648
RP058872,738,622,109.20569444444445,23.019583333333333,342.684326171875,80.0,422.684326171875,6.796526121353992,2854.108038748362
RP058889,738,626,109.20680555555556,23.019583333333333,320.0965881347656,120.0,440.0965881347656,7.104484991748919,2751.952441510949
RP058899,738,630,109.20791666666666,23.019583333333333,321.0863952636719,20.0,341.0863952636719,7.455660059941621,2650.738910952409
RP058905,738,630,109.20791666666666,23.019583333333333,321.0863952636719,140.0,461.0863952636719,7.418429080898591,2650.738910952409
RP058906,738,630,109.20791666666666,23.019583333333333,321.0863952636719,160.0,481.0863952636719,7.410550691174379,2650.738910952409
RP058926,738,634,109.20902777777778,23.019583333333333,317.7047119140625,260.0,577.7047119140625,7.691545932285123,2550.5796003911155
RP058954,738,642,109.21125,23.019583333333333,302.1089782714844,220.0,522.1089782714844,8.401541031126385,2353.960559636929
RP058988,738,650,109.21347222222222,23.019583333333333,288.2768859863281,300.0,588.2768859863281,9.066819622975244,2163.391849743157
RP058997,738,654,109.21458333333334,23.019583333333333,281.2431640625,180.0,461.2431640625,9.524385417356442,2070.9004733303746
RP058999,738,654,109.21458333333334,23.019583333333333,281.2431640625,220.0,501.2431640625,9.498048202815824,2070.9004733303746
RP059753,738,854,109.2701388888889,23.019583333333333,377.2278747558594,300.0,677.2278747558594,3.4017960805453957,4205.319847924396
RP060493,742,622,109.20569444444445,23.018472222222226,336.60223388671875,100.0,436.6022338867188,6.9476222288091805,2803.021563507299
RP060572,742,642,109.21125,23.018472222222226,288.2172546386719,180.0,468.2172546386719,8.658535995424089,2291.752060098362
RP060576,742,642,109.21125,23.018472222222226,288.2172546386719,260.0,548.2172546386719,8.61200122069981,2291.752060098362
RP061857,746,554,109.18680555555557,23.01736111111111,610.5201416015625,80.0,690.5201416015625,2.6042832802026936,4614.275403614327
RP062066,746,610,109.20236111111112,23.01736111111111,499.76611328125,60.0,559.76611328125,6.10457320820646,3077.6155623437016
RP062067,746,610,109.20236111111112,23.01736111111111,499.76611328125,80.0,579.76611328125,6.0969747651289055,3077.6155623437016
RP062070,746,610,109.20236111111112,23.01736111111111,499.76611328125,140.0,639.76611328125,6.072112201036404,3077.6155623437016
RP062075,746,610,109.20236111111112,23.01736111111111,499.76611328125,240.0,739.76611328125,6.02390767539805,3077.6155623437016
RP062076,746,610,109.20236111111112,23.01736111111111,499.76611328125,260.0,759.76611328125,6.013271883298017,3077.6155623437016
RP062077,746,610,109.20236111111112,23.01736111111111,499.76611328125,280.0,779.76611328125,6.0023100722289655,3077.6155623437016
RP062100,746,618,109.20458333333332,23.01736111111111,392.4836120605469,140.0,532.4836120605469,6.73172209887403,2863.042382773556
RP062101,746,618,109.20458333333332,23.01736111111111,392.4836120605469,160.0,552.4836120605469,6.723511260457144,2863.042382773556
RP062299,746,670,109.21902777777778,23.01736111111111,273.6015319824219,220.0,493.6015319824219,11.87558701927162,1559.8910584019918
RP062300,746,670,109.21902777777778,23.01736111111111,273.6015319824219,240.0,513.6015319824219,11.851435347259724,1559.8910584019918
RP062858,746,818,109.26013888888887,23.01736111111111,339.6683654785156,300.0,639.6683654785156,5.861776919036828,3154.972638160647
RP062976,746,850,109.26902777777778,23.01736111111111,381.4913024902344,260.0,641.4913024902344,3.776610880629022,4029.3454282716143
RP063671,750,606,109.20125,23.01625,510.1105651855469,60.0,570.1105651855469,5.903495697296975,3149.591002809245
RP063674,750,606,109.20125,23.01625,510.1105651855469,120.0,630.1105651855469,5.880209128554441,3149.591002809245
RP063680,750,606,109.20125,23.01625,510.1105651855469,240.0,750.1105651855469,5.824874446642539,3149.591002809245
RP063688,750,610,109.20236111111112,23.01625,473.52001953125,100.0,573.52001953125,6.20314226963383,3040.357391435831
