pattern_id,gap_id,gap_index,tau_start,tau_end,duration_s,coverage_start,coverage_end,coverage_duration_s,n_outage_samples,before_tau,before_direct,before_x,before_y,before_z,before_phase,before_node,before_margin_db,after_tau,after_direct,after_x,after_y,after_z,after_phase,after_node,after_margin_db
P000048,PG000026,1,850.18,1590.273,740.093,840.18,1590.273,750.093,75,840.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1590.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000049,PG000027,1,850.18,1590.273,740.093,840.18,1590.273,750.093,75,840.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1590.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000050,PG000028,1,850.18,1590.273,740.093,840.18,1590.273,750.093,75,840.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1590.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000051,PG000029,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000052,PG000030,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000053,PG000031,1,850.18,1590.273,740.093,840.18,1590.273,750.093,75,840.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1590.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000054,PG000032,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000055,PG000033,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000056,PG000034,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000057,PG000035,1,880.18,1650.273,770.093,870.18,1650.273,780.093,78,870.18,1,109.23561453845765,23.053622911705734,398.2391662597656,cruise,,7.886438541295334,1650.273,1,109.23567657985551,23.054210565296998,398.2391662597656,cruise,,7.774299234875102
P000058,PG000036,1,786.237,1174.439,388.202,776.237,1174.439,398.202,41,776.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1174.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000059,PG000037,1,786.237,1174.439,388.202,776.237,1174.439,398.202,41,776.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1174.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000060,PG000038,1,786.237,1174.439,388.202,776.237,1174.439,398.202,41,776.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1174.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000061,PG000039,1,786.237,1174.439,388.202,776.237,1174.439,398.202,41,776.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1174.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000062,PG000040,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000063,PG000041,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000064,PG000042,1,786.237,1174.439,388.202,776.237,1174.439,398.202,41,776.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1174.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000065,PG000043,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000066,PG000044,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000067,PG000045,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000068,PG000046,1,816.237,1234.439,418.202,806.237,1234.439,428.202,44,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1234.439,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P000080,PG000047,1,788.091,1185.79,397.699,778.091,1185.79,407.699,41,778.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1185.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000081,PG000048,1,788.091,1185.79,397.699,778.091,1185.79,407.699,41,778.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1185.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000082,PG000049,1,788.091,1185.79,397.699,778.091,1185.79,407.699,41,778.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1185.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000083,PG000050,1,788.091,1185.79,397.699,778.091,1185.79,407.699,41,778.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1185.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000084,PG000051,1,818.091,1245.79,427.699,808.091,1245.79,437.699,44,808.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1245.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000085,PG000052,1,818.091,1245.79,427.699,808.091,1245.79,437.699,44,808.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1245.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000086,PG000053,1,788.091,1185.79,397.699,778.091,1185.79,407.699,41,778.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1185.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000087,PG000054,1,818.091,1245.79,427.699,808.091,1245.79,437.699,44,808.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1245.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
P000088,PG000055,1,818.091,1245.79,427.699,808.091,1245.79,437.699,44,808.091,1,109.19863932030401,23.026218830108938,511.9731750488281,cruise,,10.220168238898296,1245.79,1,109.1978522843275,23.026651517170478,511.9731750488281,cruise,,0.01233552161902196
