pattern_id,gap_id,gap_index,tau_start,tau_end,duration_s,coverage_start,coverage_end,coverage_duration_s,n_outage_samples,before_tau,before_direct,before_x,before_y,before_z,before_phase,before_node,before_margin_db,after_tau,after_direct,after_x,after_y,after_z,after_phase,after_node,after_margin_db
P001797,PG001517,1,846.237,1191.485,345.248,836.237,1191.485,355.248,37,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1191.485,1,109.22796050396276,23.055100904860367,347.5489196777344,cruise,,7.6373821887535485
P001797,PG001518,2,1221.485,1311.485,90.0,1211.485,1311.485,100.0,9,1211.485,1,109.2272809118883,23.053035114581103,347.5489196777344,cruise,,8.021253030464578,1311.485,1,109.22388295151598,23.042706163184775,347.5489196777344,cruise,,0.1826916275862942
P001798,PG001519,1,1089.104,1179.104,90.0,1079.104,1179.104,100.0,9,1079.104,1,109.22407335640956,23.04328494653596,347.5489196777344,cruise,,0.049842463419238925,1179.104,1,109.22747131678189,23.053613897932287,347.5489196777344,cruise,,7.912229224050378
P001798,PG001520,2,1203.5,1548.324,344.823,1199.104,1548.324,349.22,36,1199.104,1,109.22815090885635,23.05567968821155,347.5489196777344,cruise,,7.532399241657885,1548.324,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001799,PG001521,1,846.237,1221.485,375.248,836.237,1221.485,385.248,40,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1221.485,1,109.22796050396276,23.055100904860367,347.5489196777344,cruise,,7.6373821887535485
P001799,PG001522,2,1251.485,1341.485,90.0,1241.485,1341.485,100.0,9,1241.485,1,109.2272809118883,23.053035114581103,347.5489196777344,cruise,,8.021253030464578,1341.485,1,109.22388295151598,23.042706163184775,347.5489196777344,cruise,,0.1826916275862942
P001800,PG001523,1,1059.104,1149.104,90.0,1049.104,1149.104,100.0,9,1049.104,1,109.22407335640956,23.04328494653596,347.5489196777344,cruise,,0.049842463419238925,1149.104,1,109.22747131678189,23.053613897932287,347.5489196777344,cruise,,7.912229224050378
P001800,PG001524,2,1173.5,1548.324,374.823,1169.104,1548.324,379.22,39,1169.104,1,109.22815090885635,23.05567968821155,347.5489196777344,cruise,,7.532399241657885,1548.324,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001801,PG001525,1,846.237,1221.485,375.248,836.237,1221.485,385.248,40,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1221.485,1,109.22796050396276,23.055100904860367,347.5489196777344,cruise,,7.6373821887535485
P001801,PG001526,2,1251.485,1341.485,90.0,1241.485,1341.485,100.0,9,1241.485,1,109.2272809118883,23.053035114581103,347.5489196777344,cruise,,8.021253030464578,1341.485,1,109.22388295151598,23.042706163184775,347.5489196777344,cruise,,0.1826916275862942
P001802,PG001527,1,1059.104,1149.104,90.0,1049.104,1149.104,100.0,9,1049.104,1,109.22407335640956,23.04328494653596,347.5489196777344,cruise,,0.049842463419238925,1149.104,1,109.22747131678189,23.053613897932287,347.5489196777344,cruise,,7.912229224050378
P001802,PG001528,2,1173.5,1548.324,374.823,1169.104,1548.324,379.22,39,1169.104,1,109.22815090885635,23.05567968821155,347.5489196777344,cruise,,7.532399241657885,1548.324,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001803,PG001529,1,846.237,1221.485,375.248,836.237,1221.485,385.248,40,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1221.485,1,109.22796050396276,23.055100904860367,347.5489196777344,cruise,,7.6373821887535485
P001803,PG001530,2,1251.485,1341.485,90.0,1241.485,1341.485,100.0,9,1241.485,1,109.2272809118883,23.053035114581103,347.5489196777344,cruise,,8.021253030464578,1341.485,1,109.22388295151598,23.042706163184775,347.5489196777344,cruise,,0.1826916275862942
P001804,PG001531,1,1059.104,1149.104,90.0,1049.104,1149.104,100.0,9,1049.104,1,109.22407335640956,23.04328494653596,347.5489196777344,cruise,,0.049842463419238925,1149.104,1,109.22747131678189,23.053613897932287,347.5489196777344,cruise,,7.912229224050378
P001804,PG001532,2,1173.5,1548.324,374.823,1169.104,1548.324,379.22,39,1169.104,1,109.22815090885635,23.05567968821155,347.5489196777344,cruise,,7.532399241657885,1548.324,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001805,PG001533,1,846.237,1221.485,375.248,836.237,1221.485,385.248,40,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1221.485,1,109.22796050396276,23.055100904860367,347.5489196777344,cruise,,7.6373821887535485
P001805,PG001534,2,1251.485,1341.485,90.0,1241.485,1341.485,100.0,9,1241.485,1,109.2272809118883,23.053035114581103,347.5489196777344,cruise,,8.021253030464578,1341.485,1,109.22388295151598,23.042706163184775,347.5489196777344,cruise,,0.1826916275862942
P001806,PG001535,1,1059.104,1149.104,90.0,1049.104,1149.104,100.0,9,1049.104,1,109.22407335640956,23.04328494653596,347.5489196777344,cruise,,0.049842463419238925,1149.104,1,109.22747131678189,23.053613897932287,347.5489196777344,cruise,,7.912229224050378
P001806,PG001536,2,1173.5,1548.324,374.823,1169.104,1548.324,379.22,39,1169.104,1,109.22815090885635,23.05567968821155,347.5489196777344,cruise,,7.532399241657885,1548.324,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001807,PG001537,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001807,PG001538,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001808,PG001539,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001808,PG001540,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001809,PG001541,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001809,PG001542,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001810,PG001543,1,785.2,1800.848,1015.647,775.2,1800.848,1025.647,103,775.2,1,109.25798857991693,23.032361189773972,413.3009948730469,cruise,,0.23805252100568453,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719
P001810,PG001544,2,1810.848,2152.077,341.229,1800.848,2152.077,351.229,35,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719,2152.077,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001811,PG001545,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001811,PG001546,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001812,PG001547,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001812,PG001548,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001813,PG001549,1,785.2,1800.848,1015.647,775.2,1800.848,1025.647,103,775.2,1,109.25798857991693,23.032361189773972,413.3009948730469,cruise,,0.23805252100568453,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719
P001813,PG001550,2,1810.848,2152.077,341.229,1800.848,2152.077,351.229,35,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719,2152.077,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001814,PG001551,1,816.237,1156.823,340.586,806.237,1156.823,350.586,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001814,PG001552,2,1166.823,2172.618,1005.795,1156.823,2172.618,1015.795,102,1156.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2172.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001815,PG001553,1,785.2,1800.848,1015.647,775.2,1800.848,1025.647,103,775.2,1,109.25798857991693,23.032361189773972,413.3009948730469,cruise,,0.23805252100568453,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719
P001815,PG001554,2,1810.848,2152.077,341.229,1800.848,2152.077,351.229,35,1800.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719,2152.077,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001818,PG001555,1,846.237,1186.823,340.586,836.237,1186.823,350.586,36,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1186.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001818,PG001556,2,1196.823,2232.618,1035.795,1186.823,2232.618,1045.795,105,1186.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2232.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001819,PG001557,1,815.2,1860.848,1045.647,805.2,1860.848,1055.647,106,805.2,1,109.25798857991693,23.032361189773972,413.3009948730469,cruise,,0.23805252100568453,1860.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719
P001819,PG001558,2,1870.848,2212.077,341.229,1860.848,2212.077,351.229,35,1860.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719,2212.077,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001820,PG001559,1,846.237,1216.823,370.586,836.237,1216.823,380.586,39,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1216.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719
P001820,PG001560,2,1226.823,2232.618,1005.795,1216.823,2232.618,1015.795,102,1216.823,1,109.2283003,23.0561338,363.5632019042969,cruise,,7.449766877495719,2232.618,1,109.25854290257529,23.032848406142335,413.3009948730469,cruise,,0.06324220136673375
P001821,PG001561,1,815.2,1830.848,1015.647,805.2,1830.848,1025.647,103,805.2,1,109.25798857991693,23.032361189773972,413.3009948730469,cruise,,0.23805252100568453,1830.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719
P001821,PG001562,2,1840.848,2212.077,371.229,1830.848,2212.077,381.229,38,1830.848,1,109.2283003,23.0561338,363.5632019042969,descend,S005,7.449766877495719,2212.077,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001827,PG001563,1,816.237,1160.451,344.214,806.237,1160.451,354.214,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194
P001827,PG001564,2,1170.451,1240.451,70.0,1160.451,1240.451,80.0,7,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194,1240.451,1,109.23623221905929,23.051522772323782,374.4444580078125,cruise,,8.285226213859545
P001827,PG001565,3,1270.451,1280.451,10.0,1260.451,1280.451,20.0,1,1260.451,1,109.23821519882411,23.050370015404727,374.4444580078125,cruise,,8.465602452601502,1280.451,1,109.24019817858893,23.049217258485672,374.4444580078125,cruise,,8.630410243637044
P001827,PG001566,4,1310.451,1320.451,10.0,1300.451,1320.451,20.0,1,1300.451,1,109.24218115835374,23.048064501566618,374.4444580078125,cruise,,8.777525417976648,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673
P001827,PG001567,5,1330.451,1430.451,100.0,1320.451,1430.451,110.0,10,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673,1430.451,1,109.25507052682508,23.040571581592758,374.4444580078125,cruise,,9.18012382128876
P001827,PG001568,6,1450.451,1879.91,429.459,1440.451,1879.91,439.459,44,1440.451,1,109.25606201670749,23.03999520313323,374.4444580078125,cruise,,9.166267592351389,1879.91,1,109.26335888101107,23.02661781605229,399.18182373046875,cruise,,0.13145556561278227
P001833,PG001569,1,816.237,1160.451,344.214,806.237,1160.451,354.214,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194
P001833,PG001570,2,1170.451,1240.451,70.0,1160.451,1240.451,80.0,7,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194,1240.451,1,109.23623221905929,23.051522772323782,374.4444580078125,cruise,,8.285226213859545
P001833,PG001571,3,1270.451,1280.451,10.0,1260.451,1280.451,20.0,1,1260.451,1,109.23821519882411,23.050370015404727,374.4444580078125,cruise,,8.465602452601502,1280.451,1,109.24019817858893,23.049217258485672,374.4444580078125,cruise,,8.630410243637044
P001833,PG001572,4,1310.451,1320.451,10.0,1300.451,1320.451,20.0,1,1300.451,1,109.24218115835374,23.048064501566618,374.4444580078125,cruise,,8.777525417976648,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673
P001833,PG001573,5,1330.451,1430.451,100.0,1320.451,1430.451,110.0,10,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673,1430.451,1,109.25507052682508,23.040571581592758,374.4444580078125,cruise,,9.18012382128876
P001833,PG001574,6,1450.451,1879.91,429.459,1440.451,1879.91,439.459,44,1440.451,1,109.25606201670749,23.03999520313323,374.4444580078125,cruise,,9.166267592351389,1879.91,1,109.26335888101107,23.02661781605229,399.18182373046875,cruise,,0.13145556561278227
P001834,PG001575,1,780.494,1211.127,430.633,770.494,1211.127,440.633,44,770.494,1,109.26295177595573,23.02639103579084,399.18182373046875,cruise,,0.24045357705350057,1211.127,1,109.25651155176385,23.03973387689291,374.4444580078125,cruise,,9.15782972739845
P001834,PG001576,2,1231.127,1331.127,100.0,1221.127,1331.127,110.0,10,1221.127,1,109.25552006188144,23.040310255352438,374.4444580078125,cruise,,9.174655046349415,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927
P001834,PG001577,3,1341.127,1361.127,20.0,1331.127,1361.127,30.0,2,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927,1361.127,1,109.2416392035277,23.048379553785825,374.4444580078125,cruise,,8.739195204714264
P001834,PG001578,4,1381.127,1391.127,10.0,1371.127,1391.127,20.0,1,1371.127,1,109.24064771364527,23.048955932245352,374.4444580078125,cruise,,8.665387082132924,1391.127,1,109.23866473388046,23.050108689164407,374.4444580078125,cruise,,8.504404865982565
P001834,PG001579,5,1411.127,1421.127,10.0,1401.127,1421.127,20.0,1,1401.127,1,109.23767324399805,23.050685067623935,374.4444580078125,cruise,,8.417761271432298,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619
P001834,PG001580,6,1431.127,1491.127,60.0,1421.127,1491.127,70.0,6,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619,1491.127,1,109.22874983505635,23.05587247375968,374.4444580078125,cruise,,7.50002936564789
P001834,PG001581,7,1505.66,1851.242,345.581,1495.66,1851.242,355.581,36,1495.66,1,109.2283003,23.0561338,374.4444580078125,descend,S005,7.449024124688194,1851.242,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001835,PG001582,1,816.237,1160.451,344.214,806.237,1160.451,354.214,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194
P001835,PG001583,2,1170.451,1240.451,70.0,1160.451,1240.451,80.0,7,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194,1240.451,1,109.23623221905929,23.051522772323782,374.4444580078125,cruise,,8.285226213859545
P001835,PG001584,3,1270.451,1280.451,10.0,1260.451,1280.451,20.0,1,1260.451,1,109.23821519882411,23.050370015404727,374.4444580078125,cruise,,8.465602452601502,1280.451,1,109.24019817858893,23.049217258485672,374.4444580078125,cruise,,8.630410243637044
P001835,PG001585,4,1310.451,1320.451,10.0,1300.451,1320.451,20.0,1,1300.451,1,109.24218115835374,23.048064501566618,374.4444580078125,cruise,,8.777525417976648,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673
P001835,PG001586,5,1330.451,1430.451,100.0,1320.451,1430.451,110.0,10,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673,1430.451,1,109.25507052682508,23.040571581592758,374.4444580078125,cruise,,9.18012382128876
P001835,PG001587,6,1450.451,1879.91,429.459,1440.451,1879.91,439.459,44,1440.451,1,109.25606201670749,23.03999520313323,374.4444580078125,cruise,,9.166267592351389,1879.91,1,109.26335888101107,23.02661781605229,399.18182373046875,cruise,,0.13145556561278227
P001836,PG001588,1,780.494,1211.127,430.633,770.494,1211.127,440.633,44,770.494,1,109.26295177595573,23.02639103579084,399.18182373046875,cruise,,0.24045357705350057,1211.127,1,109.25651155176385,23.03973387689291,374.4444580078125,cruise,,9.15782972739845
P001836,PG001589,2,1231.127,1331.127,100.0,1221.127,1331.127,110.0,10,1221.127,1,109.25552006188144,23.040310255352438,374.4444580078125,cruise,,9.174655046349415,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927
P001836,PG001590,3,1341.127,1361.127,20.0,1331.127,1361.127,30.0,2,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927,1361.127,1,109.2416392035277,23.048379553785825,374.4444580078125,cruise,,8.739195204714264
P001836,PG001591,4,1381.127,1391.127,10.0,1371.127,1391.127,20.0,1,1371.127,1,109.24064771364527,23.048955932245352,374.4444580078125,cruise,,8.665387082132924,1391.127,1,109.23866473388046,23.050108689164407,374.4444580078125,cruise,,8.504404865982565
P001836,PG001592,5,1411.127,1421.127,10.0,1401.127,1421.127,20.0,1,1401.127,1,109.23767324399805,23.050685067623935,374.4444580078125,cruise,,8.417761271432298,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619
P001836,PG001593,6,1431.127,1491.127,60.0,1421.127,1491.127,70.0,6,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619,1491.127,1,109.22874983505635,23.05587247375968,374.4444580078125,cruise,,7.50002936564789
P001836,PG001594,7,1505.66,1851.242,345.581,1495.66,1851.242,355.581,36,1495.66,1,109.2283003,23.0561338,374.4444580078125,descend,S005,7.449024124688194,1851.242,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001840,PG001595,1,780.494,1211.127,430.633,770.494,1211.127,440.633,44,770.494,1,109.26295177595573,23.02639103579084,399.18182373046875,cruise,,0.24045357705350057,1211.127,1,109.25651155176385,23.03973387689291,374.4444580078125,cruise,,9.15782972739845
P001840,PG001596,2,1231.127,1331.127,100.0,1221.127,1331.127,110.0,10,1221.127,1,109.25552006188144,23.040310255352438,374.4444580078125,cruise,,9.174655046349415,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927
P001840,PG001597,3,1341.127,1361.127,20.0,1331.127,1361.127,30.0,2,1331.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927,1361.127,1,109.2416392035277,23.048379553785825,374.4444580078125,cruise,,8.739195204714264
P001840,PG001598,4,1381.127,1391.127,10.0,1371.127,1391.127,20.0,1,1371.127,1,109.24064771364527,23.048955932245352,374.4444580078125,cruise,,8.665387082132924,1391.127,1,109.23866473388046,23.050108689164407,374.4444580078125,cruise,,8.504404865982565
P001840,PG001599,5,1411.127,1421.127,10.0,1401.127,1421.127,20.0,1,1401.127,1,109.23767324399805,23.050685067623935,374.4444580078125,cruise,,8.417761271432298,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619
P001840,PG001600,6,1431.127,1491.127,60.0,1421.127,1491.127,70.0,6,1421.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619,1491.127,1,109.22874983505635,23.05587247375968,374.4444580078125,cruise,,7.50002936564789
P001840,PG001601,7,1505.66,1851.242,345.581,1495.66,1851.242,355.581,36,1495.66,1,109.2283003,23.0561338,374.4444580078125,descend,S005,7.449024124688194,1851.242,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001841,PG001602,1,816.237,1160.451,344.214,806.237,1160.451,354.214,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194
P001841,PG001603,2,1170.451,1240.451,70.0,1160.451,1240.451,80.0,7,1160.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194,1240.451,1,109.23623221905929,23.051522772323782,374.4444580078125,cruise,,8.285226213859545
P001841,PG001604,3,1270.451,1280.451,10.0,1260.451,1280.451,20.0,1,1260.451,1,109.23821519882411,23.050370015404727,374.4444580078125,cruise,,8.465602452601502,1280.451,1,109.24019817858893,23.049217258485672,374.4444580078125,cruise,,8.630410243637044
P001841,PG001605,4,1310.451,1320.451,10.0,1300.451,1320.451,20.0,1,1300.451,1,109.24218115835374,23.048064501566618,374.4444580078125,cruise,,8.777525417976648,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673
P001841,PG001606,5,1330.451,1430.451,100.0,1320.451,1430.451,110.0,10,1320.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673,1430.451,1,109.25507052682508,23.040571581592758,374.4444580078125,cruise,,9.18012382128876
P001841,PG001607,6,1450.451,1879.91,429.459,1440.451,1879.91,439.459,44,1440.451,1,109.25606201670749,23.03999520313323,374.4444580078125,cruise,,9.166267592351389,1879.91,1,109.26335888101107,23.02661781605229,399.18182373046875,cruise,,0.13145556561278227
P001853,PG001608,1,846.237,1220.451,374.214,836.237,1220.451,384.214,39,836.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1220.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194
P001853,PG001609,2,1230.451,1300.451,70.0,1220.451,1300.451,80.0,7,1220.451,1,109.2283003,23.0561338,374.4444580078125,cruise,,7.449024124688194,1300.451,1,109.23623221905929,23.051522772323782,374.4444580078125,cruise,,8.285226213859545
P001853,PG001610,3,1330.451,1340.451,10.0,1320.451,1340.451,20.0,1,1320.451,1,109.23821519882411,23.050370015404727,374.4444580078125,cruise,,8.465602452601502,1340.451,1,109.24019817858893,23.049217258485672,374.4444580078125,cruise,,8.630410243637044
P001853,PG001611,4,1370.451,1380.451,10.0,1360.451,1380.451,20.0,1,1360.451,1,109.24218115835374,23.048064501566618,374.4444580078125,cruise,,8.777525417976648,1380.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673
P001853,PG001612,5,1390.451,1490.451,100.0,1380.451,1490.451,110.0,10,1380.451,1,109.24416413811856,23.046911744647563,374.4444580078125,cruise,,8.90488242528673,1490.451,1,109.25507052682508,23.040571581592758,374.4444580078125,cruise,,9.18012382128876
P001853,PG001613,6,1510.451,1939.91,429.459,1500.451,1939.91,439.459,44,1500.451,1,109.25606201670749,23.03999520313323,374.4444580078125,cruise,,9.166267592351389,1939.91,1,109.26335888101107,23.02661781605229,399.18182373046875,cruise,,0.13145556561278227
P001854,PG001614,1,810.494,1241.127,430.633,800.494,1241.127,440.633,44,800.494,1,109.26295177595573,23.02639103579084,399.18182373046875,cruise,,0.24045357705350057,1241.127,1,109.25651155176385,23.03973387689291,374.4444580078125,cruise,,9.15782972739845
P001854,PG001615,2,1261.127,1361.127,100.0,1251.127,1361.127,110.0,10,1251.127,1,109.25552006188144,23.040310255352438,374.4444580078125,cruise,,9.174655046349415,1361.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927
P001854,PG001616,3,1371.127,1391.127,20.0,1361.127,1391.127,30.0,2,1361.127,1,109.24461367317492,23.046650418407243,374.4444580078125,cruise,,8.930803872151927,1391.127,1,109.2416392035277,23.048379553785825,374.4444580078125,cruise,,8.739195204714264
P001854,PG001617,4,1411.127,1421.127,10.0,1401.127,1421.127,20.0,1,1401.127,1,109.24064771364527,23.048955932245352,374.4444580078125,cruise,,8.665387082132924,1421.127,1,109.23866473388046,23.050108689164407,374.4444580078125,cruise,,8.504404865982565
P001854,PG001618,5,1441.127,1451.127,10.0,1431.127,1451.127,20.0,1,1431.127,1,109.23767324399805,23.050685067623935,374.4444580078125,cruise,,8.417761271432298,1451.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619
P001854,PG001619,6,1461.127,1521.127,60.0,1451.127,1521.127,70.0,6,1451.127,1,109.23569026423323,23.05183782454299,374.4444580078125,cruise,,8.2334997136619,1521.127,1,109.22874983505635,23.05587247375968,374.4444580078125,cruise,,7.50002936564789
P001854,PG001620,7,1535.66,1911.242,375.581,1525.66,1911.242,385.581,39,1525.66,1,109.2283003,23.0561338,374.4444580078125,descend,S005,7.449024124688194,1911.242,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001860,PG001621,1,838.033,1436.583,598.55,828.033,1436.583,608.55,61,828.033,1,109.20630707277982,23.034631313030875,571.7992553710938,cruise,,0.2062959363160104,1436.583,1,109.21077233847738,23.052874787898414,618.6133422851562,cruise,,7.3548325733435576
P001860,PG001622,2,1699.052,2042.301,343.249,1689.052,2042.301,353.249,35,1689.052,1,109.2283003,23.0561338,368.61334228515625,descend,S005,7.449426681473781,2042.301,1,109.22864677370096,23.049666539877542,326.410888671875,cruise,,8.718047169795412
P001861,PG001623,1,816.237,1160.636,344.399,806.237,1160.636,354.399,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.636,1,109.2283003,23.0561338,375.0,climb,S005,7.448985227112615
P001861,PG001624,2,1401.84,2004.388,602.547,1391.84,2004.388,612.547,62,1391.84,1,109.21105617017746,23.05292756134524,618.6133422851562,cruise,,7.363984951197821,2004.388,1,109.20618495281134,23.03476128017013,571.7992553710938,cruise,,0.16370578472555053
P001867,PG001625,1,816.237,1160.636,344.399,806.237,1160.636,354.399,36,806.237,1,109.22865736656061,23.049468814108916,326.410888671875,cruise,,8.759812436338933,1160.636,1,109.2283003,23.0561338,375.0,climb,S005,7.448985227112615
