task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000069,U01,A,BAT_A01,0.0,2176.2040179476107,2176.2040179476107,3.085653920531505,2176.2040179476107,3567.615150545601,1391.4111325979902,1,2,S008
R071595,U01,A,BAT_A01,4243.0,5435.470877312685,1192.470877312685,1.22307515767693,5435.470877312685,6288.803700641576,853.332823328891,1,1,S001
R000074,U02,A,BAT_A02,0.0,1691.5344862389493,1691.5344862389493,2.3382502154288844,1691.5344862389493,2867.0289929184046,1175.4945066794553,1,2,S009
R071593,U03,A,BAT_A03,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R071594,U04,A,BAT_A04,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R000255,U05,B,BAT_B01,0.0,1510.4000484846588,1510.4000484846588,1.824566933772147,1510.4000484846588,2967.7123864525893,1457.3123379679305,1,3,S013
R000234,U05,B,BAT_B03,1511.0,3065.5713591276817,1554.5713591276815,1.8210449428989823,3065.5713591276817,4521.357501050574,1455.7861419228925,1,3,S010
R000269,U05,B,BAT_B01,3066.0,4895.57299249031,1829.5729924903096,2.3109026130195294,4895.57299249031,6563.630791465439,1668.0577989751296,1,3,S015
R000215,U05,B,BAT_B03,4897.0,6802.888618492203,1905.888618492203,3.1580400807067988,6802.888618492203,8838.039320131815,2035.1507016396126,1,2,S008
R000241,U05,B,BAT_B01,6803.0,7992.630285736439,1189.630285736439,1.077171254529726,7992.630285736439,9126.07116269932,1133.4408769628812,1,3,S011
R000262,U06,B,BAT_B02,0.0,1868.5974513534843,1868.5974513534843,2.137304308171069,1868.5974513534843,3461.429318227614,1592.83186687413,1,3,S014
R000248,U06,B,BAT_B04,1869.0,3792.80003809751,1923.80003809751,2.7552342804549035,3792.80003809751,5653.401559627968,1860.6015215304583,1,3,S012
R005161,U06,B,BAT_B02,3793.0,6240.425004891301,2447.425004891301,3.1642022637423137,6240.425004891301,8278.245985846304,2037.8209809550026,2,2,S008>S006
R003841,U06,B,BAT_B04,6241.0,8272.652763374452,2031.652763374452,2.506530618927054,8272.652763374452,10025.482698242842,1752.8299348683902,2,3,S009>S002
R000636,U07,C,BAT_C01,0.0,1494.8632994307263,1494.8632994307263,2.48249384067321,1494.8632994307263,3000.5387146130543,1505.6754151823277,1,5,S006
R000438,U07,C,BAT_C03,1495.0,3056.4261775174655,1561.4261775174657,2.92626894731049,3056.4261775174655,4682.290684080723,1625.8645065632577,1,7,S001
R000575,U07,C,BAT_C01,3057.0,5362.184064967842,2305.184064967841,6.1769107423796425,5362.184064967842,7868.430724362328,2506.2466593944864,1,6,S004
R012646,U07,C,BAT_C03,5363.0,8349.620073751352,2986.620073751352,6.266222208564787,8349.620073751352,10880.055255237648,2530.4351814862966,2,7,S001>S003
R000660,U08,C,BAT_C02,0.0,1907.4812665020693,1907.4812665020693,3.410443405708377,1907.4812665020693,3664.476355548088,1756.9950890460188,1,5,S007
R000490,U08,C,BAT_C04,1908.0,4019.00675724525,2111.00675724525,6.181413550070367,4019.00675724525,6526.472927055975,2507.4661698107243,1,6,S002
R000543,U08,C,BAT_C02,4020.0,6455.809520857649,2435.8095208576483,6.203815391673846,6455.809520857649,8969.342856102649,2513.5333352449998,1,6,S003
R000606,U08,C,BAT_C04,6527.0,8407.044640635813,1880.0446406358128,4.2387743677705485,8407.044640635813,10388.379365240336,1981.3347246045237,1,6,S005
