task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000098,U01,A,BAT_A01,0.0,1612.0233919046514,1612.0233919046514,2.0252312019390644,1612.0233919046514,2697.090183575937,1085.0667916712853,1,2,S013
R000074,U01,A,BAT_A05,1638.0,3329.5344862389493,1691.5344862389493,2.3382502154288844,3329.5344862389493,4505.028992918405,1175.4945066794553,1,2,S009
R000025,U01,A,BAT_A02,3813.0,6075.276992828245,2262.276992828245,2.963542785453088,6075.276992828245,7431.41157529247,1356.1345824642253,1,2,S003
R002159,U02,A,BAT_A02,0.0,2037.7318095023973,2037.7318095023973,2.0548578013649084,2037.7318095023973,3131.357396563371,1093.6255870609737,2,3,S011>S007
R071594,U02,A,BAT_A04,2678.0,3870.470877312685,1192.470877312685,1.22307515767693,3870.470877312685,4723.803700641576,853.332823328891,1,1,S001
R001706,U02,A,BAT_A03,4032.0,6470.109506682558,2438.1095066825583,3.234563900698709,6470.109506682558,7904.539077995519,1434.4295713129604,2,2,S005>S008
R002170,U03,A,BAT_A03,0.0,2550.2814987903166,2550.2814987903166,3.395269867255972,2550.2814987903166,4031.1372382198197,1480.855739429503,2,2,S013>S007
R071595,U03,A,BAT_A06,2693.0,3885.470877312685,1192.470877312685,1.22307515767693,3885.470877312685,4738.803700641576,853.332823328891,1,1,S001
R071593,U04,A,BAT_A04,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R000086,U04,A,BAT_A01,3240.0,4463.535213534481,1223.5352135344808,1.194888093078244,4463.535213534481,5308.7251070904185,845.1898935559371,1,2,S011
R000203,U05,B,BAT_B01,0.0,1576.1902081524602,1576.1902081524602,1.878779072601222,1576.1902081524602,3056.994472946323,1480.8042647938628,1,2,S007
R000262,U05,B,BAT_B04,1577.0,3445.5974513534843,1868.5974513534843,2.137304308171069,3445.5974513534843,5038.429318227614,1592.83186687413,1,3,S014
R003841,U05,B,BAT_B01,3446.0,5477.652763374452,2031.652763374452,2.506530618927054,5477.652763374452,7230.482698242842,1752.8299348683902,2,3,S009>S002
R000269,U05,B,BAT_B04,5478.0,7307.57299249031,1829.5729924903096,2.3109026130195294,7307.57299249031,8975.630791465439,1668.0577989751296,1,3,S015
R000234,U06,B,BAT_B02,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010
R000248,U06,B,BAT_B03,1555.0,3478.80003809751,1923.80003809751,2.7552342804549035,3478.80003809751,5339.401559627968,1860.6015215304583,1,3,S012
R000215,U06,B,BAT_B02,3479.0,5384.888618492203,1905.888618492203,3.1580400807067988,5384.888618492203,7420.039320131816,2035.1507016396126,1,2,S008
R000217,U06,B,BAT_B03,5385.0,7290.888618492203,1905.888618492203,2.4985230980260456,7290.888618492203,9040.248627636822,1749.3600091446197,1,2,S008
R000280,U07,C,BAT_C01,0.0,1429.4261775174657,1429.4261775174657,2.1499433145188216,1429.4261775174657,2845.0358251996468,1415.609647682181,1,5,S001
R000490,U07,C,BAT_C03,1430.0,3541.00675724525,2111.00675724525,6.181413550070367,3541.00675724525,6048.472927055975,2507.4661698107243,1,6,S002
R000543,U07,C,BAT_C02,3674.0,6109.809520857649,2435.8095208576483,6.203815391673846,6109.809520857649,8623.342856102649,2513.5333352449998,1,6,S003
R000438,U08,C,BAT_C02,12.0,1573.4261775174657,1561.4261775174657,2.92626894731049,1573.4261775174657,3199.2906840807236,1625.8645065632577,1,7,S001
R000637,U08,C,BAT_C04,1582.0,3142.8632994307263,1560.8632994307263,2.5939758810401803,3142.8632994307263,4678.731767212442,1535.8684677817155,1,6,S006
R000575,U08,C,BAT_C01,3143.0,5448.184064967842,2305.184064967841,6.1769107423796425,5448.184064967842,7954.430724362328,2506.2466593944864,1,6,S004
R000604,U08,C,BAT_C04,5449.0,7263.044640635813,1814.0446406358128,4.004412978691258,7263.044640635813,9180.906489031362,1917.8618483955493,1,5,S005
