candidate_id,lon,lat,ground_height_m,agl_height_m,hover_absolute_height_m,horizontal_distance_m,max_dem_height_m,cruise_height_m,outbound_climb_m,outbound_descent_m,return_climb_m,return_descent_m,outbound_time_s,return_time_s,outbound_energy_kWh,return_energy_kWh,roundtrip_flight_energy_kWh,lead_time_s
RP055581,109.20125,23.02180555555556,536.7041625976562,20.0,556.7041625976562,3371.192302699823,536.7041625976562,586.7041625976562,459.00416259765626,30.0,30.0,459.00416259765626,349.4971941627356,385.2475410458736,0.112604245613727,0.074461228147774,0.187065473761501,559.4971941627356
RP055582,109.20125,23.02180555555556,536.7041625976562,40.0,576.7041625976562,3371.192302699823,536.7041625976562,586.7041625976562,459.00416259765626,10.0,10.0,459.00416259765626,342.8305274960689,380.2475410458736,0.112604245613727,0.07268301614931721,0.18528726176304422,552.830527496069
RP055589,109.20125,23.02180555555556,536.7041625976562,180.0,716.7041625976562,3371.192302699823,536.7041625976562,716.7041625976562,589.0041625976562,0.0,0.0,589.0041625976562,371.9971941627356,421.08087437920693,0.12416262360369613,0.07179391015008882,0.19595653375378497,581.9971941627356
RP055590,109.20125,23.02180555555556,536.7041625976562,200.0,736.7041625976562,3371.192302699823,536.7041625976562,736.7041625976562,609.0041625976562,0.0,0.0,609.0041625976562,376.9971941627356,427.7475410458736,0.1259408356021529,0.07179391015008882,0.19773474575224173,586.9971941627356
RP055599,109.20236111111112,23.02180555555556,502.3916931152344,80.0,582.3916931152344,3269.371059464508,502.3916931152344,582.3916931152344,454.6916931152344,0.0,0.0,454.6916931152344,331.6309939097758,369.52196833604535,0.11005240599969943,0.0696254947848923,0.17967790078459173,541.6309939097757
RP055606,109.20236111111112,23.02180555555556,502.3916931152344,220.0,722.3916931152344,3269.371059464508,502.3916931152344,722.3916931152344,594.6916931152343,0.0,0.0,594.6916931152343,366.6309939097758,416.188635002712,0.12249988998889695,0.0696254947848923,0.19212538477378927,576.6309939097757
RP055628,109.20458333333332,23.02180555555556,381.86865234375,60.0,441.86865234375,3068.2374843616035,381.86865234375,441.86865234375,314.16865234375,0.0,0.0,314.16865234375,283.0913287100444,309.27204973869027,0.0932750179312003,0.06534209457436749,0.1586171125055678,493.0913287100444
RP055644,109.20569444444445,23.02180555555556,354.5183410644531,80.0,434.5183410644531,2969.09511698926,354.5183410644531,434.5183410644531,306.81834106445314,0.0,0.0,306.81834106445314,274.644259732064,300.21245482076836,0.09051013211466069,0.06323072934328978,0.15374086145795046,484.644259732064
RP055648,109.20569444444445,23.02180555555556,354.5183410644531,160.0,514.5183410644531,2969.09511698926,354.5183410644531,514.5183410644531,386.81834106445314,0.0,0.0,386.81834106445314,294.644259732064,326.87912148743504,0.09762298010848786,0.06323072934328978,0.16085370945177763,504.644259732064
RP055677,109.20791666666666,23.02180555555556,321.4038391113281,140.0,461.4038391113281,2774.168324186297,321.4038391113281,461.4038391113281,333.70383911132814,0.0,0.0,333.70383911132814,268.3705147235852,296.1791679828625,0.08874931913961404,0.05907951060767114,0.14782882974728517,478.3705147235852
RP055682,109.20791666666666,23.02180555555556,321.4038391113281,240.0,561.4038391113281,2774.168324186297,321.4038391113281,561.4038391113281,433.70383911132814,0.0,0.0,433.70383911132814,293.3705147235852,329.5125013161959,0.09764037913189799,0.05907951060767114,0.15671988973956913,503.3705147235852
RP055692,109.20902777777778,23.02180555555556,311.3578491210937,140.0,451.3578491210937,2678.6282711142926,311.3578491210937,451.3578491210937,323.6578491210937,0.0,0.0,323.6578491210937,259.4896803545596,286.4611677813174,0.08582147486437817,0.05704486132928586,0.14286633619366404,469.4896803545596
RP055697,109.20902777777778,23.02180555555556,311.3578491210937,240.0,551.3578491210938,2678.6282711142926,311.3578491210937,551.3578491210938,423.65784912109376,0.0,0.0,423.65784912109376,284.4896803545596,319.79450111465076,0.09471253485666212,0.05704486132928586,0.15175739618594797,494.4896803545596
RP055701,109.21013888888888,23.02180555555556,289.88922119140625,20.0,309.88922119140625,2584.560683928526,297.4815673828125,347.4815673828125,219.7815673828125,37.59234619140625,37.59234619140625,219.7815673828125,239.7802195047403,254.96265460402412,0.07458248112868793,0.05838392817308509,0.132966409301773,449.78021950474033
