task_id,uav_id,uav_type,battery_id,start_time_s,end_time_s,duration_s,energy_kWh,charge_start_s,charge_end_s,charge_duration_s,n_stops,n_boxes,visit_order
R000054,U01,A,BAT_A01,0.0,1312.6149834599576,1312.6149834599576,1.2673398458663825,1312.6149834599576,2178.7353833769125,866.120399916955,1,2,S006
R000025,U01,A,BAT_A02,2069.0,4331.276992828245,2262.276992828245,2.963542785453088,4331.276992828245,5687.41157529247,1356.1345824642253,1,2,S003
R000086,U02,A,BAT_A02,0.0,1223.5352135344808,1223.5352135344808,1.194888093078244,1223.5352135344808,2068.725107090418,845.1898935559371,1,2,S011
R001706,U02,A,BAT_A06,1224.0,3662.1095066825583,2438.1095066825583,3.234563900698709,3662.1095066825583,5096.539077995519,1434.4295713129604,2,2,S005>S008
R000074,U02,A,BAT_A01,3668.0,5359.534486238949,1691.5344862389493,2.3382502154288844,5359.534486238949,6535.028992918405,1175.4945066794553,1,2,S009
R002243,U03,A,BAT_A03,0.0,2481.260085706776,2481.260085706776,3.1789390056137243,2481.260085706776,3899.6202428840743,1418.360157177298,2,3,S008>S011
R071593,U03,A,BAT_A04,3668.0,4860.470877312685,1192.470877312685,1.22307515767693,4860.470877312685,5713.803700641576,853.332823328891,1,1,S001
R071594,U04,A,BAT_A04,0.0,1192.470877312685,1192.470877312685,1.22307515767693,1192.470877312685,2045.803700641576,853.332823328891,1,1,S001
R071595,U04,A,BAT_A05,1193.0,2385.470877312685,1192.470877312685,1.22307515767693,2385.470877312685,3238.803700641576,853.332823328891,1,1,S001
R000234,U05,B,BAT_B01,0.0,1554.5713591276815,1554.5713591276815,1.8210449428989823,1554.5713591276815,3010.357501050574,1455.7861419228925,1,3,S010
R000248,U05,B,BAT_B04,1555.0,3478.80003809751,1923.80003809751,2.7552342804549035,3478.80003809751,5339.401559627968,1860.6015215304583,1,3,S012
R000215,U05,B,BAT_B02,3479.0,5384.888618492203,1905.888618492203,3.1580400807067988,5384.888618492203,7420.039320131816,2035.1507016396126,1,2,S008
R003841,U05,B,BAT_B04,5385.0,7416.652763374452,2031.652763374452,2.506530618927054,7416.652763374452,9169.482698242842,1752.8299348683902,2,3,S009>S002
R000255,U06,B,BAT_B02,0.0,1510.4000484846588,1510.4000484846588,1.824566933772147,1510.4000484846588,2967.7123864525893,1457.3123379679305,1,3,S013
R000262,U06,B,BAT_B03,1511.0,3379.5974513534843,1868.5974513534843,2.137304308171069,3379.5974513534843,4972.429318227614,1592.83186687413,1,3,S014
R000269,U06,B,BAT_B01,3380.0,5209.57299249031,1829.5729924903096,2.3109026130195294,5209.57299249031,6877.630791465439,1668.0577989751296,1,3,S015
R000199,U06,B,BAT_B03,5210.0,6786.19020815246,1576.1902081524602,1.5529827173571036,6786.19020815246,8125.816052340539,1339.6258441880782,1,2,S007
R000438,U07,C,BAT_C01,0.0,1561.4261775174657,1561.4261775174657,2.92626894731049,1561.4261775174657,3187.2906840807236,1625.8645065632577,1,7,S001
R000657,U07,C,BAT_C04,1562.0,3337.4812665020695,1775.4812665020695,3.188278340107001,3337.4812665020695,5034.306650281049,1696.8253837789794,1,3,S007
R000575,U07,C,BAT_C01,3338.0,5643.184064967842,2305.184064967841,6.1769107423796425,5643.184064967842,8149.430724362328,2506.2466593944864,1,6,S004
R000604,U07,C,BAT_C04,5644.0,7458.044640635813,1814.0446406358128,4.004412978691258,7458.044640635813,9375.906489031362,1917.8618483955493,1,5,S005
R000619,U08,C,BAT_C02,0.0,1428.8632994307263,1428.8632994307263,2.404206826670654,1428.8632994307263,2913.3359816540287,1484.4726822233022,1,4,S006
R000490,U08,C,BAT_C03,1429.0,3540.00675724525,2111.00675724525,6.181413550070367,3540.00675724525,6047.472927055975,2507.4661698107243,1,6,S002
R000543,U08,C,BAT_C02,3541.0,5976.809520857649,2435.8095208576483,6.203815391673846,5976.809520857649,8490.342856102649,2513.5333352449998,1,6,S003
R000280,U08,C,BAT_C03,6048.0,7477.4261775174655,1429.4261775174657,2.1499433145188216,7477.4261775174655,8893.035825199646,1415.609647682181,1,5,S001
