task_id,uav_type,n_stops,visit_order,duration_s,energy_kWh,latest_start_s,direct_time_s,outage_time_s,outage_ratio,gap_count,max_gap_s,min_margin_db,needs_relay
R005533,B,2,S009>S007,2280.055397024981,2.752899468498276,9798.0,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005534,B,2,S007>S009,2340.0553970249816,2.9057528772688355,8928.7,1455.8141225391996,884.2412744857821,0.377871940813862,2,476.6402890618958,-3.219817883004424,1
R005535,B,2,S009>S007,2340.055397024981,2.8971876210130274,9738.0,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005536,B,2,S007>S009,2340.0553970249816,3.1689715538748704,8928.7,1455.8141225391996,884.2412744857821,0.377871940813862,2,476.6402890618958,-3.219817883004424,1
R005537,B,2,S009>S007,2340.055397024981,3.0711637494545503,9738.0,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005538,B,2,S007>S009,2280.0553970249816,2.926954309198157,2564.3,1425.8141225391996,854.2412744857821,0.3746581226054406,2,446.6402890618958,-3.219817883004424,1
R005539,B,2,S009>S007,2280.055397024981,3.074491135252499,1830.4,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005540,B,2,S007>S009,2280.0553970249816,2.775499359425832,2564.3,1425.8141225391996,854.2412744857821,0.3746581226054406,2,446.6402890618958,-3.219817883004424,1
R005541,B,2,S009>S007,2280.055397024981,2.953199596406985,1830.4,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005542,B,2,S007>S009,2340.0553970249816,3.049334713076262,2534.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,476.6402890618958,-3.219817883004424,1
R005543,B,2,S009>S007,2340.055397024981,3.170784493369573,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005544,B,2,S007>S009,2340.0553970249816,2.9555465717597458,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005545,B,2,S007>S009,2280.0553970249816,2.7405581397450933,2564.3,1425.8141225391996,854.2412744857821,0.3746581226054406,2,446.6402890618958,-3.219817883004424,1
R005546,B,2,S009>S007,2280.055397024981,2.7000861902852273,1830.4,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005547,B,2,S007>S009,2280.0553970249816,2.9229999961372366,2564.3,1425.8141225391996,854.2412744857821,0.3746581226054406,2,446.6402890618958,-3.219817883004424,1
R005548,B,2,S009>S007,2280.055397024981,2.8007655742789135,1830.4,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005549,B,2,S009>S007,2340.055397024981,3.0183504712415017,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005550,B,2,S007>S009,2280.0553970249816,2.64042089570549,2564.3,1425.8141225391996,854.2412744857821,0.3746581226054406,2,446.6402890618958,-3.219817883004424,1
R005551,B,2,S009>S007,2280.055397024981,2.643568797046732,1830.4,1441.140349844459,838.9150471805222,0.3679362564063748,2,436.26000388685566,-3.219817883004424,1
R005552,B,2,S007>S009,2340.0553970249816,2.822521301472687,2534.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,476.6402890618958,-3.219817883004424,1
R005553,B,2,S009>S007,2340.055397024981,2.745364167049779,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005554,B,2,S007>S009,2340.0553970249816,3.0454589194967507,2534.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,476.6402890618958,-3.219817883004424,1
R005555,B,2,S009>S007,2340.055397024981,2.8684968075266832,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,466.26000388685566,-3.219817883004424,1
R005556,B,2,S007>S009,2340.0553970249816,2.702092409811646,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005557,B,2,S009>S007,2340.055397024981,2.780729449701127,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,436.26000388685566,-3.219817883004424,1
R005558,B,2,S007>S009,2340.0553970249816,2.8625355662487006,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005559,B,2,S009>S007,2340.055397024981,2.941750400783162,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,436.26000388685566,-3.219817883004424,1
R005560,B,2,S007>S009,2340.0553970249816,3.10304720847115,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005561,B,2,S009>S007,2340.055397024981,3.115726529224685,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,436.26000388685566,-3.219817883004424,1
R005562,B,2,S007>S009,2340.0553970249816,2.72873316015617,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005563,B,2,S009>S007,2340.055397024981,2.842740225032961,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,436.26000388685566,-3.219817883004424,1
R005564,B,2,S007>S009,2340.0553970249816,3.0061174020561277,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005565,B,2,S007>S009,2340.0553970249816,2.8320339373816257,2504.3,1455.8141225391996,884.2412744857821,0.377871940813862,2,446.6402890618958,-3.219817883004424,1
R005566,B,2,S009>S007,2340.055397024981,3.0882006438084755,1770.4,1471.140349844459,868.9150471805222,0.3713224260781233,2,436.26000388685566,-3.219817883004424,1
R005567,B,2,S007>S010,2321.557645722134,2.8964374007951927,,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005568,B,2,S010>S007,2321.557645722134,2.869143392980704,,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005569,B,2,S007>S010,2321.557645722134,3.1189293139970835,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005570,B,2,S010>S007,2321.557645722134,2.975813240691634,2605.2,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005571,B,2,S007>S010,2321.557645722134,2.773981585985934,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005572,B,2,S010>S007,2321.557645722134,2.8070055150292506,2605.2,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005573,B,2,S007>S010,2321.557645722134,2.9266303230121578,,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005574,B,2,S010>S007,2321.557645722134,2.928915760907322,,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005575,B,2,S007>S010,2321.557645722134,3.1632788555172326,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005576,B,2,S010>S007,2321.557645722134,3.0505060149663663,2605.2,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005577,B,2,S007>S010,2321.557645722134,2.795935594960059,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005578,B,2,S010>S007,2321.557645722134,2.8580944585578987,2605.2,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005579,B,2,S007>S010,2381.557645722134,3.032737199219364,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,384.6024919648753,-1.6558195701998244,1
R005580,B,2,S010>S007,2381.557645722134,2.983713850295091,2545.2,1638.6095576081314,742.9480881140028,0.3119588935621697,2,390.62671634769504,-1.6558195701998244,1
R005581,B,2,S010>S007,2381.557645722134,3.1328380262113473,2545.2,1638.6095576081314,742.9480881140028,0.3119588935621697,2,390.62671634769504,-1.6558195701998244,1
R005582,B,2,S007>S010,2321.557645722134,3.0440877195407974,2564.3,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005583,B,2,S010>S007,2321.557645722134,3.1696267551094683,1788.9,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005584,B,2,S007>S010,2321.557645722134,2.88144764493718,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005585,B,2,S010>S007,2321.557645722134,3.0651365702908535,1788.9,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005586,B,2,S007>S010,2381.557645722134,3.1763190350267907,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,384.6024919648753,-1.6558195701998244,1
R005587,B,2,S007>S010,2381.557645722134,3.061494857271094,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005588,B,2,S007>S010,2321.557645722134,2.8576915500877336,2564.3,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005589,B,2,S010>S007,2321.557645722134,2.7963971666246685,1788.9,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005590,B,2,S007>S010,2321.557645722134,3.06239473604129,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005591,B,2,S010>S007,2321.557645722134,2.8843185382145213,1788.9,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005592,B,2,S010>S007,2381.557645722134,3.071140734278117,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,390.62671634769504,-1.6558195701998244,1
R005593,B,2,S007>S010,2321.557645722134,2.7463691812168376,1748.2,1609.8278926986068,711.7297530235272,0.3065742323198438,2,357.1272610586519,-1.6558195701998244,1
R005594,B,2,S010>S007,2321.557645722134,2.745993413459475,1788.9,1608.6095576081314,712.9480881140028,0.30709902441049924,2,360.62671634769504,-1.6558195701998244,1
R005595,B,2,S007>S010,2381.557645722134,2.9495056234232155,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,384.6024919648753,-1.6558195701998244,1
R005596,B,2,S010>S007,2381.557645722134,2.836131318632158,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,390.62671634769504,-1.6558195701998244,1
R005597,B,2,S010>S007,2381.557645722134,2.942801166343088,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,390.62671634769504,-1.6558195701998244,1
R005598,B,2,S007>S010,2381.557645722134,2.808040695322994,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005599,B,2,S010>S007,2381.557645722134,2.8868017724152386,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,382.3213717663077,-1.6558195701998244,1
R005600,B,2,S007>S010,2381.557645722134,2.9796689765913413,2504.3,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005601,B,2,S010>S007,2381.557645722134,3.036746875006447,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,382.3213717663077,-1.6558195701998244,1
R005602,B,2,S010>S007,2381.557645722134,3.185871050922703,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,382.3213717663077,-1.6558195701998244,1
R005603,B,2,S007>S010,2381.557645722134,2.8346814456675182,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005604,B,2,S010>S007,2381.557645722134,2.950861635276744,1728.9,1638.6095576081314,742.9480881140028,0.3119588935621697,2,382.3213717663077,-1.6558195701998244,1
R005605,B,2,S007>S010,2381.557645722134,3.1232508123987683,2504.3,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005606,B,2,S007>S010,2381.557645722134,2.9379822228929737,1688.2,1639.8278926986068,741.7297530235272,0.31144732287117094,2,387.1272610586519,-1.6558195701998244,1
R005607,B,2,S007>S011,1808.0562893174126,1.7426385555685602,,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005608,B,2,S011>S007,1808.0562893174126,1.685524312187013,,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005609,B,2,S007>S011,1808.0562893174126,1.886613158568334,9274.6,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005610,B,2,S011>S007,1808.0562893174126,1.7480967475679696,9983.0,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005611,B,2,S007>S011,1808.0562893174126,1.6604241393409371,9274.6,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005612,B,2,S011>S007,1808.0562893174126,1.6491533632230102,9983.0,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005613,B,2,S007>S011,1808.0562893174126,1.7728314777855256,,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005614,B,2,S011>S007,1808.0562893174126,1.714705272305086,,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005615,B,2,S007>S011,1808.0562893174126,1.930962700088483,9274.6,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005616,B,2,S011>S007,1808.0562893174126,1.7860741034446865,9983.0,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005617,B,2,S007>S011,1808.0562893174126,1.6823781483150624,9274.6,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005618,B,2,S011>S007,1808.0562893174126,1.6732149696343084,9983.0,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005619,B,2,S007>S011,1868.0562893174126,1.8440561126392783,9214.6,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005620,B,2,S011>S007,1868.0562893174126,1.7468541061188965,9923.0,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005621,B,2,S007>S011,1868.0562893174126,2.0376191434562516,9214.6,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005622,B,2,S011>S007,1868.0562893174126,1.8344556904284008,9923.0,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005623,B,2,S007>S011,1808.0562893174126,1.890288874314165,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005624,B,2,S011>S007,1808.0562893174126,1.8298453458856714,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005625,B,2,S007>S011,1808.0562893174126,2.1091087365869967,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005626,B,2,S011>S007,1808.0562893174126,1.9389238366407426,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005627,B,2,S007>S011,1808.0562893174126,1.7678901982921833,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005628,B,2,S011>S007,1808.0562893174126,1.7685053951530159,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005629,B,2,S007>S011,1868.0562893174126,1.9876379484467053,2534.3,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005630,B,2,S011>S007,1868.0562893174126,1.8782269328693857,2242.4,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005631,B,2,S007>S011,1868.0562893174126,1.9479374106260967,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005632,B,2,S011>S007,1868.0562893174126,1.9699895789884998,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005633,B,2,S007>S011,1808.0562893174126,1.7038927048611014,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005634,B,2,S011>S007,1808.0562893174126,1.6491192325327138,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005635,B,2,S007>S011,1808.0562893174126,1.8300785806125404,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005636,B,2,S011>S007,1808.0562893174126,1.7006384156104366,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005637,B,2,S007>S011,1868.0562893174126,2.097758550176679,2534.3,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005638,B,2,S011>S007,1868.0562893174126,1.8103599533268062,2242.4,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005639,B,2,S007>S011,1808.0562893174126,1.6328117345718407,2564.3,1440.1871255894898,367.8691637279227,0.2034611233629251,1,367.8691637279227,-1.2114589415920705,1
R005640,B,2,S011>S007,1808.0562893174126,1.619666192042048,2302.4,1448.6576399294756,359.398649387937,0.1987762502259369,1,359.398649387937,-1.2114589415920705,1
R005641,B,2,S007>S011,1868.0562893174126,1.7608245368431297,2534.3,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005642,B,2,S011>S007,1868.0562893174126,1.672387051192596,2242.4,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005643,B,2,S007>S011,1868.0562893174126,1.9141065090781315,2534.3,1500.1871255894898,367.8691637279227,0.19692616642849772,1,367.8691637279227,-1.2114589415920705,1
R005644,B,2,S011>S007,1868.0562893174126,1.7349594865735527,2242.4,1508.6576399294756,359.398649387937,0.19239176648111667,1,359.398649387937,-1.2114589415920705,1
R005645,B,2,S007>S011,1868.0562893174126,1.6944832486779968,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005646,B,2,S011>S007,1868.0562893174126,1.6865971756618672,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005647,B,2,S007>S011,1868.0562893174126,1.8258701313647088,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005648,B,2,S011>S007,1868.0562893174126,1.7665887957267994,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005649,B,2,S007>S011,1868.0562893174126,2.0101257929464538,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005650,B,2,S011>S007,1868.0562893174126,1.8541903800363035,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005651,B,2,S007>S011,1868.0562893174126,1.7211239990225213,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005652,B,2,S011>S007,1868.0562893174126,1.7162174779020936,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005653,B,2,S007>S011,1868.0562893174126,1.9694519671721358,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005654,B,2,S011>S007,1868.0562893174126,1.9072689917125165,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005655,B,2,S007>S011,1868.0562893174126,1.8244247762479768,2504.3,1470.1871255894898,397.8691637279227,0.21298563967432907,1,397.8691637279227,-1.2114589415920705,1
R005656,B,2,S011>S007,1868.0562893174126,1.831868524959263,2242.4,1478.6576399294756,389.398649387937,0.20845123972694804,1,389.398649387937,-1.2114589415920705,1
R005657,B,2,S007>S013,2259.8748559332953,2.8135419686822294,,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005658,B,2,S013>S007,2259.8748559332953,2.787715241619231,,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005659,B,2,S007>S013,2259.8748559332953,3.028497779163381,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005660,B,2,S013>S007,2259.8748559332953,2.8950230185732826,2627.3,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005661,B,2,S007>S013,2259.8748559332953,2.6949822026816683,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005662,B,2,S013>S007,2259.8748559332953,2.7254391693432938,2627.3,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005663,B,2,S007>S013,2259.8748559332953,2.8437348908991944,,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005664,B,2,S013>S007,2259.8748559332953,2.8458211292025295,,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005665,B,2,S007>S013,2259.8748559332953,3.0728473206835303,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005666,B,2,S013>S007,2259.8748559332953,2.9682687175157376,2627.3,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005667,B,2,S007>S013,2259.8748559332953,2.7169362116557934,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005668,B,2,S013>S007,2259.8748559332953,2.774733942519286,2627.3,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005669,B,2,S007>S013,2319.8748559332953,2.9464879141757607,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,355.6567512116468,-1.7816933802026682,1
R005670,B,2,S013>S007,2319.8748559332953,2.9009596991037387,2567.3,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005671,B,2,S013>S007,2319.8748559332953,3.0513460963990875,2567.3,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005672,B,2,S007>S013,2259.8748559332953,2.961192287427834,2564.3,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005673,B,2,S013>S007,2259.8748559332953,3.0798510841047664,1850.6,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005674,B,2,S007>S013,2259.8748559332953,2.802448261632914,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005675,B,2,S013>S007,2259.8748559332953,2.9745999130524527,1850.6,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005676,B,2,S007>S013,2319.8748559332953,3.0900697499831873,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,355.6567512116468,-1.7816933802026682,1
R005677,B,2,S013>S007,2319.8748559332953,3.1629284629881163,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005678,B,2,S007>S013,2319.8748559332953,2.9824954739668277,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
R005679,B,2,S007>S013,2259.8748559332953,2.7747961179747707,2564.3,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005680,B,2,S013>S007,2259.8748559332953,2.716934591755864,1850.6,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005681,B,2,S007>S013,2259.8748559332953,2.9719632012075876,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005682,B,2,S013>S007,2259.8748559332953,2.805218195700002,1850.6,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005683,B,2,S013>S007,2319.8748559332953,2.9935467456356655,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005684,B,2,S007>S013,2259.8748559332953,2.6673697979125714,1787.8,1589.9304746817825,669.9443812515129,0.29645198250362215,2,355.6567512116468,-1.7816933802026682,1
R005685,B,2,S013>S007,2259.8748559332953,2.6665651949138183,1850.6,1596.4579869701106,663.4168689631847,0.2935635427870643,2,354.23141381265236,-1.7816933802026682,1
R005686,B,2,S007>S013,2319.8748559332953,2.863256338379612,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,355.6567512116468,-1.7816933802026682,1
R005687,B,2,S013>S007,2319.8748559332953,2.7567877086377326,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005688,B,2,S007>S013,2319.8748559332953,3.104664554570931,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,355.6567512116468,-1.7816933802026682,1
R005689,B,2,S013>S007,2319.8748559332953,2.8640954855917835,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,354.23141381265236,-1.7816933802026682,1
R005690,B,2,S007>S013,2319.8748559332953,2.729041312018728,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
R005691,B,2,S013>S007,2319.8748559332953,2.8024364004420574,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,384.23141381265236,-1.7816933802026682,1
R005692,B,2,S007>S013,2319.8748559332953,2.896773544478378,2504.3,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
R005693,B,2,S013>S007,2319.8748559332953,2.9506377354677875,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,384.23141381265236,-1.7816933802026682,1
R005694,B,2,S007>S013,2319.8748559332953,3.1520104135415012,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
R005695,B,2,S013>S007,2319.8748559332953,3.1010241327631363,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,384.23141381265236,-1.7816933802026682,1
R005696,B,2,S007>S013,2319.8748559332953,2.755682062363252,1727.8,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
R005697,B,2,S013>S007,2319.8748559332953,2.8642650957652034,1790.6,1626.4579869701106,693.4168689631847,0.2989027046824128,2,384.23141381265236,-1.7816933802026682,1
R005698,B,2,S007>S013,2319.8748559332953,3.0403553802858045,2504.3,1619.9304746817825,699.9443812515129,0.30171643934212233,2,385.6567512116468,-1.7816933802026682,1
