task_id,uav_type,n_stops,visit_order,duration_s,energy_kWh,latest_start_s,direct_time_s,outage_time_s,outage_ratio,gap_count,max_gap_s,min_margin_db,needs_relay
R000062,A,1,S007,1727.3175960060048,1.843878826796971,2458.7,1299.6187980030022,427.6987980030025,0.24760866154084823,1,427.6987980030025,-1.2114589415920705,1
R000063,A,1,S007,1727.3175960060048,1.9050984660637973,2458.7,1299.6187980030022,427.6987980030025,0.24760866154084823,1,427.6987980030025,-1.2114589415920705,1
R000064,A,1,S008,2116.2040179476107,3.052115105935034,,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000065,A,1,S008,2116.2040179476107,3.0736515722950584,,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000066,A,1,S008,2116.2040179476107,3.1579220394720044,5891.7,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000067,A,1,S008,2176.2040179476107,3.320471468312056,5831.7,1285.608675640472,890.5953423071386,0.40924257788433993,1,890.5953423071386,-6.237413833707706,1
R000068,A,1,S008,2116.2040179476107,3.02641678013471,5891.7,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000069,A,1,S008,2176.2040179476107,3.085653920531505,5831.7,1285.608675640472,890.5953423071386,0.40924257788433993,1,890.5953423071386,-6.237413833707706,1
R000070,A,1,S008,2176.2040179476107,3.1120924140464856,5831.7,1285.608675640472,890.5953423071386,0.40924257788433993,1,890.5953423071386,-6.237413833707706,1
R000071,A,1,S008,2176.2040179476107,3.2115535787540317,5831.7,1285.608675640472,890.5953423071386,0.40924257788433993,1,890.5953423071386,-6.237413833707706,1
R000072,A,1,S009,1631.5344862389493,2.164472663159292,,1108.2772431194746,523.2572431194747,0.32071479183115476,1,523.2572431194747,-3.209010330240588,1
R000073,A,1,S009,1631.5344862389493,2.223769974851195,9732.6,1108.2772431194746,523.2572431194747,0.32071479183115476,1,523.2572431194747,-3.209010330240588,1
R000074,A,1,S009,1691.5344862389493,2.3382502154288844,9672.6,1138.2772431194746,553.2572431194747,0.32707417295973507,1,553.2572431194747,-3.209010330240588,1
