task_id,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,end_SOC,has_hard_deadline,uav_type,n_stops,visit_order,duration_s,energy_kWh,latest_start_s,direct_time_s,outage_time_s,outage_ratio,gap_count,max_gap_s,min_margin_db,needs_relay
R000254,医疗:1|饮水:1,2,17.0,0.039,0.59094,True,B,1,S013,1450.4000484846588,1.6362383838364838,2597.3,1082.3333575756628,368.066690908996,0.2537690834287703,1,368.066690908996,-1.7783987710747056,1
R000255,医疗:1|饮水:1|食品:1,3,25.0,0.067,0.543858,True,B,1,S013,1510.4000484846588,1.824566933772147,2537.3,1112.3333575756628,398.066690908996,0.2635505019404395,1,398.066690908996,-1.7783987710747056,1
R000256,食品:1,1,8.0,0.028,0.554502,False,B,1,S014,1748.5974513534843,1.7819938276124847,,1201.175392343409,547.4220590100754,0.3130635118942606,1,547.4220590100754,-2.7488069776422748,1
R000257,饮水:1,1,14.0,0.027,0.533405,True,B,1,S014,1748.5974513534843,1.86637824207281,2478.1,1201.175392343409,547.4220590100754,0.3130635118942606,1,547.4220590100754,-2.7488069776422748,1
R000258,饮水:1|食品:1,2,22.0,0.055,0.489309,True,B,1,S014,1808.5974513534843,2.042762783388696,2418.1,1231.175392343409,577.4220590100754,0.3192651071016135,1,577.4220590100754,-2.7488069776422748,1
R000259,医疗:1,1,3.0,0.012,0.566163,True,B,1,S014,1748.5974513534843,1.7353480584036631,2478.1,1201.175392343409,547.4220590100754,0.3130635118942606,1,547.4220590100754,-2.7488069776422748,1
R000260,医疗:1|食品:1,2,11.0,0.04,0.544982,True,B,1,S014,1808.5974513534843,1.8200728549163372,2418.1,1231.175392343409,577.4220590100754,0.3192651071016135,1,577.4220590100754,-2.7488069776422748,1
R000261,医疗:1|饮水:1,2,17.0,0.039,0.519436,True,B,1,S014,1808.5974513534843,1.9222555499361291,2418.1,1231.175392343409,577.4220590100754,0.3192651071016135,1,577.4220590100754,-2.7488069776422748,1
R000262,医疗:1|饮水:1|食品:1,3,25.0,0.067,0.465674,True,B,1,S014,1868.5974513534843,2.137304308171069,2358.1,1261.175392343409,607.4220590100754,0.325068440273265,1,607.4220590100754,-2.7488069776422748,1
R000263,食品:1,1,8.0,0.028,0.519923,False,B,1,S015,1709.5729924903098,1.9203083492730608,,1186.9464962451548,522.6264962451551,0.3057058683898911,1,522.6264962451551,-3.666371127136273,1
R000264,饮水:1,1,14.0,0.027,0.496866,True,B,1,S015,1709.5729924903098,2.0125352220117474,9701.8,1186.9464962451548,522.6264962451551,0.3057058683898911,1,522.6264962451551,-3.666371127136273,1
R000265,饮水:1|食品:1,2,22.0,0.055,0.448361,True,B,1,S015,1769.5729924903098,2.206555701255996,9641.8,1216.9464962451548,552.6264962451551,0.3122936994350524,1,552.6264962451551,-3.666371127136273,1
R000266,医疗:1,1,3.0,0.012,0.532553,True,B,1,S015,1709.5729924903098,1.8697882632867584,6101.8,1186.9464962451548,522.6264962451551,0.3057058683898911,1,522.6264962451551,-3.666371127136273,1
R000267,医疗:1|食品:1,2,11.0,0.04,0.509538,True,B,1,S015,1769.5729924903098,1.9618462768634837,6041.8,1216.9464962451548,552.6264962451551,0.3122936994350524,1,552.6264962451551,-3.666371127136273,1
R000268,医疗:1|饮水:1,2,17.0,0.039,0.481532,True,B,1,S015,1769.5729924903098,2.0738719890423383,6041.8,1216.9464962451548,552.6264962451551,0.3122936994350524,1,552.6264962451551,-3.666371127136273,1
R000269,医疗:1|饮水:1|食品:1,3,25.0,0.067,0.422274,True,B,1,S015,1829.5729924903096,2.3109026130195294,5981.8,1246.9464962451548,582.6264962451551,0.3184494407365061,1,582.6264962451551,-3.666371127136273,1
R000270,卫生:1,1,6.0,0.035,0.754871,False,C,1,S001,1165.4261775174657,1.9610302993820032,,1165.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000271,卫生:2,2,12.0,0.07,0.751972,False,C,1,S001,1231.4261775174657,1.9842276699516657,,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000272,食品:1,1,8.0,0.028,0.75401,False,C,1,S001,1165.4261775174657,1.967917243457357,,1165.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000273,食品:1|卫生:1,2,14.0,0.063,0.750804,False,C,1,S001,1231.4261775174657,1.9935711338639848,,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000274,食品:1|卫生:2,3,20.0,0.098,0.746723,False,C,1,S001,1297.4261775174657,2.0262125182201034,,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000275,食品:2,2,16.0,0.056,0.74954,False,C,1,S001,1231.4261775174657,2.0036835943639915,,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000276,食品:2|卫生:1,3,22.0,0.091,0.745169,False,C,1,S001,1297.4261775174657,2.0386471676995974,,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000277,食品:2|卫生:2,4,28.0,0.126,0.739891,False,C,1,S001,1363.4261775174657,2.0808737955528014,,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000278,食品:3,3,24.0,0.084,0.743514,False,C,1,S001,1297.4261775174657,2.051884964949765,,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000279,食品:3|卫生:1,4,30.0,0.119,0.737914,False,C,1,S001,1363.4261775174657,2.096690530944877,,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000280,食品:3|卫生:2,5,36.0,0.154,0.731257,False,C,1,S001,1429.4261775174657,2.1499433145188216,,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000281,饮水:1,1,14.0,0.027,0.750804,True,C,1,S001,1165.4261775174657,1.9935711338639848,2747.1,1165.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000282,饮水:1|卫生:1,2,20.0,0.062,0.746723,True,C,1,S001,1231.4261775174657,2.0262125182201034,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000283,饮水:1|卫生:2,3,26.0,0.097,0.741756,True,C,1,S001,1297.4261775174657,2.065950474916483,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000284,饮水:1|食品:1,2,22.0,0.055,0.745169,True,C,1,S001,1231.4261775174657,2.0386471676995974,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000285,饮水:1|食品:1|卫生:1,3,28.0,0.09,0.739891,True,C,1,S001,1297.4261775174657,2.0808737955528014,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000286,饮水:1|食品:1|卫生:2,4,34.0,0.125,0.733603,True,C,1,S001,1363.4261775174657,2.1311750542779526,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000287,饮水:1|食品:2,3,30.0,0.083,0.737914,True,C,1,S001,1297.4261775174657,2.096690530944877,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000288,饮水:1|食品:2|卫生:1,4,36.0,0.118,0.731257,True,C,1,S001,1363.4261775174657,2.1499433145188216,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000289,饮水:1|食品:2|卫生:2,5,42.0,0.153,0.723363,True,C,1,S001,1429.4261775174657,2.2130972953400043,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000290,饮水:1|食品:3,4,38.0,0.111,0.728774,True,C,1,S001,1363.4261775174657,2.1698067931867904,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000291,饮水:1|食品:3|卫生:1,5,44.0,0.146,0.720414,True,C,1,S001,1429.4261775174657,2.2366843927404867,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000292,饮水:1|食品:3|卫生:2,6,50.0,0.181,0.710452,True,C,1,S001,1495.4261775174657,2.316385981778213,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000293,饮水:2,2,28.0,0.054,0.739891,True,C,1,S001,1231.4261775174657,2.0808737955528014,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000294,饮水:2|卫生:1,3,34.0,0.089,0.733603,True,C,1,S001,1297.4261775174657,2.1311750542779526,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000295,饮水:2|卫生:2,4,40.0,0.124,0.726146,True,C,1,S001,1363.4261775174657,2.190832939070467,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000296,饮水:2|食品:1,3,36.0,0.082,0.731257,True,C,1,S001,1297.4261775174657,2.1499433145188216,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000297,饮水:2|食品:1|卫生:1,4,42.0,0.117,0.723363,True,C,1,S001,1363.4261775174657,2.2130972953400043,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000298,饮水:2|食品:1|卫生:2,5,48.0,0.152,0.713973,True,C,1,S001,1429.4261775174657,2.2882164448140943,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000299,饮水:2|食品:2,4,44.0,0.11,0.720414,True,C,1,S001,1363.4261775174657,2.2366843927404867,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000300,饮水:2|食品:2|卫生:1,5,50.0,0.145,0.710452,True,C,1,S001,1429.4261775174657,2.316385981778213,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000301,饮水:2|食品:2|卫生:2,6,56.0,0.18,0.698479,True,C,1,S001,1495.4261775174657,2.4121644106544267,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000302,饮水:2|食品:3,5,52.0,0.138,0.706709,True,C,1,S001,1429.4261775174657,2.346330681435848,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000303,饮水:2|食品:3|卫生:1,6,58.0,0.173,0.693948,True,C,1,S001,1495.4261775174657,2.448413736367975,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000304,饮水:2|食品:3|卫生:2,7,64.0,0.208,0.67835,True,C,1,S001,1561.4261775174657,2.5731986987483504,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000305,饮水:3,3,42.0,0.081,0.723363,True,C,1,S001,1297.4261775174657,2.2130972953400043,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000306,饮水:3|卫生:1,4,48.0,0.116,0.713973,True,C,1,S001,1363.4261775174657,2.2882164448140943,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000307,饮水:3|卫生:2,5,54.0,0.151,0.702725,True,C,1,S001,1429.4261775174657,2.378200464806586,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000308,饮水:3|食品:1,4,50.0,0.109,0.710452,True,C,1,S001,1363.4261775174657,2.316385981778213,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000310,饮水:3|食品:1|卫生:2,6,62.0,0.179,0.683917,True,C,1,S001,1495.4261775174657,2.52866628854727,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000311,饮水:3|食品:2,5,58.0,0.137,0.693948,True,C,1,S001,1429.4261775174657,2.448413736367975,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000312,饮水:3|食品:2|卫生:1,6,64.0,0.172,0.67835,True,C,1,S001,1495.4261775174657,2.5731986987483504,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000313,饮水:3|食品:2|卫生:2,7,70.0,0.207,0.65894,True,C,1,S001,1561.4261775174657,2.728480567856419,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000314,饮水:3|食品:3,6,66.0,0.165,0.672364,True,C,1,S001,1495.4261775174657,2.6210864665363207,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000315,饮水:3|食品:3|卫生:1,7,72.0,0.2,0.651385,True,C,1,S001,1561.4261775174657,2.788923112291026,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000316,饮水:3|食品:3|卫生:2,8,78.0,0.235,0.624413,True,C,1,S001,1627.4261775174657,3.004693884669704,2285.1,1627.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000317,饮水:4,4,56.0,0.108,0.698479,True,C,1,S001,1363.4261775174657,2.4121644106544267,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000318,饮水:4|卫生:1,5,62.0,0.143,0.683917,True,C,1,S001,1429.4261775174657,2.52866628854727,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000319,饮水:4|卫生:2,6,68.0,0.178,0.665912,True,C,1,S001,1495.4261775174657,2.6727029255505155,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000320,饮水:4|食品:1,5,64.0,0.136,0.67835,True,C,1,S001,1429.4261775174657,2.5731986987483504,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000321,饮水:4|食品:1|卫生:1,6,70.0,0.171,0.65894,True,C,1,S001,1495.4261775174657,2.728480567856419,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000322,饮水:4|食品:1|卫生:2,7,76.0,0.206,0.634216,True,C,1,S001,1561.4261775174657,2.92626894731049,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000323,饮水:4|食品:2,6,72.0,0.164,0.651385,True,C,1,S001,1495.4261775174657,2.788923112291026,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000324,饮水:4|食品:2|卫生:1,7,78.0,0.199,0.624413,True,C,1,S001,1561.4261775174657,3.004693884669704,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000326,饮水:5,5,70.0,0.135,0.65894,True,C,1,S001,1429.4261775174657,2.728480567856419,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000327,饮水:5|卫生:1,6,76.0,0.17,0.634216,True,C,1,S001,1495.4261775174657,2.92626894731049,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000328,饮水:5|食品:1,6,78.0,0.163,0.624413,True,C,1,S001,1495.4261775174657,3.004693884669704,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000329,医疗:1,1,3.0,0.012,0.755933,True,C,1,S001,1165.4261775174657,1.9525386995277736,2747.1,1165.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000330,医疗:1|卫生:1,2,9.0,0.047,0.753539,True,C,1,S001,1231.4261775174657,1.9716880961690404,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000331,医疗:1|卫生:2,3,15.0,0.082,0.750184,True,C,1,S001,1297.4261775174657,1.9985316370732773,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000332,医疗:1|食品:1,2,11.0,0.04,0.752519,True,C,1,S001,1231.4261775174657,1.9798480583428797,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000333,医疗:1|食品:1|卫生:1,3,17.0,0.075,0.748872,True,C,1,S001,1297.4261775174657,2.009026957313943,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000334,医疗:1|食品:1|卫生:2,4,23.0,0.11,0.744354,True,C,1,S001,1363.4261775174657,2.0451642686894207,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000335,医疗:1|食品:2,3,19.0,0.068,0.747464,True,C,1,S001,1297.4261775174657,2.020290257899074,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000336,医疗:1|食品:2|卫生:1,4,25.0,0.103,0.742648,True,C,1,S001,1363.4261775174657,2.0588125032910654,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000337,医疗:1|食品:2|卫生:2,5,31.0,0.138,0.736882,True,C,1,S001,1429.4261775174657,2.104946588384052,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000338,医疗:1|食品:3,4,27.0,0.096,0.740837,True,C,1,S001,1363.4261775174657,2.073302813462038,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000339,医疗:1|食品:3|卫生:1,5,33.0,0.131,0.734727,True,C,1,S001,1429.4261775174657,2.1221825805897,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000340,医疗:1|食品:3|卫生:2,6,39.0,0.166,0.727479,True,C,1,S001,1495.4261775174657,2.180170010687464,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000341,医疗:1|饮水:1,2,17.0,0.039,0.748872,True,C,1,S001,1231.4261775174657,2.009026957313943,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000342,医疗:1|饮水:1|卫生:1,3,23.0,0.074,0.744354,True,C,1,S001,1297.4261775174657,2.0451642686894207,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000343,医疗:1|饮水:1|卫生:2,4,29.0,0.109,0.738916,True,C,1,S001,1363.4261775174657,2.088668043640008,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000344,医疗:1|饮水:1|食品:1,3,25.0,0.067,0.742648,True,C,1,S001,1297.4261775174657,2.0588125032910654,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000345,医疗:1|饮水:1|食品:1|卫生:1,4,31.0,0.102,0.736882,True,C,1,S001,1363.4261775174657,2.104946588384052,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000346,医疗:1|饮水:1|食品:1|卫生:2,5,37.0,0.137,0.730033,True,C,1,S001,1429.4261775174657,2.159734116303751,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000347,医疗:1|饮水:1|食品:2,4,33.0,0.095,0.734727,True,C,1,S001,1363.4261775174657,2.1221825805897,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000348,医疗:1|饮水:1|食品:2|卫生:1,5,39.0,0.13,0.727479,True,C,1,S001,1429.4261775174657,2.180170010687464,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000349,医疗:1|饮水:1|食品:2|卫生:2,6,45.0,0.165,0.718875,True,C,1,S001,1495.4261775174657,2.2490031003939803,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000350,医疗:1|饮水:1|食品:3,5,41.0,0.123,0.724774,True,C,1,S001,1429.4261775174657,2.2018052799482666,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000351,医疗:1|饮水:1|食品:3|卫生:1,6,47.0,0.158,0.715656,True,C,1,S001,1495.4261775174657,2.2747551279674587,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000352,医疗:1|饮水:1|食品:3|卫生:2,7,53.0,0.193,0.704748,True,C,1,S001,1561.4261775174657,2.3620148515625594,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000353,医疗:1|饮水:2,3,31.0,0.066,0.736882,True,C,1,S001,1297.4261775174657,2.104946588384052,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000354,医疗:1|饮水:2|卫生:1,4,37.0,0.101,0.730033,True,C,1,S001,1363.4261775174657,2.159734116303751,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000355,医疗:1|饮水:2|卫生:2,5,43.0,0.136,0.72191,True,C,1,S001,1429.4261775174657,2.2247198393609047,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000356,医疗:1|饮水:2|食品:1,4,39.0,0.094,0.727479,True,C,1,S001,1363.4261775174657,2.180170010687464,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000359,医疗:1|饮水:2|食品:2,5,47.0,0.122,0.715656,True,C,1,S001,1429.4261775174657,2.2747551279674587,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000364,医疗:1|饮水:2|食品:3|卫生:2,8,67.0,0.22,0.6692,True,C,1,S001,1627.4261775174657,2.6464030936935066,2285.1,1627.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000365,医疗:1|饮水:3,4,45.0,0.093,0.718875,True,C,1,S001,1363.4261775174657,2.2490031003939803,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000366,医疗:1|饮水:3|卫生:1,5,51.0,0.128,0.708609,True,C,1,S001,1429.4261775174657,2.331127483839708,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000367,医疗:1|饮水:3|卫生:2,6,57.0,0.163,0.696251,True,C,1,S001,1495.4261775174657,2.429990491986404,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000368,医疗:1|饮水:3|食品:1,5,53.0,0.121,0.704748,True,C,1,S001,1429.4261775174657,2.3620148515625594,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000369,医疗:1|饮水:3|食品:1|卫生:1,6,59.0,0.156,0.691567,True,C,1,S001,1495.4261775174657,2.4674620915354937,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000373,医疗:1|饮水:3|食品:2|卫生:2,8,73.0,0.219,0.647366,True,C,1,S001,1627.4261775174657,2.8210742642766737,2285.1,1627.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000374,医疗:1|饮水:3|食品:3,7,69.0,0.177,0.662495,True,C,1,S001,1561.4261775174657,2.7000419462788185,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000375,医疗:1|饮水:3|食品:3|卫生:1,8,75.0,0.212,0.638793,True,C,1,S001,1627.4261775174657,2.8896527296614547,2285.1,1627.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000376,医疗:1|饮水:4,5,59.0,0.12,0.691567,True,C,1,S001,1429.4261775174657,2.4674620915354937,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000377,医疗:1|饮水:4|卫生:1,6,65.0,0.155,0.675412,True,C,1,S001,1495.4261775174657,2.5967010924346523,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000378,医疗:1|饮水:4|卫生:2,7,71.0,0.19,0.655239,True,C,1,S001,1561.4261775174657,2.7580840729607035,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000379,医疗:1|饮水:4|食品:1,6,67.0,0.148,0.6692,True,C,1,S001,1495.4261775174657,2.6464030936935066,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000380,医疗:1|饮水:4|食品:1|卫生:1,7,73.0,0.183,0.647366,True,C,1,S001,1561.4261775174657,2.8210742642766737,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000381,医疗:1|饮水:4|食品:1|卫生:2,8,79.0,0.218,0.619156,True,C,1,S001,1627.4261775174657,3.046748953971834,2285.1,1627.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000382,医疗:1|饮水:4|食品:2,7,75.0,0.176,0.638793,True,C,1,S001,1561.4261775174657,2.8896527296614547,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000383,医疗:1|饮水:5,6,73.0,0.147,0.647366,True,C,1,S001,1495.4261775174657,2.8210742642766737,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000384,医疗:1|饮水:5|卫生:1,7,79.0,0.182,0.619156,True,C,1,S001,1561.4261775174657,3.046748953971834,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000385,医疗:2,2,6.0,0.024,0.754871,True,C,1,S001,1231.4261775174657,1.9610302993820032,2681.1,1231.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000386,医疗:2|卫生:1,3,12.0,0.059,0.751972,True,C,1,S001,1297.4261775174657,1.9842276699516657,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000387,医疗:2|卫生:2,4,18.0,0.094,0.74818,True,C,1,S001,1363.4261775174657,2.014562197286185,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000388,医疗:2|食品:1,3,14.0,0.052,0.750804,True,C,1,S001,1297.4261775174657,1.9935711338639848,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000389,医疗:2|食品:1|卫生:1,4,20.0,0.087,0.746723,True,C,1,S001,1363.4261775174657,2.0262125182201034,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000390,医疗:2|食品:1|卫生:2,5,26.0,0.122,0.741756,True,C,1,S001,1429.4261775174657,2.065950474916483,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000391,医疗:2|食品:2,4,22.0,0.08,0.745169,True,C,1,S001,1363.4261775174657,2.0386471676995974,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000392,医疗:2|食品:2|卫生:1,5,28.0,0.115,0.739891,True,C,1,S001,1429.4261775174657,2.0808737955528014,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000393,医疗:2|食品:2|卫生:2,6,34.0,0.15,0.733603,True,C,1,S001,1495.4261775174657,2.1311750542779526,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000394,医疗:2|食品:3,5,30.0,0.108,0.737914,True,C,1,S001,1429.4261775174657,2.096690530944877,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000395,医疗:2|食品:3|卫生:1,6,36.0,0.143,0.731257,True,C,1,S001,1495.4261775174657,2.1499433145188216,2417.1,1495.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000396,医疗:2|食品:3|卫生:2,7,42.0,0.178,0.723363,True,C,1,S001,1561.4261775174657,2.2130972953400043,2351.1,1561.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000397,医疗:2|饮水:1,3,20.0,0.051,0.746723,True,C,1,S001,1297.4261775174657,2.0262125182201034,2615.1,1297.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000398,医疗:2|饮水:1|卫生:1,4,26.0,0.086,0.741756,True,C,1,S001,1363.4261775174657,2.065950474916483,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000399,医疗:2|饮水:1|卫生:2,5,32.0,0.121,0.73582,True,C,1,S001,1429.4261775174657,2.1134419133920064,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000400,医疗:2|饮水:1|食品:1,4,28.0,0.079,0.739891,True,C,1,S001,1363.4261775174657,2.0808737955528014,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000401,医疗:2|饮水:1|食品:1|卫生:1,5,34.0,0.114,0.733603,True,C,1,S001,1429.4261775174657,2.1311750542779526,2483.1,1429.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
R000409,医疗:2|饮水:2,4,34.0,0.078,0.733603,True,C,1,S001,1363.4261775174657,2.1311750542779526,2549.1,1363.4261775174657,0.0,0.0,0,0.0,2.2144147110676613,0
