task_id,cargo_pattern,n_boxes,total_mass_kg,total_volume_m3,end_SOC,has_hard_deadline,uav_type,n_stops,visit_order,duration_s,energy_kWh,latest_start_s,direct_time_s,outage_time_s,outage_ratio,gap_count,max_gap_s,min_margin_db,needs_relay
R000046,医疗:1|食品:1,2,11.0,0.04,0.541418,True,A,1,S005,1695.7581046684645,2.0636187252482485,9669.4,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
R000047,医疗:1|饮水:1,2,17.0,0.039,0.526774,True,A,1,S005,1695.7581046684645,2.129518815506648,9669.4,1277.555719000899,418.2023856675656,0.2466167695240518,1,418.2023856675656,-2.547971547580076,1
R000048,卫生:1,1,6.0,0.035,0.724195,False,A,1,S006,1252.6149834599576,1.2411219044028343,,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000049,食品:1,1,8.0,0.028,0.722079,False,A,1,S006,1252.6149834599576,1.250646292293427,,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000050,饮水:1,1,14.0,0.027,0.714015,True,A,1,S006,1252.6149834599576,1.2869317340707995,2724.9,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000051,饮水:1|食品:1,2,22.0,0.055,0.698889,True,A,1,S006,1312.6149834599576,1.354999454410149,2664.9,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000052,医疗:1,1,3.0,0.012,0.726794,True,A,1,S006,1252.6149834599576,1.2294267479818388,2724.9,1252.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000053,医疗:1|卫生:1,2,9.0,0.047,0.720913,True,A,1,S006,1312.6149834599576,1.2558925819390496,2664.9,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000054,医疗:1|食品:1,2,11.0,0.04,0.718369,True,A,1,S006,1312.6149834599576,1.2673398458663825,2664.9,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000055,医疗:1|饮水:1,2,17.0,0.039,0.708981,True,A,1,S006,1312.6149834599576,1.3095840119305917,2664.9,1312.6149834599576,0.0,0.0,0,0.0,1.8739996127073368,0
R000056,卫生:1,1,6.0,0.035,0.59874,False,A,1,S007,1667.3175960060048,1.8056692577182183,,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
R000057,食品:1,1,8.0,0.028,0.595649,False,A,1,S007,1667.3175960060048,1.8195808525494075,,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
R000058,饮水:1,1,14.0,0.027,0.583932,True,A,1,S007,1667.3175960060048,1.8723077073056285,2518.7,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
R000059,饮水:1|食品:1,2,22.0,0.055,0.562073,True,A,1,S007,1727.3175960060048,1.9706696366234688,2458.7,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
R000060,医疗:1,1,3.0,0.012,0.602557,True,A,1,S007,1667.3175960060048,1.7884953435658324,2518.7,1269.6187980030022,397.6987980030025,0.2385261206117386,1,397.6987980030025,-1.2114589415920705,1
R000061,医疗:1|卫生:1,2,9.0,0.047,0.59395,True,A,1,S007,1727.3175960060048,1.827226616519499,2458.7,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
R000062,医疗:1|食品:1,2,11.0,0.04,0.590249,True,A,1,S007,1727.3175960060048,1.843878826796971,2458.7,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
R000063,医疗:1|饮水:1,2,17.0,0.039,0.576645,True,A,1,S007,1727.3175960060048,1.9050984660637973,2458.7,1299.6187980030022,427.6987980030025,0.2476086615408482,1,427.6987980030025,-1.2114589415920705,1
R000064,卫生:1,1,6.0,0.035,0.321752,False,A,1,S008,2116.2040179476107,3.052115105935034,,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000065,食品:1,1,8.0,0.028,0.316966,False,A,1,S008,2116.2040179476107,3.0736515722950584,,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
R000066,饮水:1,1,14.0,0.027,0.29824,True,A,1,S008,2116.2040179476107,3.1579220394720044,5891.7,1255.608675640472,860.5953423071386,0.4066693641106411,1,860.5953423071386,-6.237413833707706,1
