task_id,gap_id,gap_index,tau_start,tau_end,duration_s,n_outage_samples
R000014,G000001,1,720.418,1555.624,835.205,84
R000015,G000002,1,720.418,1555.624,835.205,84
R000016,G000003,1,750.418,1615.624,865.205,87
R000017,G000004,1,720.418,1555.624,835.205,84
R000018,G000005,1,750.418,1615.624,865.205,87
R000019,G000006,1,720.418,1555.624,835.205,84
R000020,G000007,1,750.418,1615.624,865.205,87
R000021,G000008,1,750.418,1615.624,865.205,87
R000022,G000009,1,750.418,1615.624,865.205,87
R000023,G000010,1,804.701,1703.547,898.845,91
R000024,G000011,1,804.701,1703.547,898.845,91
R000025,G000012,1,834.701,1763.547,928.845,94
R000026,G000013,1,804.701,1703.547,898.845,91
R000027,G000014,1,834.701,1763.547,928.845,94
R000028,G000015,1,804.701,1703.547,898.845,91
R000029,G000016,1,834.701,1763.547,928.845,94
R000030,G000017,1,834.701,1763.547,928.845,94
R000031,G000018,1,834.701,1763.547,928.845,94
R000032,G000019,1,850.18,1590.273,740.093,75
R000033,G000020,1,850.18,1590.273,740.093,75
R000034,G000021,1,850.18,1590.273,740.093,75
R000035,G000022,1,880.18,1650.273,770.093,78
R000036,G000023,1,850.18,1590.273,740.093,75
R000037,G000024,1,880.18,1650.273,770.093,78
R000038,G000025,1,880.18,1650.273,770.093,78
R000039,G000026,1,880.18,1650.273,770.093,78
R000040,G000027,1,786.237,1174.439,388.202,41
R000041,G000028,1,786.237,1174.439,388.202,41
R000042,G000029,1,786.237,1174.439,388.202,41
R000043,G000030,1,816.237,1234.439,418.202,44
R000044,G000031,1,786.237,1174.439,388.202,41
R000045,G000032,1,816.237,1234.439,418.202,44
R000046,G000033,1,816.237,1234.439,418.202,44
R000047,G000034,1,816.237,1234.439,418.202,44
R000056,G000035,1,788.091,1185.79,397.699,41
R000057,G000036,1,788.091,1185.79,397.699,41
R000058,G000037,1,788.091,1185.79,397.699,41
R000059,G000038,1,818.091,1245.79,427.699,44
R000060,G000039,1,788.091,1185.79,397.699,41
R000061,G000040,1,818.091,1245.79,427.699,44
R000062,G000041,1,818.091,1245.79,427.699,44
R000063,G000042,1,818.091,1245.79,427.699,44
R000064,G000043,1,781.736,1642.332,860.595,88
R000065,G000044,1,781.736,1642.332,860.595,88
R000066,G000045,1,781.736,1642.332,860.595,88
R000067,G000046,1,811.736,1702.332,890.595,91
R000068,G000047,1,781.736,1642.332,860.595,88
R000069,G000048,1,811.736,1702.332,890.595,91
R000070,G000049,1,811.736,1702.332,890.595,91
R000071,G000050,1,811.736,1702.332,890.595,91
R000072,G000051,1,715.176,1238.434,523.257,54
R000073,G000052,1,715.176,1238.434,523.257,54
R000074,G000053,1,745.176,1298.434,553.257,57
R000075,G000054,1,715.176,1238.434,523.257,54
R000076,G000055,1,745.176,1298.434,553.257,57
R000077,G000056,1,745.176,1298.434,553.257,57
R000078,G000057,1,762.646,1142.475,379.83,39
R000079,G000058,1,762.646,1142.475,379.83,39
R000080,G000059,1,792.646,1202.475,409.83,42
R000081,G000060,1,762.646,1142.475,379.83,39
R000082,G000061,1,792.646,1202.475,409.83,42
R000083,G000062,1,792.646,1202.475,409.83,42
R000090,G000063,1,755.2,1609.638,854.437,87
R000091,G000064,1,755.2,1609.638,854.437,87
R000092,G000065,1,785.2,1669.638,884.437,90
R000093,G000066,1,755.2,1609.638,854.437,87
R000094,G000067,1,785.2,1669.638,884.437,90
R000095,G000068,1,785.2,1669.638,884.437,90
R000096,G000069,1,750.494,1119.372,368.878,38
R000097,G000070,1,750.494,1119.372,368.878,38
R000098,G000071,1,780.494,1179.372,398.878,41
R000099,G000072,1,750.494,1119.372,368.878,38
R000100,G000073,1,780.494,1179.372,398.878,41
R000101,G000074,1,780.494,1179.372,398.878,41
R000102,G000075,1,814.749,1422.353,607.604,63
R000103,G000076,1,814.749,1422.353,607.604,63
R000104,G000077,1,844.749,1482.353,637.604,66
R000105,G000078,1,814.749,1422.353,607.604,63
R000106,G000079,1,844.749,1482.353,637.604,66
R000107,G000080,1,844.749,1482.353,637.604,66
R000108,G000081,1,808.033,1410.978,602.945,62
R000109,G000082,1,808.033,1410.978,602.945,62
R000110,G000083,1,838.033,1470.978,632.945,65
R000111,G000084,1,808.033,1410.978,602.945,62
R000112,G000085,1,838.033,1470.978,632.945,65
R000113,G000086,1,838.033,1470.978,632.945,65
R000133,G000087,1,660.418,1371.702,711.284,72
R000134,G000088,1,660.418,1371.702,711.284,72
R000135,G000089,1,690.418,1431.702,741.284,75
R000136,G000090,1,690.418,1431.702,741.284,75
R000137,G000091,1,660.418,1371.702,711.284,72
R000138,G000092,1,690.418,1431.702,741.284,75
R000139,G000093,1,690.418,1431.702,741.284,75
R000140,G000094,1,690.418,1431.702,741.284,75
R000141,G000095,1,660.418,1371.702,711.284,72
R000142,G000096,1,690.418,1431.702,741.284,75
R000143,G000097,1,690.418,1431.702,741.284,75
R000144,G000098,1,720.418,1491.702,771.284,78
R000145,G000099,1,690.418,1431.702,741.284,75
R000146,G000100,1,720.418,1491.702,771.284,78
R000147,G000101,1,744.701,1532.529,787.827,80
R000148,G000102,1,744.701,1532.529,787.827,80
R000149,G000103,1,774.701,1592.529,817.827,83
R000150,G000104,1,774.701,1592.529,817.827,83
R000151,G000105,1,744.701,1532.529,787.827,80
R000152,G000106,1,774.701,1592.529,817.827,83
R000153,G000107,1,774.701,1592.529,817.827,83
R000154,G000108,1,774.701,1592.529,817.827,83
R000155,G000109,1,744.701,1532.529,787.827,80
R000156,G000110,1,774.701,1592.529,817.827,83
R000157,G000111,1,774.701,1592.529,817.827,83
R000158,G000112,1,804.701,1652.529,847.827,86
R000159,G000113,1,774.701,1592.529,817.827,83
R000160,G000114,1,804.701,1652.529,847.827,86
R000161,G000115,1,770.18,1421.179,650.999,66
R000162,G000116,1,770.18,1421.179,650.999,66
R000163,G000117,1,800.18,1481.179,680.999,69
R000164,G000118,1,770.18,1421.179,650.999,66
R000165,G000119,1,800.18,1481.179,680.999,69
R000166,G000120,1,800.18,1481.179,680.999,69
R000167,G000121,1,800.18,1481.179,680.999,69
R000168,G000122,1,770.18,1421.179,650.999,66
R000169,G000123,1,800.18,1481.179,680.999,69
R000170,G000124,1,800.18,1481.179,680.999,69
R000171,G000125,1,800.18,1481.179,680.999,69
R000172,G000126,1,830.18,1541.179,710.999,72
R000173,G000127,1,716.237,1076.072,359.836,38
R000174,G000128,1,716.237,1076.072,359.836,38
R000175,G000129,1,746.237,1136.072,389.836,41
R000176,G000130,1,716.237,1076.072,359.836,38
R000177,G000131,1,746.237,1136.072,389.836,41
R000178,G000132,1,746.237,1136.072,389.836,41
R000179,G000133,1,746.237,1136.072,389.836,41
R000180,G000134,1,716.237,1076.072,359.836,38
R000181,G000135,1,746.237,1136.072,389.836,41
R000182,G000136,1,746.237,1136.072,389.836,41
R000183,G000137,1,746.237,1136.072,389.836,41
R000184,G000138,1,776.237,1196.072,419.836,44
R000197,G000139,1,728.091,1100.226,372.135,39
R000198,G000140,1,728.091,1100.226,372.135,39
R000199,G000141,1,758.091,1160.226,402.135,42
R000200,G000142,1,728.091,1100.226,372.135,39
R000201,G000143,1,758.091,1160.226,402.135,42
R000202,G000144,1,758.091,1160.226,402.135,42
R000203,G000145,1,758.091,1160.226,402.135,42
R000204,G000146,1,728.091,1100.226,372.135,39
R000205,G000147,1,758.091,1160.226,402.135,42
R000206,G000148,1,758.091,1160.226,402.135,42
R000207,G000149,1,758.091,1160.226,402.135,42
R000208,G000150,1,788.091,1220.226,432.135,45
R000209,G000151,1,701.736,1447.174,745.438,77
R000210,G000152,1,701.736,1447.174,745.438,77
R000211,G000153,1,731.736,1507.174,775.438,80
R000212,G000154,1,701.736,1447.174,745.438,77
R000213,G000155,1,731.736,1507.174,775.438,80
R000214,G000156,1,731.736,1507.174,775.438,80
R000215,G000157,1,731.736,1507.174,775.438,80
R000216,G000158,1,701.736,1447.174,745.438,77
R000217,G000159,1,731.736,1507.174,775.438,80
R000218,G000160,1,731.736,1507.174,775.438,80
R000219,G000161,1,731.736,1507.174,775.438,80
R000220,G000162,1,761.736,1567.174,805.438,83
R000221,G000163,1,655.176,1113.056,457.879,48
R000222,G000164,1,655.176,1113.056,457.879,48
R000223,G000165,1,685.176,1173.056,487.879,51
R000224,G000166,1,655.176,1113.056,457.879,48
R000225,G000167,1,685.176,1173.056,487.879,51
R000226,G000168,1,685.176,1173.056,487.879,51
R000227,G000169,1,715.176,1233.056,517.879,54
R000228,G000170,1,702.646,1052.835,350.189,36
R000229,G000171,1,702.646,1052.835,350.189,36
R000230,G000172,1,732.646,1112.835,380.189,39
R000231,G000173,1,702.646,1052.835,350.189,36
R000232,G000174,1,732.646,1112.835,380.189,39
R000233,G000175,1,732.646,1112.835,380.189,39
R000234,G000176,1,762.646,1172.835,410.189,42
R000242,G000177,1,695.2,1436.33,741.13,76
R000243,G000178,1,695.2,1436.33,741.13,76
R000244,G000179,1,725.2,1496.33,771.13,79
R000245,G000180,1,695.2,1436.33,741.13,76
R000246,G000181,1,725.2,1496.33,771.13,79
R000247,G000182,1,725.2,1496.33,771.13,79
R000248,G000183,1,755.2,1556.33,801.13,82
R000249,G000184,1,690.494,1028.561,338.067,35
R000250,G000185,1,690.494,1028.561,338.067,35
R000251,G000186,1,720.494,1088.561,368.067,38
R000252,G000187,1,690.494,1028.561,338.067,35
R000253,G000188,1,720.494,1088.561,368.067,38
R000254,G000189,1,720.494,1088.561,368.067,38
R000255,G000190,1,750.494,1148.561,398.067,41
R000256,G000191,1,754.749,1302.171,547.422,57
R000257,G000192,1,754.749,1302.171,547.422,57
R000258,G000193,1,784.749,1362.171,577.422,60
R000259,G000194,1,754.749,1302.171,547.422,57
R000260,G000195,1,784.749,1362.171,577.422,60
R000261,G000196,1,784.749,1362.171,577.422,60
R000262,G000197,1,814.749,1422.171,607.422,63
R000263,G000198,1,748.033,1270.66,522.626,54
R000264,G000199,1,748.033,1270.66,522.626,54
R000265,G000200,1,778.033,1330.66,552.626,57
R000266,G000201,1,748.033,1270.66,522.626,54
R000267,G000202,1,778.033,1330.66,552.626,57
R000268,G000203,1,778.033,1330.66,552.626,57
R000269,G000204,1,808.033,1390.66,582.626,60
R000439,G000205,1,672.502,1434.695,762.193,78
R000440,G000206,1,672.502,1434.695,762.193,78
R000441,G000207,1,702.502,1500.695,798.193,82
R000442,G000208,1,702.502,1500.695,798.193,82
R000443,G000209,1,732.502,1566.695,834.193,85
R000444,G000210,1,672.502,1434.695,762.193,78
R000445,G000211,1,702.502,1500.695,798.193,82
R000446,G000212,1,702.502,1500.695,798.193,82
R000447,G000213,1,732.502,1566.695,834.193,85
R000448,G000214,1,732.502,1566.695,834.193,85
R000449,G000215,1,762.502,1632.695,870.193,89
R000450,G000216,1,702.502,1500.695,798.193,82
R000451,G000217,1,732.502,1566.695,834.193,85
R000452,G000218,1,732.502,1566.695,834.193,85
R000453,G000219,1,762.502,1632.695,870.193,89
R000454,G000220,1,762.502,1632.695,870.193,89
R000456,G000221,1,732.502,1566.695,834.193,85
R000457,G000222,1,762.502,1632.695,870.193,89
R000458,G000223,1,762.502,1632.695,870.193,89
R000459,G000224,1,792.502,1698.695,906.193,92
R000460,G000225,1,792.502,1698.695,906.193,92
R000461,G000226,1,822.502,1764.695,942.193,96
R000462,G000227,1,762.502,1632.695,870.193,89
R000463,G000228,1,792.502,1698.695,906.193,92
R000464,G000229,1,792.502,1698.695,906.193,92
R000465,G000230,1,672.502,1434.695,762.193,78
R000466,G000231,1,702.502,1500.695,798.193,82
R000467,G000232,1,702.502,1500.695,798.193,82
R000468,G000233,1,732.502,1566.695,834.193,85
R000469,G000234,1,732.502,1566.695,834.193,85
R000470,G000235,1,762.502,1632.695,870.193,89
R000471,G000236,1,702.502,1500.695,798.193,82
R000472,G000237,1,732.502,1566.695,834.193,85
R000473,G000238,1,732.502,1566.695,834.193,85
R000475,G000239,1,762.502,1632.695,870.193,89
R000477,G000240,1,732.502,1566.695,834.193,85
R000478,G000241,1,762.502,1632.695,870.193,89
R000479,G000242,1,762.502,1632.695,870.193,89
R000483,G000243,1,762.502,1632.695,870.193,89
R000484,G000244,1,792.502,1698.695,906.193,92
R000487,G000245,1,822.502,1764.695,942.193,96
R000489,G000246,1,792.502,1698.695,906.193,92
R000490,G000247,1,822.502,1764.695,942.193,96
R000491,G000248,1,822.502,1764.695,942.193,96
R000492,G000249,1,773.642,1634.686,861.045,88
R000493,G000250,1,773.642,1634.686,861.045,88
R000494,G000251,1,803.642,1700.686,897.045,92
R000495,G000252,1,803.642,1700.686,897.045,92
R000496,G000253,1,833.642,1766.686,933.045,95
R000497,G000254,1,773.642,1634.686,861.045,88
R000498,G000255,1,803.642,1700.686,897.045,92
R000499,G000256,1,803.642,1700.686,897.045,92
R000500,G000257,1,833.642,1766.686,933.045,95
R000501,G000258,1,833.642,1766.686,933.045,95
R000502,G000259,1,863.642,1832.686,969.045,99
R000503,G000260,1,803.642,1700.686,897.045,92
R000504,G000261,1,833.642,1766.686,933.045,95
R000505,G000262,1,833.642,1766.686,933.045,95
R000506,G000263,1,863.642,1832.686,969.045,99
R000507,G000264,1,863.642,1832.686,969.045,99
R000508,G000265,1,893.642,1898.686,1005.045,102
R000509,G000266,1,833.642,1766.686,933.045,95
R000510,G000267,1,863.642,1832.686,969.045,99
R000511,G000268,1,863.642,1832.686,969.045,99
R000512,G000269,1,893.642,1898.686,1005.045,102
R000513,G000270,1,893.642,1898.686,1005.045,102
R000514,G000271,1,923.642,1964.686,1041.045,106
R000515,G000272,1,863.642,1832.686,969.045,99
R000516,G000273,1,893.642,1898.686,1005.045,102
R000517,G000274,1,893.642,1898.686,1005.045,102
R000518,G000275,1,773.642,1634.686,861.045,88
R000519,G000276,1,803.642,1700.686,897.045,92
R000520,G000277,1,803.642,1700.686,897.045,92
R000521,G000278,1,833.642,1766.686,933.045,95
R000522,G000279,1,833.642,1766.686,933.045,95
R000523,G000280,1,863.642,1832.686,969.045,99
R000524,G000281,1,803.642,1700.686,897.045,92
R000525,G000282,1,833.642,1766.686,933.045,95
R000526,G000283,1,833.642,1766.686,933.045,95
R000528,G000284,1,863.642,1832.686,969.045,99
R000530,G000285,1,833.642,1766.686,933.045,95
R000534,G000286,1,893.642,1898.686,1005.045,102
R000536,G000287,1,863.642,1832.686,969.045,99
R000540,G000288,1,923.642,1964.686,1041.045,106
R000542,G000289,1,893.642,1898.686,1005.045,102
R000543,G000290,1,923.642,1964.686,1041.045,106
R000544,G000291,1,923.642,1964.686,1041.045,106
R000545,G000292,1,788.216,1503.538,715.322,73
R000546,G000293,1,788.216,1503.538,715.322,73
R000547,G000294,1,818.216,1569.538,751.322,77
R000548,G000295,1,788.216,1503.538,715.322,73
R000549,G000296,1,818.216,1569.538,751.322,77
R000550,G000297,1,818.216,1569.538,751.322,77
R000551,G000298,1,848.216,1635.538,787.322,80
R000552,G000299,1,818.216,1569.538,751.322,77
R000553,G000300,1,848.216,1635.538,787.322,80
R000554,G000301,1,848.216,1635.538,787.322,80
R000555,G000302,1,878.216,1701.538,823.322,84
R000556,G000303,1,848.216,1635.538,787.322,80
R000557,G000304,1,878.216,1701.538,823.322,84
R000558,G000305,1,878.216,1701.538,823.322,84
R000559,G000306,1,908.216,1767.538,859.322,87
R000560,G000307,1,788.216,1503.538,715.322,73
R000561,G000308,1,818.216,1569.538,751.322,77
R000562,G000309,1,818.216,1569.538,751.322,77
R000563,G000310,1,848.216,1635.538,787.322,80
R000564,G000311,1,818.216,1569.538,751.322,77
R000565,G000312,1,848.216,1635.538,787.322,80
R000566,G000313,1,848.216,1635.538,787.322,80
R000567,G000314,1,878.216,1701.538,823.322,84
R000568,G000315,1,848.216,1635.538,787.322,80
R000569,G000316,1,878.216,1701.538,823.322,84
R000571,G000317,1,908.216,1767.538,859.322,87
R000572,G000318,1,878.216,1701.538,823.322,84
R000573,G000319,1,908.216,1767.538,859.322,87
R000574,G000320,1,908.216,1767.538,859.322,87
R000575,G000321,1,938.216,1833.538,895.322,91
R000576,G000322,1,729.484,1147.222,417.737,44
R000577,G000323,1,729.484,1147.222,417.737,44
R000578,G000324,1,759.484,1213.222,453.737,48
R000579,G000325,1,729.484,1147.222,417.737,44
R000580,G000326,1,759.484,1213.222,453.737,48
R000581,G000327,1,759.484,1213.222,453.737,48
R000582,G000328,1,789.484,1279.222,489.737,51
R000583,G000329,1,759.484,1213.222,453.737,48
R000584,G000330,1,789.484,1279.222,489.737,51
R000585,G000331,1,789.484,1279.222,489.737,51
R000586,G000332,1,819.484,1345.222,525.737,55
R000587,G000333,1,789.484,1279.222,489.737,51
R000588,G000334,1,819.484,1345.222,525.737,55
R000589,G000335,1,819.484,1345.222,525.737,55
R000590,G000336,1,849.484,1411.222,561.737,58
R000591,G000337,1,729.484,1147.222,417.737,44
R000592,G000338,1,759.484,1213.222,453.737,48
R000593,G000339,1,759.484,1213.222,453.737,48
R000594,G000340,1,789.484,1279.222,489.737,51
R000595,G000341,1,759.484,1213.222,453.737,48
R000596,G000342,1,789.484,1279.222,489.737,51
R000597,G000343,1,789.484,1279.222,489.737,51
R000598,G000344,1,819.484,1345.222,525.737,55
R000599,G000345,1,789.484,1279.222,489.737,51
R000600,G000346,1,819.484,1345.222,525.737,55
R000601,G000347,1,819.484,1345.222,525.737,55
R000602,G000348,1,849.484,1411.222,561.737,58
R000603,G000349,1,819.484,1345.222,525.737,55
R000604,G000350,1,849.484,1411.222,561.737,58
R000605,G000351,1,849.484,1411.222,561.737,58
R000606,G000352,1,879.484,1477.222,597.737,62
R000638,G000353,1,753.709,1189.09,435.381,46
R000639,G000354,1,753.709,1189.09,435.381,46
R000640,G000355,1,783.709,1255.09,471.381,50
R000641,G000356,1,753.709,1189.09,435.381,46
R000642,G000357,1,783.709,1255.09,471.381,50
R000643,G000358,1,783.709,1255.09,471.381,50
R000644,G000359,1,813.709,1321.09,507.381,53
R000645,G000360,1,783.709,1255.09,471.381,50
R000646,G000361,1,813.709,1321.09,507.381,53
R000647,G000362,1,813.709,1321.09,507.381,53
R000648,G000363,1,843.709,1387.09,543.381,57
R000649,G000364,1,753.709,1189.09,435.381,46
R000650,G000365,1,783.709,1255.09,471.381,50
R000651,G000366,1,783.709,1255.09,471.381,50
R000652,G000367,1,813.709,1321.09,507.381,53
R000653,G000368,1,783.709,1255.09,471.381,50
R000654,G000369,1,813.709,1321.09,507.381,53
R000655,G000370,1,813.709,1321.09,507.381,53
R000656,G000371,1,843.709,1387.09,543.381,57
R000657,G000372,1,813.709,1321.09,507.381,53
R000658,G000373,1,843.709,1387.09,543.381,57
R000659,G000374,1,843.709,1387.09,543.381,57
R000660,G000375,1,873.709,1453.09,579.381,60
R000661,G000376,1,718.084,1516.523,798.439,83
R000662,G000377,1,718.084,1516.523,798.439,83
R000663,G000378,1,748.084,1582.523,834.439,87
R000664,G000379,1,718.084,1516.523,798.439,83
R000665,G000380,1,748.084,1582.523,834.439,87
R000666,G000381,1,748.084,1582.523,834.439,87
R000667,G000382,1,778.084,1648.523,870.439,90
R000668,G000383,1,748.084,1582.523,834.439,87
R000669,G000384,1,778.084,1648.523,870.439,90
R000670,G000385,1,778.084,1648.523,870.439,90
R000671,G000386,1,808.084,1714.523,906.439,94
R000672,G000387,1,718.084,1516.523,798.439,83
R000673,G000388,1,748.084,1582.523,834.439,87
R000674,G000389,1,748.084,1582.523,834.439,87
R000675,G000390,1,778.084,1648.523,870.439,90
R000676,G000391,1,748.084,1582.523,834.439,87
R000677,G000392,1,778.084,1648.523,870.439,90
R000678,G000393,1,778.084,1648.523,870.439,90
R000680,G000394,1,778.084,1648.523,870.439,90
R000681,G000395,1,808.084,1714.523,906.439,94
R000682,G000396,1,808.084,1714.523,906.439,94
R000683,G000397,1,838.084,1780.523,942.439,97
R000684,G000398,1,666.212,1170.629,504.418,53
R000685,G000399,1,666.212,1170.629,504.418,53
R000686,G000400,1,696.212,1236.629,540.418,57
R000687,G000401,1,666.212,1170.629,504.418,53
R000688,G000402,1,696.212,1236.629,540.418,57
R000689,G000403,1,696.212,1236.629,540.418,57
R000690,G000404,1,726.212,1302.629,576.418,60
R000691,G000405,1,723.175,1123.37,400.195,42
R000692,G000406,1,723.175,1123.37,400.195,42
R000693,G000407,1,753.175,1189.37,436.195,46
R000694,G000408,1,723.175,1123.37,400.195,42
R000695,G000409,1,753.175,1189.37,436.195,46
R000696,G000410,1,753.175,1189.37,436.195,46
R000697,G000411,1,783.175,1255.37,472.195,49
R000705,G000412,1,714.24,1513.621,799.38,82
R000706,G000413,1,714.24,1513.621,799.38,82
R000707,G000414,1,744.24,1579.621,835.38,86
R000708,G000415,1,714.24,1513.621,799.38,82
R000709,G000416,1,744.24,1579.621,835.38,86
R000710,G000417,1,744.24,1579.621,835.38,86
R000711,G000418,1,774.24,1645.621,871.38,89
R000712,G000419,1,708.593,1090.573,381.98,40
R000713,G000420,1,708.593,1090.573,381.98,40
R000714,G000421,1,738.593,1156.573,417.98,44
R000715,G000422,1,708.593,1090.573,381.98,40
R000716,G000423,1,738.593,1156.573,417.98,44
R000717,G000424,1,738.593,1156.573,417.98,44
R000718,G000425,1,768.593,1222.573,453.98,47
R000719,G000426,1,785.699,1409.279,623.58,65
R000720,G000427,1,785.699,1409.279,623.58,65
R000721,G000428,1,815.699,1475.279,659.58,69
R000722,G000429,1,785.699,1409.279,623.58,65
R000723,G000430,1,815.699,1475.279,659.58,69
R000724,G000431,1,815.699,1475.279,659.58,69
R000725,G000432,1,845.699,1541.279,695.58,72
R000726,G000433,1,777.64,1352.483,574.843,59
R000727,G000434,1,777.64,1352.483,574.843,59
R000728,G000435,1,807.64,1418.483,610.843,63
R000729,G000436,1,777.64,1352.483,574.843,59
R000730,G000437,1,807.64,1418.483,610.843,63
R000731,G000438,1,807.64,1418.483,610.843,63
R000732,G000439,1,837.64,1484.483,646.843,66
R000733,G000440,1,1001.107,1831.416,830.309,84
R000734,G000441,1,750.418,1585.72,835.302,84
R000735,G000442,1,1001.107,1831.416,830.309,84
R000736,G000443,1,750.418,1585.72,835.302,84
R000737,G000444,1,1001.107,1831.416,830.309,84
R000738,G000445,1,750.418,1585.72,835.302,84
R000739,G000446,1,1001.107,1831.416,830.309,84
R000740,G000447,1,750.418,1585.72,835.302,84
R000741,G000448,1,1001.107,1831.416,830.309,84
R000742,G000449,1,750.418,1585.72,835.302,84
R000743,G000450,1,1001.107,1831.416,830.309,84
R000745,G000451,1,1001.107,1831.416,830.309,84
R000746,G000452,1,750.418,1585.72,835.302,84
R000747,G000453,1,1001.107,1831.416,830.309,84
R000748,G000454,1,750.418,1585.72,835.302,84
R000749,G000455,1,1001.107,1831.416,830.309,84
R000750,G000456,1,750.418,1585.72,835.302,84
R000751,G000457,1,1001.107,1831.416,830.309,84
R000752,G000458,1,750.418,1585.72,835.302,84
R000753,G000459,1,1031.107,1891.416,860.309,87
R000754,G000460,1,780.418,1645.72,865.302,87
R000757,G000461,1,1031.107,1891.416,860.309,87
R000759,G000462,1,1061.107,1891.416,830.309,84
R000761,G000463,1,1061.107,1891.416,830.309,84
R000763,G000464,1,1061.107,1891.416,830.309,84
R000765,G000465,1,1061.107,1891.416,830.309,84
R000766,G000466,1,780.418,1615.72,835.302,84
R000767,G000467,1,1061.107,1891.416,830.309,84
R000768,G000468,1,780.418,1615.72,835.302,84
R000769,G000469,1,1061.107,1891.416,830.309,84
R000770,G000470,1,780.418,1615.72,835.302,84
R000771,G000471,1,1061.107,1891.416,830.309,84
R000773,G000472,1,1313.34,2261.974,948.634,96
R000774,G000473,1,834.701,1791.593,956.892,97
R000775,G000474,1,1313.34,2261.974,948.634,96
R000776,G000475,1,1313.34,2261.974,948.634,96
R000777,G000476,1,834.701,1791.593,956.892,97
R000778,G000477,1,1313.34,2261.974,948.634,96
R000779,G000478,1,1313.34,2261.974,948.634,96
R000780,G000479,1,834.701,1791.593,956.892,97
R000781,G000480,1,1313.34,2261.974,948.634,96
R000782,G000481,1,834.701,1791.593,956.892,97
R000783,G000482,1,1313.34,2261.974,948.634,96
R000785,G000483,1,1343.34,2321.974,978.634,99
R000786,G000484,1,864.701,1851.593,986.892,100
R000787,G000485,1,1343.34,2321.974,978.634,99
R000788,G000486,1,864.701,1851.593,986.892,100
R000789,G000487,1,1373.34,2321.974,948.634,96
R000790,G000488,1,1373.34,2321.974,948.634,96
R000791,G000489,1,1373.34,2321.974,948.634,96
R000792,G000490,1,1373.34,2321.974,948.634,96
R000793,G000491,1,864.701,1821.593,956.892,97
R000794,G000492,1,1373.34,2321.974,948.634,96
R000795,G000493,1,1373.34,2321.974,948.634,96
R000796,G000494,1,864.701,1821.593,956.892,97
R000797,G000495,1,1164.285,1895.405,731.121,75
R000798,G000496,1,880.18,1613.786,733.606,75
R000799,G000497,1,1164.285,1895.405,731.121,75
R000800,G000498,1,880.18,1613.786,733.606,75
R000801,G000499,1,1164.285,1895.405,731.121,75
R000802,G000500,1,880.18,1613.786,733.606,75
R000803,G000501,1,1164.285,1895.405,731.121,75
R000804,G000502,1,880.18,1613.786,733.606,75
R000805,G000503,1,1164.285,1895.405,731.121,75
R000806,G000504,1,880.18,1613.786,733.606,75
R000807,G000505,1,1164.285,1895.405,731.121,75
R000809,G000506,1,1164.285,1895.405,731.121,75
R000810,G000507,1,880.18,1613.786,733.606,75
R000811,G000508,1,1164.285,1895.405,731.121,75
R000812,G000509,1,880.18,1613.786,733.606,75
R000813,G000510,1,1164.285,1895.405,731.121,75
R000814,G000511,1,880.18,1613.786,733.606,75
R000815,G000512,1,1164.285,1895.405,731.121,75
R000817,G000513,1,1194.285,1955.405,761.121,78
R000818,G000514,1,910.18,1673.786,763.606,78
R000821,G000515,1,1194.285,1955.405,761.121,78
R000822,G000516,1,910.18,1673.786,763.606,78
R000823,G000517,1,1224.285,1955.405,731.121,75
R000824,G000518,1,910.18,1643.786,733.606,75
R000825,G000519,1,1224.285,1955.405,731.121,75
R000826,G000520,1,910.18,1643.786,733.606,75
R000827,G000521,1,1224.285,1955.405,731.121,75
R000828,G000522,1,910.18,1643.786,733.606,75
R000829,G000523,1,1224.285,1955.405,731.121,75
R000830,G000524,1,910.18,1643.786,733.606,75
R000831,G000525,1,1224.285,1955.405,731.121,75
R000832,G000526,1,910.18,1643.786,733.606,75
R000833,G000527,1,1224.285,1955.405,731.121,75
R000834,G000528,1,910.18,1643.786,733.606,75
R000835,G000529,1,1224.285,1955.405,731.121,75
R000836,G000530,1,910.18,1643.786,733.606,75
R000837,G000531,1,1033.405,1500.28,466.875,48
R000838,G000532,1,816.237,1281.015,464.778,49
R000839,G000533,1,1033.405,1500.28,466.875,48
R000840,G000534,1,816.237,1281.015,464.778,49
R000841,G000535,1,1033.405,1500.28,466.875,48
R000842,G000536,1,816.237,1281.015,464.778,49
R000843,G000537,1,1033.405,1500.28,466.875,48
R000844,G000538,1,816.237,1281.015,464.778,49
R000845,G000539,1,1033.405,1500.28,466.875,48
R000846,G000540,1,816.237,1281.015,464.778,49
R000849,G000541,1,1033.405,1500.28,466.875,48
R000850,G000542,1,816.237,1281.015,464.778,49
R000851,G000543,1,1033.405,1500.28,466.875,48
R000853,G000544,1,1033.405,1500.28,466.875,48
R000854,G000545,1,816.237,1281.015,464.778,49
R000857,G000546,1,1063.405,1560.28,496.875,51
R000858,G000547,1,846.237,1341.015,494.778,52
R000861,G000548,1,1063.405,1560.28,496.875,51
R000869,G000549,1,1093.405,1560.28,466.875,48
R000870,G000550,1,846.237,1311.015,464.778,49
R000917,G000551,1,1334.417,1716.817,382.399,40
R000918,G000552,1,818.091,1211.524,393.433,41
R000919,G000553,1,1334.417,1716.817,382.399,40
R000920,G000554,1,818.091,1211.524,393.433,41
R000921,G000555,1,1334.417,1716.817,382.399,40
