task_id,gap_id,gap_index,tau_start,tau_end,duration_s,n_outage_samples
R050423,G003775,4,1425.857,2139.683,713.827,73
R050519,G003776,1,732.502,1493.855,761.353,78
R050519,G003777,2,1543.855,1613.855,70.0,7
R050519,G003778,3,1673.855,2139.464,465.609,49
R050529,G003779,1,702.502,1427.855,725.353,74
R050529,G003780,2,1477.855,1547.855,70.0,7
R050529,G003781,3,1607.855,2073.464,465.609,49
R050651,G003782,1,1062.38,1082.38,20.0,2
R050651,G003783,2,1112.38,1881.31,768.93,79
R050653,G003784,1,1128.38,1148.38,20.0,2
R050653,G003785,2,1178.38,1947.31,768.93,79
R050655,G003786,1,1062.38,1082.38,20.0,2
R050655,G003787,2,1112.38,1881.31,768.93,79
R050659,G003788,1,1128.38,1148.38,20.0,2
R050659,G003789,2,1178.38,1947.31,768.93,79
R050665,G003790,1,1062.38,1082.38,20.0,2
R050665,G003791,2,1112.38,1881.31,768.93,79
R050669,G003792,1,1062.38,1082.38,20.0,2
R050669,G003793,2,1112.38,1881.31,768.93,79
R050679,G003794,1,1092.38,1112.38,20.0,2
R050679,G003795,2,1142.38,1947.31,804.93,83
R050683,G003796,1,1092.38,1112.38,20.0,2
R050683,G003797,2,1142.38,1947.31,804.93,83
R050693,G003798,1,1092.38,1112.38,20.0,2
R050693,G003799,2,1142.38,1947.31,804.93,83
R050695,G003800,1,1158.38,1178.38,20.0,2
R050695,G003801,2,1208.38,2013.31,804.93,83
R050697,G003802,1,1092.38,1112.38,20.0,2
R050697,G003803,2,1142.38,1947.31,804.93,83
R050699,G003804,1,1158.38,1178.38,20.0,2
R050699,G003805,2,1208.38,2013.31,804.93,83
R050701,G003806,1,1158.38,1178.38,20.0,2
R050701,G003807,2,1208.38,2013.31,804.93,83
R050707,G003808,1,1122.38,1142.38,20.0,2
R050707,G003809,2,1172.38,2013.31,840.93,86
R050709,G003810,1,1188.38,1208.38,20.0,2
R050709,G003811,2,1238.38,2079.31,840.93,86
R050711,G003812,1,1122.38,1142.38,20.0,2
R050711,G003813,2,1172.38,2013.31,840.93,86
R050871,G003814,1,762.502,1587.828,825.326,84
R050871,G003815,2,1627.828,1647.828,20.0,2
R050873,G003816,1,762.502,1587.828,825.326,84
R050873,G003817,2,1627.828,1647.828,20.0,2
R050876,G003818,1,762.502,1587.828,825.326,84
R050876,G003819,2,1627.828,1647.828,20.0,2
R050902,G003820,1,792.502,1653.828,861.326,88
R050902,G003821,2,1693.828,1713.828,20.0,2
R050910,G003822,1,702.502,1455.828,753.326,77
R050910,G003823,2,1495.828,1515.828,20.0,2
R051161,G003824,1,744.24,2092.492,1348.252,139
R051175,G003825,1,744.24,2092.492,1348.252,139
R051220,G003826,1,702.502,2042.774,1340.272,138
R051438,G003827,1,738.593,1916.183,1177.59,122
R051630,G003828,1,702.502,1873.507,1171.005,121
R051710,G003829,1,822.502,2137.507,1315.005,136
R051711,G003830,1,858.593,2180.183,1321.59,137
R051712,G003831,1,852.502,2203.507,1351.005,139
R051713,G003832,1,888.593,2246.183,1357.59,140
R051769,G003833,1,792.502,2071.507,1279.005,132
R051770,G003834,1,828.593,2114.183,1285.59,133
R051771,G003835,1,792.502,2071.507,1279.005,132
R051806,G003836,1,828.593,2114.183,1285.59,133
R051807,G003837,1,792.502,2071.507,1279.005,132
R051808,G003838,1,828.593,2114.183,1285.59,133
R051809,G003839,1,822.502,2137.507,1315.005,136
R051810,G003840,1,858.593,2180.183,1321.59,137
R051811,G003841,1,822.502,2137.507,1315.005,136
R051812,G003842,1,858.593,2180.183,1321.59,137
R051820,G003843,1,858.593,2180.183,1321.59,137
R051824,G003844,1,822.502,2137.507,1315.005,135
R051825,G003845,1,858.593,2180.183,1321.59,136
R051830,G003846,1,792.502,2071.507,1279.005,132
R051871,G003847,1,759.484,1144.657,385.173,40
R051871,G003848,2,1360.213,2310.407,950.195,97
R052096,G003849,1,1300.102,2197.926,897.824,92
R052302,G003850,1,1300.102,2197.926,897.824,92
R052307,G003851,1,1168.102,2065.926,897.824,92
R052551,G003852,1,833.642,1750.91,917.268,94
R052591,G003853,1,1462.102,2395.926,933.824,96
R052593,G003854,1,1462.102,2395.926,933.824,96
R052735,G003855,1,863.642,1816.91,953.268,97
R052737,G003856,1,863.642,1816.91,953.268,97
R052745,G003857,1,1360.102,2329.926,969.824,99
R052747,G003858,1,1360.102,2329.926,969.824,99
R052754,G003859,1,923.642,1876.91,953.268,97
R052755,G003860,1,1360.102,2329.926,969.824,99
R052758,G003861,1,1360.102,2329.926,969.824,99
R052759,G003862,1,1360.102,2329.926,969.824,99
R052760,G003863,1,1426.102,2395.926,969.824,99
R052761,G003864,1,1360.102,2329.926,969.824,99
R052806,G003865,1,893.642,1882.91,989.268,101
R052807,G003866,1,1258.102,2263.926,1005.824,103
R052808,G003867,1,1258.102,2263.926,1005.824,103
R052809,G003868,1,893.642,1882.91,989.268,101
R052810,G003869,1,1258.102,2263.926,1005.824,103
R052811,G003870,1,1324.102,2329.926,1005.824,103
R052814,G003871,1,803.642,1684.91,881.268,90
R052827,G003872,1,1234.102,2131.926,897.824,92
R052841,G003873,1,1168.102,2065.926,897.824,92
R053586,G003874,1,923.642,1948.91,1025.268,104
R053589,G003875,1,783.709,1892.19,1108.48,115
R053591,G003876,1,783.709,1892.19,1108.48,115
R053610,G003877,1,803.642,1908.921,1105.28,115
R053611,G003878,1,783.709,1892.19,1108.48,115
R053635,G003879,1,783.709,1892.19,1108.48,115
R053637,G003880,1,783.709,1892.19,1108.48,115
R053641,G003881,1,783.709,1892.19,1108.48,115
R053656,G003882,1,803.642,1908.921,1105.28,115
R053657,G003883,1,783.709,1892.19,1108.48,115
R053727,G003884,1,813.709,1958.19,1144.48,119
R053729,G003885,1,813.709,1958.19,1144.48,119
R053748,G003886,1,833.642,1974.921,1141.28,119
R053749,G003887,1,813.709,1958.19,1144.48,119
R053817,G003888,1,803.642,1908.921,1105.28,115
R053818,G003889,1,783.709,1892.19,1108.48,115
R053820,G003890,1,783.709,1892.19,1108.48,115
R053824,G003891,1,783.709,1892.19,1108.48,115
R053839,G003892,1,803.642,1908.921,1105.28,115
R053840,G003893,1,783.709,1892.19,1108.48,115
R054073,G003894,1,833.642,1974.921,1141.28,119
R054074,G003895,1,813.709,1958.19,1144.48,119
R054075,G003896,1,833.642,1974.921,1141.28,119
R054076,G003897,1,813.709,1958.19,1144.48,119
R054094,G003898,1,833.642,1974.921,1141.28,119
R054095,G003899,1,813.709,1958.19,1144.48,119
R054271,G003900,1,843.709,2024.19,1180.48,122
R054273,G003901,1,843.709,2024.19,1180.48,122
R054285,G003902,1,863.642,2040.921,1177.28,122
R054286,G003903,1,843.709,2024.19,1180.48,122
R054371,G003904,1,893.642,2106.921,1213.28,126
R054372,G003905,1,873.709,2090.19,1216.48,126
R054373,G003906,1,893.642,2106.921,1213.28,126
R054374,G003907,1,873.709,2090.19,1216.48,126
R054377,G003908,1,893.642,2106.921,1213.28,126
R054378,G003909,1,873.709,2090.19,1216.48,126
R054393,G003910,1,803.642,1908.921,1105.28,115
R054394,G003911,1,783.709,1892.19,1108.48,115
R054395,G003912,1,803.642,1908.921,1105.28,115
R054396,G003913,1,783.709,1892.19,1108.48,115
R054415,G003914,1,803.642,1908.921,1105.28,115
R054416,G003915,1,783.709,1892.19,1108.48,115
R054418,G003916,1,813.709,1958.19,1144.48,119
R054461,G003917,1,833.642,1974.921,1141.28,119
R054462,G003918,1,813.709,1958.19,1144.48,119
R054508,G003919,1,813.709,1958.19,1144.48,119
R054600,G003920,1,843.709,2024.19,1180.48,122
R054689,G003921,1,813.709,1958.19,1144.48,119
R054934,G003922,1,843.709,2024.19,1180.48,122
R055104,G003923,1,873.709,2090.19,1216.48,126
R055170,G003924,1,903.709,2156.19,1252.48,129
R055175,G003925,1,803.642,1674.134,870.492,89
R055177,G003926,1,803.642,1674.134,870.492,89
R055178,G003927,1,1111.834,1992.203,880.369,89
R055179,G003928,1,833.642,1704.134,870.492,89
R055180,G003929,1,1177.834,2058.203,880.369,89
R055181,G003930,1,803.642,1674.134,870.492,89
R055182,G003931,1,1111.834,1992.203,880.369,89
R055183,G003932,1,833.642,1704.134,870.492,89
R055185,G003933,1,833.642,1704.134,870.492,89
R055186,G003934,1,1177.834,2058.203,880.369,89
R055187,G003935,1,863.642,1734.134,870.492,89
R055189,G003936,1,803.642,1674.134,870.492,89
R055191,G003937,1,803.642,1674.134,870.492,89
R055192,G003938,1,1111.834,1992.203,880.369,89
R055193,G003939,1,833.642,1704.134,870.492,89
R055195,G003940,1,803.642,1674.134,870.492,89
R055196,G003941,1,1111.834,1992.203,880.369,89
R055197,G003942,1,833.642,1704.134,870.492,89
R055199,G003943,1,833.642,1704.134,870.492,89
R055201,G003944,1,863.642,1734.134,870.492,89
R055206,G003945,1,1141.834,2058.203,916.369,93
R055210,G003946,1,1141.834,2058.203,916.369,93
R055217,G003947,1,833.642,1740.134,906.492,93
R055219,G003948,1,833.642,1740.134,906.492,93
R055220,G003949,1,1141.834,2058.203,916.369,93
R055221,G003950,1,863.642,1770.134,906.492,93
R055222,G003951,1,1207.834,2124.203,916.369,93
R055223,G003952,1,833.642,1740.134,906.492,93
R055224,G003953,1,1141.834,2058.203,916.369,93
R055225,G003954,1,863.642,1770.134,906.492,93
R055226,G003955,1,1207.834,2124.203,916.369,93
R055227,G003956,1,863.642,1770.134,906.492,93
R055228,G003957,1,1207.834,2124.203,916.369,93
R055229,G003958,1,893.642,1800.134,906.492,93
R055234,G003959,1,1171.834,2124.203,952.369,96
R055238,G003960,1,1171.834,2124.203,952.369,96
R055242,G003961,1,1237.834,2190.203,952.369,96
R055245,G003962,1,803.642,1674.134,870.492,89
R055247,G003963,1,803.642,1674.134,870.492,89
R055249,G003964,1,833.642,1704.134,870.492,89
R055251,G003965,1,803.642,1674.134,870.492,89
R055253,G003966,1,833.642,1704.134,870.492,89
R055255,G003967,1,833.642,1704.134,870.492,89
R055257,G003968,1,863.642,1734.134,870.492,89
R055328,G003969,1,833.642,1740.134,906.492,93
R055330,G003970,1,833.642,1740.134,906.492,93
R055332,G003971,1,863.642,1770.134,906.492,93
R055334,G003972,1,833.642,1740.134,906.492,93
R055336,G003973,1,863.642,1770.134,906.492,93
R055338,G003974,1,863.642,1770.134,906.492,93
R055340,G003975,1,893.642,1800.134,906.492,93
R055402,G003976,1,863.642,1806.134,942.492,96
R055403,G003977,1,1171.834,2124.203,952.369,96
R055404,G003978,1,863.642,1806.134,942.492,96
R055405,G003979,1,1171.834,2124.203,952.369,96
R055407,G003980,1,863.642,1806.134,942.492,96
R055409,G003981,1,893.642,1836.134,942.492,96
R055411,G003982,1,893.642,1836.134,942.492,96
R055438,G003983,1,1201.834,2190.203,988.369,100
R055439,G003984,1,893.642,1872.134,978.492,100
R055440,G003985,1,1201.834,2190.203,988.369,100
R055441,G003986,1,803.642,1674.134,870.492,89
R055443,G003987,1,803.642,1674.134,870.492,89
R055445,G003988,1,833.642,1704.134,870.492,89
R055447,G003989,1,803.642,1674.134,870.492,89
R055449,G003990,1,833.642,1704.134,870.492,89
R055451,G003991,1,833.642,1704.134,870.492,89
R055453,G003992,1,863.642,1734.134,870.492,89
R055704,G003993,1,807.64,1993.234,1185.594,122
R055773,G003994,1,803.642,1981.034,1177.392,121
R055916,G003995,1,863.642,2113.034,1249.392,128
R055918,G003996,1,863.642,2113.034,1249.392,128
R055940,G003997,1,803.642,1981.034,1177.392,121
R056118,G003998,1,897.64,2191.234,1293.594,133
R056119,G003999,1,893.642,2179.034,1285.392,132
R056120,G004000,1,897.64,2191.234,1293.594,133
R056121,G004001,1,927.64,2257.234,1329.594,137
R056122,G004002,1,893.642,2179.034,1285.392,132
R056123,G004003,1,897.64,2191.234,1293.594,133
R056124,G004004,1,923.642,2245.034,1321.392,136
R056131,G004005,1,897.64,2191.234,1293.594,133
R056132,G004006,1,927.64,2257.234,1329.594,137
R056133,G004007,1,893.642,2179.034,1285.392,132
R056134,G004008,1,897.64,2191.234,1293.594,133
R056135,G004009,1,923.642,2245.034,1321.392,136
R056136,G004010,1,927.64,2257.234,1329.594,137
R056137,G004011,1,923.642,2245.034,1321.392,136
R056138,G004012,1,927.64,2257.234,1329.594,137
R056139,G004013,1,923.642,2245.034,1321.392,135
R056140,G004014,1,927.64,2257.234,1329.594,136
R056141,G004015,1,923.642,2245.034,1321.392,135
R056142,G004016,1,927.64,2257.234,1329.594,136
R056143,G004017,1,923.642,2245.034,1321.392,135
R056144,G004018,1,927.64,2257.234,1329.594,136
R056146,G004019,1,957.64,2323.234,1365.594,140
R056149,G004020,1,923.642,2245.034,1321.392,135
R056150,G004021,1,927.64,2257.234,1329.594,136
R056151,G004022,1,953.642,2311.034,1357.392,139
R056152,G004023,1,957.64,2323.234,1365.594,140
R056153,G004024,1,953.642,2311.034,1357.392,139
R056154,G004025,1,957.64,2323.234,1365.594,140
R056155,G004026,1,893.642,2179.034,1285.392,132
R056169,G004027,1,759.484,1142.98,383.496,40
R056169,G004028,2,1162.98,1850.143,687.163,70
R056183,G004029,1,789.484,1208.98,419.496,44
R056183,G004030,2,1228.98,1916.143,687.163,70
R056196,G004031,1,818.216,1510.565,692.349,71
R056196,G004032,2,1524.999,1918.966,393.968,41
R056197,G004033,1,759.484,1142.98,383.496,40
R056197,G004034,2,1162.98,1850.143,687.163,70
R056226,G004035,1,759.484,1142.98,383.496,40
R056226,G004036,2,1162.98,1850.143,687.163,70
R056240,G004037,1,789.484,1208.98,419.496,44
R056240,G004038,2,1228.98,1916.143,687.163,70
R056252,G004039,1,818.216,1510.565,692.349,71
R056252,G004040,2,1524.999,1918.966,393.968,41
R056253,G004041,1,759.484,1142.98,383.496,40
R056253,G004042,2,1162.98,1850.143,687.163,70
R056334,G004043,1,818.216,1510.565,692.349,71
R056334,G004044,2,1524.999,1918.966,393.968,41
R056336,G004045,1,818.216,1510.565,692.349,71
R056336,G004046,2,1524.999,1918.966,393.968,41
R056340,G004047,1,818.216,1510.565,692.349,71
R056340,G004048,2,1524.999,1918.966,393.968,41
R056361,G004049,1,818.216,1510.565,692.349,71
R056361,G004050,2,1524.999,1918.966,393.968,41
R056362,G004051,1,759.484,1142.98,383.496,40
R056362,G004052,2,1162.98,1850.143,687.163,70
R056517,G004053,1,848.216,1576.565,728.349,75
R056517,G004054,2,1590.999,1984.966,393.968,41
R056519,G004055,1,848.216,1576.565,728.349,75
R056519,G004056,2,1590.999,1984.966,393.968,41
R056535,G004057,1,848.216,1576.565,728.349,75
R056535,G004058,2,1590.999,1984.966,393.968,41
R056536,G004059,1,789.484,1172.98,383.496,40
R056536,G004060,2,1192.98,1916.143,723.163,74
R056647,G004061,1,878.216,1642.565,764.349,78
R056647,G004062,2,1656.999,2050.966,393.968,41
R056648,G004063,1,819.484,1202.98,383.496,40
R056648,G004064,2,1222.98,1982.143,759.163,77
R056689,G004065,1,759.484,1142.98,383.496,40
R056689,G004066,2,1162.98,1850.143,687.163,70
R056691,G004067,1,759.484,1142.98,383.496,40
R056691,G004068,2,1162.98,1850.143,687.163,70
R056717,G004069,1,818.216,1510.565,692.349,71
R056717,G004070,2,1524.999,1918.966,393.968,41
R056718,G004071,1,759.484,1142.98,383.496,40
R056718,G004072,2,1162.98,1850.143,687.163,70
R057327,G004073,1,783.709,1203.701,419.991,44
R057327,G004074,2,1231.595,1371.595,140.0,14
R057327,G004075,3,1725.459,2331.903,606.444,62
R057337,G004076,1,783.709,1203.701,419.991,44
R057337,G004077,2,1231.595,1371.595,140.0,14
R057337,G004078,3,1725.459,2331.903,606.444,62
R057371,G004079,1,818.216,2077.573,1259.357,130
R057375,G004080,1,848.216,2143.573,1295.357,134
R057376,G004081,1,778.084,2095.162,1317.078,136
R057377,G004082,1,878.216,2209.573,1331.357,137
R057378,G004083,1,808.084,2161.162,1353.078,139
R057380,G004084,1,778.084,2095.162,1317.078,136
R057381,G004085,1,818.216,2077.573,1259.357,130
R057382,G004086,1,748.084,2029.162,1281.078,132
R057385,G004087,1,848.216,2143.573,1295.357,134
R057386,G004088,1,778.084,2095.162,1317.078,136
R057387,G004089,1,878.216,2209.573,1331.357,137
R057388,G004090,1,808.084,2161.162,1353.078,139
R057391,G004091,1,878.216,2209.573,1331.357,137
R057392,G004092,1,808.084,2161.162,1353.078,139
R057395,G004093,1,838.084,2227.162,1389.078,143
R057397,G004094,1,818.216,2077.573,1259.357,130
R057398,G004095,1,748.084,2029.162,1281.078,132
R057401,G004096,1,848.216,2143.573,1295.357,134
R057402,G004097,1,778.084,2095.162,1317.078,136
R057405,G004098,1,848.216,2143.573,1295.357,134
R057406,G004099,1,778.084,2095.162,1317.078,136
R057407,G004100,1,848.216,2143.573,1295.357,134
R057408,G004101,1,778.084,2095.162,1317.078,136
R057409,G004102,1,808.084,2161.162,1353.078,139
R057410,G004103,1,778.084,2095.162,1317.078,136
R057419,G004104,1,848.216,2143.573,1295.357,134
R057420,G004105,1,778.084,2095.162,1317.078,136
R057421,G004106,1,878.216,2209.573,1331.357,137
R057422,G004107,1,808.084,2161.162,1353.078,139
R057423,G004108,1,878.216,2209.573,1331.357,137
R057424,G004109,1,808.084,2161.162,1353.078,139
R057500,G004110,1,848.216,2143.573,1295.357,134
R057501,G004111,1,848.216,2143.573,1295.357,134
R057502,G004112,1,848.216,2143.573,1295.357,134
R057506,G004113,1,818.216,2077.573,1259.357,130
R057516,G004114,1,848.216,2143.573,1295.357,134
R057517,G004115,1,778.084,2095.162,1317.078,136
R057518,G004116,1,878.216,2209.573,1331.357,137
R057519,G004117,1,808.084,2161.162,1353.078,139
R057751,G004118,1,848.216,1998.702,1150.487,118
R057752,G004119,1,726.212,1871.332,1145.12,118
R057753,G004120,1,848.216,1998.702,1150.487,118
R057798,G004121,1,878.216,2064.702,1186.487,121
R057800,G004122,1,878.216,2064.702,1186.487,121
R057802,G004123,1,878.216,2064.702,1186.487,121
R057813,G004124,1,818.216,1932.702,1114.487,114
R057815,G004125,1,818.216,1932.702,1114.487,114
R057819,G004126,1,818.216,1932.702,1114.487,114
R057978,G004127,1,1032.121,1052.121,20.0,2
R057978,G004128,2,1112.121,1823.995,711.874,73
R057980,G004129,1,1098.121,1118.121,20.0,2
R057980,G004130,2,1178.121,1889.995,711.874,73
R057982,G004131,1,1032.121,1052.121,20.0,2
R057982,G004132,2,1112.121,1823.995,711.874,73
R057984,G004133,1,1098.121,1118.121,20.0,2
R057984,G004134,2,1178.121,1889.995,711.874,73
R057986,G004135,1,1098.121,1118.121,20.0,2
R057986,G004136,2,1178.121,1889.995,711.874,73
R057992,G004137,1,1032.121,1052.121,20.0,2
R057992,G004138,2,1112.121,1823.995,711.874,73
R057994,G004139,1,1098.121,1118.121,20.0,2
R057994,G004140,2,1178.121,1889.995,711.874,73
R057996,G004141,1,1032.121,1052.121,20.0,2
R057996,G004142,2,1112.121,1823.995,711.874,73
R057998,G004143,1,1098.121,1118.121,20.0,2
R057998,G004144,2,1178.121,1889.995,711.874,73
R058000,G004145,1,1098.121,1118.121,20.0,2
R058000,G004146,2,1178.121,1889.995,711.874,73
R058006,G004147,1,1062.121,1082.121,20.0,2
R058006,G004148,2,1142.121,1889.995,747.874,77
R058008,G004149,1,1128.121,1148.121,20.0,2
R058008,G004150,2,1208.121,1955.995,747.874,77
R058010,G004151,1,1062.121,1082.121,20.0,2
R058010,G004152,2,1142.121,1889.995,747.874,77
R058014,G004153,1,1128.121,1148.121,20.0,2
R058014,G004154,2,1208.121,1955.995,747.874,77
R058023,G004155,1,818.216,1528.698,710.482,73
R058023,G004156,2,1588.698,1608.698,20.0,2
R058123,G004157,1,878.216,1660.698,782.482,80
R058123,G004158,2,1720.698,1740.698,20.0,2
R058125,G004159,1,878.216,1660.698,782.482,80
R058125,G004160,2,1720.698,1740.698,20.0,2
R058128,G004161,1,878.216,1660.698,782.482,80
R058128,G004162,2,1720.698,1740.698,20.0,2
R058154,G004163,1,818.216,1528.698,710.482,73
R058154,G004164,2,1588.698,1608.698,20.0,2
R058441,G004165,1,828.593,2187.847,1359.254,140
R058442,G004166,1,828.593,2187.847,1359.254,140
R058458,G004167,1,878.216,2204.506,1326.29,136
R058459,G004168,1,798.593,2121.847,1323.254,136
R058460,G004169,1,878.216,2204.506,1326.29,136
R058461,G004170,1,798.593,2121.847,1323.254,136
R058462,G004171,1,908.216,2270.506,1362.29,140
R058466,G004172,1,807.64,1380.263,572.624,59
R058466,G004173,2,1410.263,1420.263,10.0,1
R058466,G004174,3,1756.867,2362.318,605.451,62
R058468,G004175,1,807.64,1380.263,572.624,59
R058468,G004176,2,1410.263,1420.263,10.0,1
R058468,G004177,3,1756.867,2362.318,605.451,62
R058473,G004178,1,807.64,1380.263,572.624,59
R058473,G004179,2,1410.263,1420.263,10.0,1
R058473,G004180,3,1756.867,2362.318,605.451,62
R058477,G004181,1,818.216,1405.562,587.346,60
R058477,G004182,2,1730.742,1740.742,10.0,1
R058477,G004183,3,1770.742,2350.641,579.898,59
R058497,G004184,1,789.484,1174.657,385.173,40
R058497,G004185,2,1233.35,1243.35,10.0,1
R058499,G004186,1,759.484,1144.657,385.173,40
R058499,G004187,2,1203.35,1213.35,10.0,1
R058519,G004188,1,849.484,1234.657,385.173,40
R058519,G004189,2,1293.35,1303.35,10.0,1
R058521,G004190,1,1573.85,1583.85,10.0,1
R058521,G004191,2,1662.117,2051.547,389.431,41
R058522,G004192,1,759.484,1144.657,385.173,40
R058522,G004193,2,1203.35,1213.35,10.0,1
R058524,G004194,1,789.484,1174.657,385.173,40
R058524,G004195,2,1233.35,1243.35,10.0,1
R058530,G004196,1,789.484,1174.657,385.173,40
R058530,G004197,2,1233.35,1243.35,10.0,1
R058532,G004198,1,819.484,1204.657,385.173,40
R058532,G004199,2,1263.35,1273.35,10.0,1
R058538,G004200,1,819.484,1204.657,385.173,40
R058538,G004201,2,1263.35,1273.35,10.0,1
R058544,G004202,1,879.484,1264.657,385.173,40
R058544,G004203,2,1323.35,1333.35,10.0,1
R058545,G004204,1,1573.85,1583.85,10.0,1
R058545,G004205,2,1662.117,2051.547,389.431,41
R058548,G004206,1,879.484,1264.657,385.173,40
R058548,G004207,2,1323.35,1333.35,10.0,1
R058549,G004208,1,1573.85,1583.85,10.0,1
R058549,G004209,2,1662.117,2051.547,389.431,41
R058550,G004210,1,879.484,1264.657,385.173,40
R058550,G004211,2,1323.35,1333.35,10.0,1
R058551,G004212,1,1573.85,1583.85,10.0,1
R058551,G004213,2,1662.117,2051.547,389.431,41
R058552,G004214,1,1639.85,1649.85,10.0,1
R058552,G004215,2,1728.117,2117.547,389.431,41
R058553,G004216,1,759.484,1144.657,385.173,40
R058553,G004217,2,1203.35,1213.35,10.0,1
R058555,G004218,1,759.484,1144.657,385.173,40
R058555,G004219,2,1203.35,1213.35,10.0,1
R058557,G004220,1,789.484,1174.657,385.173,40
R058557,G004221,2,1233.35,1243.35,10.0,1
R058559,G004222,1,759.484,1144.657,385.173,40
R058559,G004223,2,1203.35,1213.35,10.0,1
R058561,G004224,1,789.484,1174.657,385.173,40
R058561,G004225,2,1233.35,1243.35,10.0,1
R058563,G004226,1,789.484,1174.657,385.173,40
R058563,G004227,2,1233.35,1243.35,10.0,1
R058565,G004228,1,819.484,1204.657,385.173,40
R058565,G004229,2,1263.35,1273.35,10.0,1
R058569,G004230,1,819.484,1204.657,385.173,40
R058569,G004231,2,1263.35,1273.35,10.0,1
R058581,G004232,1,1573.85,1583.85,10.0,1
R058581,G004233,2,1662.117,2051.547,389.431,41
R058604,G004234,1,879.484,1264.657,385.173,40
R058604,G004235,2,1323.35,1333.35,10.0,1
R058605,G004236,1,1573.85,1583.85,10.0,1
R058605,G004237,2,1662.117,2051.547,389.431,41
R058608,G004238,1,879.484,1264.657,385.173,40
R058608,G004239,2,1323.35,1333.35,10.0,1
R058609,G004240,1,1573.85,1583.85,10.0,1
R058609,G004241,2,1662.117,2051.547,389.431,41
R058610,G004242,1,879.484,1264.657,385.173,40
R058610,G004243,2,1323.35,1333.35,10.0,1
R058611,G004244,1,1573.85,1583.85,10.0,1
R058611,G004245,2,1662.117,2051.547,389.431,41
R058612,G004246,1,1639.85,1649.85,10.0,1
R058612,G004247,2,1728.117,2117.547,389.431,41
R058672,G004248,1,759.484,1144.657,385.173,40
R058672,G004249,2,1203.35,1213.35,10.0,1
R058674,G004250,1,789.484,1174.657,385.173,40
R058674,G004251,2,1233.35,1243.35,10.0,1
R058682,G004252,1,819.484,1204.657,385.173,40
R058682,G004253,2,1263.35,1273.35,10.0,1
R058684,G004254,1,789.484,1174.657,385.173,40
R058684,G004255,2,1233.35,1243.35,10.0,1
R058692,G004256,1,819.484,1204.657,385.173,40
R058692,G004257,2,1263.35,1273.35,10.0,1
R058694,G004258,1,849.484,1234.657,385.173,40
R058694,G004259,2,1293.35,1303.35,10.0,1
R058697,G004260,1,1573.85,1583.85,10.0,1
R058697,G004261,2,1662.117,2051.547,389.431,41
R058710,G004262,1,819.484,1204.657,385.173,40
R058710,G004263,2,1263.35,1273.35,10.0,1
R058712,G004264,1,849.484,1234.657,385.173,40
R058712,G004265,2,1293.35,1303.35,10.0,1
R058716,G004266,1,849.484,1234.657,385.173,40
R058716,G004267,2,1293.35,1303.35,10.0,1
R058720,G004268,1,879.484,1264.657,385.173,40
R058720,G004269,2,1323.35,1333.35,10.0,1
R058721,G004270,1,1573.85,1583.85,10.0,1
R058721,G004271,2,1662.117,2051.547,389.431,41
R058724,G004272,1,1573.85,1583.85,10.0,1
R058724,G004273,2,1662.117,2051.547,389.431,41
R058725,G004274,1,1573.85,1583.85,10.0,1
R058725,G004275,2,1662.117,2051.547,389.431,41
R058726,G004276,1,1639.85,1649.85,10.0,1
R058726,G004277,2,1728.117,2117.547,389.431,41
R058889,G004278,1,819.484,1240.657,421.173,44
R058889,G004279,2,1299.35,1309.35,10.0,1
R058893,G004280,1,819.484,1240.657,421.173,44
R058893,G004281,2,1299.35,1309.35,10.0,1
R058895,G004282,1,819.484,1240.657,421.173,44
R058895,G004283,2,1299.35,1309.35,10.0,1
R058897,G004284,1,849.484,1270.657,421.173,44
R058897,G004285,2,1329.35,1339.35,10.0,1
R058915,G004286,1,849.484,1270.657,421.173,44
R058915,G004287,2,1329.35,1339.35,10.0,1
R058917,G004288,1,819.484,1240.657,421.173,44
R058917,G004289,2,1299.35,1309.35,10.0,1
R058919,G004290,1,849.484,1270.657,421.173,44
R058919,G004291,2,1329.35,1339.35,10.0,1
R058921,G004292,1,849.484,1270.657,421.173,44
R058921,G004293,2,1329.35,1339.35,10.0,1
R058923,G004294,1,879.484,1300.657,421.173,44
R058923,G004295,2,1359.35,1369.35,10.0,1
R058924,G004296,1,1537.85,1547.85,10.0,1
R058924,G004297,2,1626.117,2051.547,425.431,45
R058927,G004298,1,879.484,1300.657,421.173,44
R058927,G004299,2,1359.35,1369.35,10.0,1
R058928,G004300,1,1537.85,1547.85,10.0,1
R058928,G004301,2,1626.117,2051.547,425.431,45
R058929,G004302,1,879.484,1300.657,421.173,44
R058929,G004303,2,1359.35,1369.35,10.0,1
R058931,G004304,1,1603.85,1613.85,10.0,1
R058931,G004305,2,1692.117,2117.547,425.431,45
R058932,G004306,1,1537.85,1547.85,10.0,1
R058932,G004307,2,1626.117,2051.547,425.431,45
R058933,G004308,1,1603.85,1613.85,10.0,1
R058933,G004309,2,1692.117,2117.547,425.431,45
R059054,G004310,1,819.484,1276.657,457.173,47
R059054,G004311,2,1335.35,1345.35,10.0,1
R059056,G004312,1,819.484,1276.657,457.173,47
R059056,G004313,2,1335.35,1345.35,10.0,1
R059058,G004314,1,849.484,1306.657,457.173,47
R059058,G004315,2,1365.35,1375.35,10.0,1
R059062,G004316,1,849.484,1306.657,457.173,47
