gap_id,task_id,candidate_id,tau_start_s,tau_end_s,service_duration_s,dispatch_offset_s,arrival_offset_s,service_start_offset_s,service_end_offset_s,return_offset_s,min_transport_start_s,outbound_time_s,return_time_s,lead_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_energy_kWh,end_soc,charge_time_s,relay_uav_occupancy_s,energy_component_occupancy_s,lon,lat,agl_height_m,min_access_margin_db,relay_g01_margin_db
G000001,R000014,RP043281,720.418,1555.624,835.206,219.91678207028144,690.418,720.418,1555.624,1878.2011352372544,0.0,290.50121792971856,322.57713523725437,500.50121792971856,0.09628224802959906,0.06205957941893827,0.2643685,0.4227103274485373,0.8679030226723321,671.7260705259683,1958.284353166973,2330.0104236929415,109.21569444444444,23.03069444444445,260.0,0.0646496554291502,6.588307685564615
G000002,R000015,RP043281,720.418,1555.624,835.206,219.91678207028144,690.418,720.418,1555.624,1878.2011352372544,0.0,290.50121792971856,322.57713523725437,500.50121792971856,0.09628224802959906,0.06205957941893827,0.2643685,0.4227103274485373,0.8679030226723321,671.7260705259683,1958.284353166973,2330.0104236929415,109.21569444444444,23.03069444444445,260.0,0.0646496554291502,6.588307685564615
G000004,R000017,RP043281,720.418,1555.624,835.206,219.91678207028144,690.418,720.418,1555.624,1878.2011352372544,0.0,290.50121792971856,322.57713523725437,500.50121792971856,0.09628224802959906,0.06205957941893827,0.2643685,0.4227103274485373,0.8679030226723321,671.7260705259683,1958.284353166973,2330.0104236929415,109.21569444444444,23.03069444444445,260.0,0.0646496554291502,6.588307685564615
G000006,R000019,RP043281,720.418,1555.624,835.206,219.91678207028144,690.418,720.418,1555.624,1878.2011352372544,0.0,290.50121792971856,322.57713523725437,500.50121792971856,0.09628224802959906,0.06205957941893827,0.2643685,0.4227103274485373,0.8679030226723321,671.7260705259683,1958.284353166973,2330.0104236929415,109.21569444444444,23.03069444444445,260.0,0.0646496554291502,6.588307685564615
G000001,R000014,RP041762,720.418,1555.624,835.206,215.7917928531034,690.418,720.418,1555.624,1880.0282639909722,0.0,294.6262071468966,324.40426399097214,504.6262071468966,0.09735041936775987,0.06557940058524181,0.2643685,0.4272983199530017,0.866469275014687,673.589942480907,1964.2364711378686,2337.8264136187754,109.21458333333334,23.03180555555556,240.0,0.0735500659900765,6.124917231042801
G000002,R000015,RP041762,720.418,1555.624,835.206,215.7917928531034,690.418,720.418,1555.624,1880.0282639909722,0.0,294.6262071468966,324.40426399097214,504.6262071468966,0.09735041936775987,0.06557940058524181,0.2643685,0.4272983199530017,0.866469275014687,673.589942480907,1964.2364711378686,2337.8264136187754,109.21458333333334,23.03180555555556,240.0,0.0735500659900765,6.124917231042801
G000004,R000017,RP041762,720.418,1555.624,835.206,215.7917928531034,690.418,720.418,1555.624,1880.0282639909722,0.0,294.6262071468966,324.40426399097214,504.6262071468966,0.09735041936775987,0.06557940058524181,0.2643685,0.4272983199530017,0.866469275014687,673.589942480907,1964.2364711378686,2337.8264136187754,109.21458333333334,23.03180555555556,240.0,0.0735500659900765,6.124917231042801
G000006,R000019,RP041762,720.418,1555.624,835.206,215.7917928531034,690.418,720.418,1555.624,1880.0282639909722,0.0,294.6262071468966,324.40426399097214,504.6262071468966,0.09735041936775987,0.06557940058524181,0.2643685,0.4272983199530017,0.866469275014687,673.589942480907,1964.2364711378686,2337.8264136187754,109.21458333333334,23.03180555555556,240.0,0.0735500659900765,6.124917231042801
G000001,R000014,RP040261,720.418,1555.624,835.206,214.00062582506354,690.418,720.418,1555.624,1880.091326109751,0.0,296.41737417493647,324.46732610975096,506.41737417493647,0.09773493613143706,0.06780767947946308,0.2643685,0.4299111156109002,0.8656527763715938,674.6513907169282,1966.0907002846875,2340.742091001616,109.21458333333334,23.03291666666667,220.0,0.1935981069146919,5.843763533494553
G000002,R000015,RP040261,720.418,1555.624,835.206,214.00062582506354,690.418,720.418,1555.624,1880.091326109751,0.0,296.41737417493647,324.46732610975096,506.41737417493647,0.09773493613143706,0.06780767947946308,0.2643685,0.4299111156109002,0.8656527763715938,674.6513907169282,1966.0907002846875,2340.742091001616,109.21458333333334,23.03291666666667,220.0,0.1935981069146919,5.843763533494553
G000004,R000017,RP040261,720.418,1555.624,835.206,214.00062582506354,690.418,720.418,1555.624,1880.091326109751,0.0,296.41737417493647,324.46732610975096,506.41737417493647,0.09773493613143706,0.06780767947946308,0.2643685,0.4299111156109002,0.8656527763715938,674.6513907169282,1966.0907002846875,2340.742091001616,109.21458333333334,23.03291666666667,220.0,0.1935981069146919,5.843763533494553
G000006,R000019,RP040261,720.418,1555.624,835.206,214.00062582506354,690.418,720.418,1555.624,1880.091326109751,0.0,296.41737417493647,324.46732610975096,506.41737417493647,0.09773493613143706,0.06780767947946308,0.2643685,0.4299111156109002,0.8656527763715938,674.6513907169282,1966.0907002846875,2340.742091001616,109.21458333333334,23.03291666666667,220.0,0.1935981069146919,5.843763533494553
G000001,R000014,RP040245,720.418,1555.624,835.206,205.46708503753132,690.418,720.418,1555.624,1890.1156569465181,0.0,304.9509149624687,334.49165694651816,514.9509149624687,0.10062281898190856,0.06910499787829674,0.2643685,0.43409631686020533,0.8643449009811859,676.3516287244584,1984.648571908987,2361.0002006334453,109.21347222222222,23.03291666666667,200.0,0.0745661025103174,5.675998422430453
G000002,R000015,RP040245,720.418,1555.624,835.206,205.46708503753132,690.418,720.418,1555.624,1890.1156569465181,0.0,304.9509149624687,334.49165694651816,514.9509149624687,0.10062281898190856,0.06910499787829674,0.2643685,0.43409631686020533,0.8643449009811859,676.3516287244584,1984.648571908987,2361.0002006334453,109.21347222222222,23.03291666666667,200.0,0.0745661025103174,5.675998422430453
G000004,R000017,RP040245,720.418,1555.624,835.206,205.46708503753132,690.418,720.418,1555.624,1890.1156569465181,0.0,304.9509149624687,334.49165694651816,514.9509149624687,0.10062281898190856,0.06910499787829674,0.2643685,0.43409631686020533,0.8643449009811859,676.3516287244584,1984.648571908987,2361.0002006334453,109.21347222222222,23.03291666666667,200.0,0.0745661025103174,5.675998422430453
