pattern_id,uav_type,n_stops,visit_order,n_boxes,total_mass_kg,total_volume_m3,energy_kWh,duration_s,end_SOC,has_hard_deadline,latest_start_s
P017522,C,2,S005>S008,5,40.0,0.11299999999999999,5.702915266749666,2512.5399213047053,0.28713559165629177,True,5391.499276653962
P017523,C,2,S008>S005,5,40.0,0.11299999999999999,5.871621991494315,2512.5399213047053,0.2660472510632106,True,5772.280802041333
P017524,C,2,S005>S008,6,54.0,0.13999999999999999,6.139826671187842,2578.5399213047053,0.2325216661015197,True,5325.499276653962
P017525,C,2,S008>S005,6,54.0,0.13999999999999999,6.360226202689681,2578.5399213047053,0.20497172466378988,True,5706.280802041333
P017526,C,2,S005>S008,5,42.0,0.10600000000000001,5.754833552955448,2512.5399213047053,0.280645805880569,True,5391.499276653962
P017527,C,2,S008>S005,5,42.0,0.10600000000000001,5.9295037363762795,2512.5399213047053,0.25881203295296507,True,5772.280802041333
P017528,C,2,S005>S008,5,42.0,0.10600000000000001,5.754833552955448,2512.5399213047053,0.280645805880569,True,5391.499276653962
P017529,C,2,S008>S005,5,42.0,0.10600000000000001,5.9295037363762795,2512.5399213047053,0.25881203295296507,True,5772.280802041333
P017530,C,2,S005>S008,6,56.0,0.133,6.218747123900547,2578.5399213047053,0.2226566095124316,True,5325.499276653962
P017531,C,2,S005>S008,5,34.0,0.11400000000000002,5.564292536590541,2512.5399213047053,0.3044634329261824,True,5391.499276653962
P017532,C,2,S008>S005,5,34.0,0.11400000000000002,5.716865040949062,2512.5399213047053,0.2853918698813672,True,5772.280802041333
P017533,C,2,S005>S008,6,48.0,0.14100000000000001,5.93016173209625,2578.5399213047053,0.2587297834879687,True,5325.499276653962
P017534,C,2,S008>S005,6,48.0,0.14100000000000001,6.125189800901211,2578.5399213047053,0.23435127488734864,True,5706.280802041333
P017535,C,2,S005>S008,6,48.0,0.14100000000000001,5.93016173209625,2578.5399213047053,0.2587297834879687,True,5325.499276653962
P017536,C,2,S008>S005,6,48.0,0.14100000000000001,6.125189800901211,2578.5399213047053,0.23435127488734864,True,5706.280802041333
P017537,C,2,S005>S008,4,45.0,0.093,5.750337847331782,2446.5399213047053,0.2812077690835273,True,9593.342679682093
P017538,C,2,S008>S005,4,45.0,0.093,6.115817158243059,2446.5399213047053,0.23552285521961758,True,8858.8473990132
P017539,C,2,S005>S008,4,45.0,0.093,5.750337847331782,2446.5399213047053,0.2812077690835273,True,5457.499276653962
P017540,C,2,S008>S005,4,45.0,0.093,6.115817158243059,2446.5399213047053,0.23552285521961758,True,5874.280802041333
P017541,C,2,S005>S008,5,59.0,0.12,6.213932979482969,2512.5399213047053,0.22325837756462885,True,5391.499276653962
P017542,C,2,S005>S008,4,37.0,0.101,5.564238115296211,2446.5399213047053,0.3044702355879736,True,9593.342679682093
P017543,C,2,S008>S005,4,37.0,0.101,5.88373013895796,2446.5399213047053,0.26453373263025504,True,8858.8473990132
P017544,C,2,S005>S008,5,51.0,0.128,5.924366536904971,2512.5399213047053,0.2594541828868786,True,5391.499276653962
P017545,C,2,S008>S005,5,51.0,0.128,6.330047502656113,2512.5399213047053,0.2087440621679859,True,5808.280802041333
P017546,C,2,S005>S008,4,39.0,0.094,5.6062649915371265,2446.5399213047053,0.2992168760578592,True,9593.342679682093
P017547,C,2,S008>S005,4,39.0,0.094,5.936771573136133,2446.5399213047053,0.25790355335798343,True,8858.8473990132
P017548,C,2,S005>S008,6,59.0,0.156,6.213932979482969,2578.5399213047053,0.22325837756462885,True,9533.342679682093
P017549,C,2,S005>S008,6,59.0,0.156,6.213932979482969,2578.5399213047053,0.22325837756462885,True,5325.499276653962
P017550,C,2,S005>S008,4,34.0,0.078,5.506652787594787,2446.5399213047053,0.3116684015506517,True,5457.499276653962
P017551,C,2,S008>S005,4,34.0,0.078,5.809713295446609,2446.5399213047053,0.2737858380691739,True,5874.280802041333
P017552,C,2,S005>S008,5,48.0,0.10500000000000001,5.83329183176537,2512.5399213047053,0.2708385210293287,True,5391.499276653962
P017553,C,2,S008>S005,5,48.0,0.10500000000000001,6.2180380553987575,2512.5399213047053,0.2227452430751553,True,5808.280802041333
P017554,C,2,S005>S008,6,62.0,0.132,6.343520778821164,2578.5399213047053,0.20705990264735452,True,5325.499276653962
P017555,C,2,S005>S008,6,54.0,0.14,6.024401728094587,2578.5399213047053,0.24694978398817657,True,5325.499276653962
P017556,C,2,S005>S008,6,54.0,0.14,6.024401728094587,2578.5399213047053,0.24694978398817657,True,5325.499276653962
P017557,C,2,S005>S008,6,56.0,0.133,6.096569159081559,2578.5399213047053,0.2379288551148051,True,5325.499276653962
P017558,C,2,S005>S008,6,56.0,0.133,6.096569159081559,2578.5399213047053,0.2379288551148051,True,5325.499276653962
P017559,C,2,S005>S008,6,48.0,0.14100000000000001,5.83329183176537,2578.5399213047053,0.2708385210293287,True,5325.499276653962
P017560,C,2,S008>S005,6,48.0,0.14100000000000001,6.2180380553987575,2578.5399213047053,0.2227452430751553,True,5742.280802041333
P017561,C,2,S005>S008,7,62.0,0.168,6.343520778821164,2644.5399213047053,0.20705990264735452,True,5259.499276653962
P017562,C,2,S005>S008,7,62.0,0.168,6.343520778821164,2644.5399213047053,0.20705990264735452,True,5259.499276653962
P017563,C,2,S005>S008,5,59.0,0.12,6.125636075340784,2512.5399213047053,0.23429549058240196,True,9527.342679682093
P017564,C,2,S005>S008,5,59.0,0.12,6.125636075340784,2512.5399213047053,0.23429549058240196,True,5391.499276653962
P017565,C,2,S005>S008,5,51.0,0.128,5.858077192945506,2512.5399213047053,0.2677403508818117,True,9527.342679682093
P017566,C,2,S005>S008,6,65.0,0.155,6.3812087117114,2578.5399213047053,0.202348911036075,True,5325.499276653962
P017567,C,2,S005>S008,5,53.0,0.121,5.918193028239601,2512.5399213047053,0.26022587147004983,True,9527.342679682093
P017568,C,2,S005>S008,5,48.0,0.105,5.775652082769616,2512.5399213047053,0.278043489653798,True,5391.499276653962
P017569,C,2,S008>S005,5,48.0,0.105,6.3587775438757,2512.5399213047053,0.2051528070155375,True,5844.280802041333
P017570,C,2,S005>S008,6,62.0,0.132,6.246650878490284,2578.5399213047053,0.21916864018871451,True,5325.499276653962
P017571,C,2,S005>S008,7,62.0,0.168,6.246650878490284,2644.5399213047053,0.21916864018871451,True,5259.499276653962
P017572,C,2,S005>S008,5,51.0,0.128,5.891274686261493,2512.5399213047053,0.26359066421731336,True,9527.342679682093
P017573,C,2,S008>S005,5,51.0,0.128,6.383448920542057,2512.5399213047053,0.20206888493224284,True,8792.8473990132
P017574,C,2,S005>S008,5,51.0,0.128,5.891274686261493,2512.5399213047053,0.26359066421731336,True,5391.499276653962
P017575,C,2,S008>S005,5,51.0,0.128,6.383448920542057,2512.5399213047053,0.20206888493224284,True,5844.280802041333
P017576,C,2,S005>S008,5,43.0,0.136,5.675512100393215,2512.5399213047053,0.29056098745084813,True,9527.342679682093
P017577,C,2,S008>S005,5,43.0,0.136,6.105992379490806,2512.5399213047053,0.2367509525636492,True,8792.8473990132
P017578,C,2,S005>S008,6,57.0,0.163,6.094273865161627,2578.5399213047053,0.23821576685479662,True,5325.499276653962
P017579,C,2,S005>S008,5,45.0,0.129,5.7241978328092,2512.5399213047053,0.28447527089885005,True,9527.342679682093
P017580,C,2,S008>S005,5,45.0,0.129,6.169218576129003,2512.5399213047053,0.22884767798387462,True,8792.8473990132
P017581,C,2,S005>S008,5,40.0,0.113,5.6087055801303425,2512.5399213047053,0.2989118024837072,True,5391.499276653962
P017582,C,2,S008>S005,5,40.0,0.113,6.0178716638778065,2512.5399213047053,0.2477660420152742,True,5844.280802041333
P017583,C,2,S005>S008,6,54.0,0.14,5.987831790471018,2578.5399213047053,0.2515210261911227,True,5325.499276653962
P017584,C,2,S005>S008,7,60.0,0.175,6.211792992407043,2644.5399213047053,0.22352587594911966,True,5259.499276653962
P017585,C,2,S005>S008,7,60.0,0.175,6.211792992407043,2644.5399213047053,0.22352587594911966,True,5259.499276653962
P017586,C,2,S005>S008,7,62.0,0.168,6.297005081941967,2644.5399213047053,0.21287436475725408,True,5259.499276653962
