transport_Cmax_s,relay_Cmax_s,joint_Cmax_s,transport_sorties,relay_jobs,relay_sessions,transport_energy_kWh,relay_energy_kWh,relay_session_energy_kWh,relay_gap_job_energy_kWh,total_energy_kWh,relay_uav_capacity,relay_energy_capacity,status,tier,objective_schema
11660,11898,11898,17,13,8,64.08636972236133,4.4809540000000005,4.4809540000000005,6.0414895767001155,68.56732372236132,2,6,OPTIMAL,all,relay_session_v2
