relay_session_id,relay_uav_id,candidate_id,dispatch_time_s,arrival_time_s,service_end_time_s,service_duration_s,return_time_s,uav_release_time_s,outbound_energy_kWh,return_energy_kWh,service_energy_kWh,relay_session_energy_kWh,end_soc,charge_duration_s,energy_release_time_s,energy_component_id
R01-RS001,R01,RP058988,2409.0,2848.3703448127926,4054.155,1205.7846551872076,4352.0,4652.0,0.0870224010807604,0.0460722338371227,0.36843420019609124,0.501528,0.8432725,703.74575,5055.74575,E04
R01-RS002,R01,RP065617,5930.0,6271.787167028183,7389.686,1117.8988329718168,7582.0,7882.0,0.054991512427449,0.0224758972172752,0.34158019896361075,0.419048,0.8690475,670.2382500000001,8252.23825,E06
R01-RS003,R01,RP074044,8937.0,9243.390718663431,9881.222,637.8312813365683,10036.0,10336.0,0.0434514006032604,0.0132241398666194,0.19489289151950698,0.251568,0.921385,495.2745000000001,10531.2745,E01
R01-RS004,R01,RP075602,4652.0,4882.625107261465,5411.0560000000005,528.4308927385355,5477.0,5777.0,0.0178280946596896,0.0015561880171479,0.1614649950034414,0.180849,0.9434846875,356.04646874999986,5833.04646875,E05
R01-RS005,R01,RP076066,465.0,955.3534244838022,1734.52,779.1665755161978,2072.0,2372.0,0.1020435105243659,0.0735233750916206,0.23807867585217157,0.413646,0.870735625,668.0436875,2740.0436875,E02
R02-RS001,R02,RP016472,1790.0,2497.7805488462477,9629.695,7131.914451153752,10195.0,10495.0,0.1726000371315112,0.1332661933965294,2.17919608229698,2.485062,0.22341812500000002,1509.5564375,11704.5564375,E03
R02-RS002,R02,RP082327,367.0,721.8355022428693,1172.835,450.9994977571307,1385.0,1685.0,0.0598285524124071,0.0207418094899367,0.13780540209245662,0.218376,0.9317575,429.92774999999995,1814.9277499999998,E01
